code_geo,annee,taux_faible_diplome
59295,2016,57.58
59296,2016,59.51
59297,2016,55.07
59299,2016,64.27
59300,2016,56.52
59301,2016,53.4
59302,2016,51.0
59303,2016,58.44
59304,2016,60.84
59305,2016,53.28
59306,2016,49.72
59307,2016,48.3
59308,2016,54.14
59309,2016,60.88
59310,2016,59.12
59311,2016,56.28
59312,2016,60.36
59313,2016,51.1
59314,2016,52.99
59315,2016,59.02
59316,2016,61.37
59317,2016,55.39
59318,2016,51.24
59319,2016,52.79
59320,2016,57.72
59321,2016,59.01
59322,2016,55.3
59323,2016,59.95
59324,2016,52.63
59325,2016,55.71
59326,2016,47.81
59327,2016,55.72
59328,2016,69.89
59329,2016,55.82
59330,2016,60.95
59331,2016,56.77
59332,2016,61.54
59333,2016,51.36
59334,2016,52.64
59335,2016,60.43
59336,2016,49.81
59337,2016,53.87
59338,2016,52.83
59339,2016,56.27
59340,2016,57.58
59341,2016,56.65
59342,2016,53.18
59343,2016,60.19
59344,2016,46.24
59345,2016,52.28
59346,2016,63.36
59347,2016,54.92
59348,2016,51.84
59349,2016,51.52
59350,2016,71.93
59351,2016,48.68
59352,2016,60.52
59353,2016,47.81
59354,2016,53.37
59356,2016,70.34
59357,2016,54.0
59358,2016,50.23
59359,2016,52.96
59360,2016,59.13
59361,2016,53.46
59363,2016,56.65
59364,2016,68.4
59365,2016,52.7
59366,2016,53.02
59367,2016,56.39
59368,2016,72.87
59369,2016,56.5
59370,2016,56.96
59371,2016,67.84
59372,2016,51.19
59374,2016,56.38
59375,2016,57.96
59377,2016,49.33
59378,2016,72.16
59379,2016,51.63
59381,2016,56.7
59382,2016,54.46
59383,2016,56.02
59384,2016,56.71
59385,2016,49.88
59386,2016,62.26
59387,2016,54.08
59388,2016,61.34
59389,2016,50.7
59390,2016,52.34
59391,2016,49.93
59392,2016,57.84
59393,2016,56.91
59394,2016,53.62
59395,2016,58.59
59396,2016,55.24
59397,2016,48.39
59398,2016,68.35
59399,2016,57.7
59400,2016,52.54
59401,2016,57.36
59402,2016,53.09
59403,2016,51.34
59405,2016,53.7
59406,2016,52.66
59407,2016,58.72
59408,2016,58.56
59409,2016,53.29
59410,2016,64.46
59411,2016,62.47
59412,2016,54.24
59413,2016,57.63
59414,2016,54.69
59415,2016,52.73
59416,2016,56.23
59418,2016,62.85
59419,2016,57.01
59420,2016,66.66
59421,2016,69.2
59422,2016,54.91
59423,2016,53.09
59424,2016,48.19
59425,2016,54.16
59426,2016,56.3
59427,2016,60.37
59428,2016,57.16
59429,2016,51.75
59430,2016,52.46
59431,2016,56.61
59432,2016,53.71
59433,2016,52.64
59434,2016,60.33
59435,2016,58.89
59436,2016,51.91
59437,2016,62.71
59438,2016,48.95
59439,2016,52.1
59440,2016,46.36
59441,2016,55.04
59442,2016,51.28
59443,2016,59.0
59444,2016,57.8
59445,2016,54.91
59446,2016,56.68
59447,2016,50.75
59448,2016,47.38
59449,2016,58.76
59450,2016,48.6
59451,2016,56.1
59452,2016,55.22
59453,2016,56.58
59454,2016,56.77
59455,2016,51.49
59456,2016,52.14
59457,2016,60.97
59458,2016,64.62
59459,2016,52.73
59461,2016,51.57
59462,2016,62.14
59463,2016,53.08
59464,2016,56.26
59465,2016,53.57
59466,2016,63.21
59467,2016,50.59
59468,2016,55.48
59469,2016,57.81
59470,2016,63.67
59471,2016,56.97
59472,2016,56.94
59473,2016,60.19
59474,2016,58.53
59475,2016,52.65
59476,2016,53.87
59477,2016,55.46
59478,2016,51.73
59479,2016,49.49
59480,2016,56.33
59481,2016,62.78
59482,2016,61.77
59483,2016,50.94
59484,2016,52.36
59485,2016,54.71
59486,2016,54.32
59487,2016,64.15
59488,2016,55.51
59489,2016,55.14
59490,2016,44.76
59491,2016,54.16
59492,2016,47.51
59493,2016,43.93
59494,2016,50.77
59495,2016,52.45
59496,2016,57.15
59497,2016,57.98
59498,2016,52.22
59499,2016,53.39
59500,2016,56.84
59501,2016,58.47
59502,2016,51.04
59503,2016,57.04
59504,2016,50.36
59505,2016,59.4
59506,2016,60.24
59507,2016,63.72
59508,2016,59.92
59509,2016,53.66
59511,2016,59.28
59512,2016,64.97
59513,2016,50.9
59514,2016,53.31
59515,2016,48.15
59516,2016,52.11
59517,2016,51.65
59518,2016,53.89
59519,2016,54.54
59520,2016,50.15
59521,2016,57.03
59522,2016,67.42
59523,2016,71.0
59524,2016,59.29
59525,2016,56.12
59526,2016,58.0
59527,2016,65.17
59528,2016,51.6
59529,2016,53.31
59530,2016,49.02
59531,2016,47.15
59532,2016,51.47
59533,2016,54.84
59534,2016,51.61
59535,2016,59.34
59536,2016,57.17
59537,2016,55.56
59538,2016,54.37
59539,2016,46.68
59541,2016,50.13
59542,2016,46.48
59543,2016,42.91
59544,2016,56.86
59545,2016,51.36
59546,2016,53.35
59547,2016,58.23
59548,2016,54.13
59549,2016,52.56
59550,2016,53.01
59551,2016,66.47
59552,2016,57.52
59553,2016,61.11
59554,2016,65.43
59555,2016,50.05
59556,2016,53.54
59557,2016,55.74
59558,2016,54.22
59559,2016,66.73
59560,2016,61.94
59562,2016,46.91
59563,2016,50.56
59564,2016,56.6
59565,2016,57.14
59566,2016,56.94
59567,2016,58.24
59568,2016,56.99
59569,2016,54.25
59570,2016,57.2
59571,2016,51.12
59572,2016,57.08
59573,2016,46.53
59574,2016,52.38
59575,2016,60.81
59576,2016,52.14
59577,2016,55.0
59578,2016,55.39
59579,2016,51.5
59580,2016,59.19
59581,2016,55.68
59582,2016,53.88
59583,2016,52.46
59584,2016,56.22
59585,2016,63.08
59586,2016,61.38
59587,2016,59.28
59588,2016,56.91
59589,2016,49.68
59590,2016,48.75
59591,2016,46.42
59592,2016,59.57
59593,2016,51.11
59594,2016,56.33
59595,2016,58.53
59596,2016,62.99
59597,2016,58.01
59598,2016,57.39
59599,2016,58.46
59600,2016,62.07
59601,2016,56.62
59602,2016,62.26
59603,2016,49.73
59604,2016,51.93
59605,2016,55.44
59606,2016,61.63
59607,2016,56.29
59608,2016,59.43
59609,2016,62.69
59610,2016,55.51
59611,2016,67.56
59612,2016,56.87
59613,2016,52.14
59614,2016,57.22
59615,2016,52.12
59616,2016,54.76
59617,2016,52.87
59618,2016,50.66
59619,2016,61.66
59620,2016,49.02
59622,2016,52.31
59623,2016,49.42
59624,2016,60.04
59625,2016,53.56
59626,2016,58.69
59627,2016,48.87
59628,2016,56.23
59629,2016,52.65
59630,2016,56.73
59631,2016,58.22
59632,2016,53.14
59633,2016,50.47
59634,2016,52.79
59635,2016,49.13
59636,2016,63.29
59637,2016,57.33
59638,2016,58.6
59639,2016,57.07
59640,2016,62.5
59641,2016,52.2
59642,2016,56.12
59643,2016,46.15
59645,2016,51.69
59646,2016,66.82
59647,2016,54.33
59648,2016,61.2
59649,2016,49.71
59650,2016,55.99
59651,2016,49.24
59652,2016,50.35
59653,2016,58.59
59654,2016,56.25
59655,2016,59.01
59656,2016,61.08
59657,2016,49.44
59658,2016,63.02
59659,2016,57.27
59660,2016,60.93
59661,2016,50.46
59662,2016,55.67
59663,2016,54.17
59664,2016,49.5
59665,2016,51.3
59666,2016,54.59
59667,2016,55.77
59668,2016,52.08
59669,2016,51.42
59670,2016,56.47
