code_geo,annee,nb_faits_total,population_insee,nb_indicateurs,taux_delinquance
59176,2016,0.0,337.0,7,0.0
59177,2016,7.0,865.0,5,8.09
59178,2016,2975.0,39657.0,15,75.02
59179,2016,371.0,10717.0,12,34.62
59180,2016,0.0,1462.0,2,0.0
59181,2016,0.0,585.0,5,0.0
59182,2016,0.0,250.0,8,0.0
59183,2016,5370.0,88108.0,15,60.95
59184,2016,0.0,681.0,4,0.0
59185,2016,16.0,1942.0,3,8.24
59186,2016,0.0,86.0,11,0.0
59187,2016,0.0,304.0,9,0.0
59188,2016,0.0,143.0,11,0.0
59189,2016,0.0,1221.0,4,0.0
59190,2016,0.0,983.0,5,0.0
59191,2016,0.0,627.0,5,0.0
59192,2016,5.0,879.0,5,5.69
59193,2016,82.0,3174.0,7,25.83
59194,2016,7.0,1307.0,6,5.36
59195,2016,484.0,606.0,10,798.68
59196,2016,50.0,1316.0,8,37.99
59197,2016,15.0,2186.0,4,6.86
59198,2016,9.0,275.0,6,32.73
59199,2016,0.0,695.0,7,0.0
59200,2016,0.0,473.0,10,0.0
59201,2016,0.0,590.0,4,0.0
59202,2016,155.0,5081.0,9,30.51
59203,2016,14.0,1594.0,5,8.78
59204,2016,0.0,469.0,7,0.0
59205,2016,411.0,9588.0,11,42.87
59206,2016,105.0,3277.0,8,32.04
59207,2016,231.0,4211.0,11,54.86
59208,2016,0.0,299.0,8,0.0
59209,2016,0.0,681.0,4,0.0
59210,2016,15.0,2124.0,3,7.06
59211,2016,0.0,897.0,5,0.0
59212,2016,216.0,6406.0,11,33.72
59213,2016,0.0,460.0,9,0.0
59214,2016,0.0,1119.0,3,0.0
59215,2016,9.0,947.0,4,9.5
59216,2016,0.0,350.0,10,0.0
59217,2016,0.0,335.0,8,0.0
59218,2016,9.0,1321.0,5,6.81
59219,2016,0.0,711.0,4,0.0
59220,2016,1032.0,17591.0,14,58.67
59221,2016,56.0,2505.0,7,22.36
59222,2016,23.0,2148.0,6,10.71
59223,2016,0.0,516.0,5,0.0
59224,2016,15.0,1746.0,5,8.59
59225,2016,212.0,6943.0,10,30.53
59226,2016,12.0,1403.0,4,8.55
59227,2016,131.0,5323.0,8,24.61
59228,2016,9.0,1472.0,4,6.11
59229,2016,0.0,568.0,7,0.0
59230,2016,160.0,5311.0,10,30.13
59231,2016,0.0,1069.0,4,0.0
59232,2016,0.0,410.0,5,0.0
59233,2016,0.0,382.0,6,0.0
59234,2016,355.0,5876.0,11,60.42
59236,2016,0.0,262.0,12,0.0
59237,2016,0.0,974.0,5,0.0
59238,2016,5.0,1655.0,4,3.02
59239,2016,110.0,5544.0,10,19.84
59240,2016,0.0,128.0,11,0.0
59241,2016,0.0,526.0,7,0.0
59242,2016,0.0,691.0,6,0.0
59243,2016,7.0,1213.0,8,5.77
59244,2016,21.0,1782.0,4,11.78
59246,2016,0.0,555.0,5,0.0
59247,2016,56.0,1447.0,7,38.7
59249,2016,689.0,12119.0,13,56.85
59250,2016,29.0,2216.0,5,13.09
59251,2016,0.0,379.0,8,0.0
59252,2016,61.0,2402.0,8,25.4
59253,2016,289.0,7601.0,11,38.02
59254,2016,0.0,884.0,5,0.0
59255,2016,0.0,566.0,8,0.0
59256,2016,139.0,3379.0,10,41.14
59257,2016,0.0,917.0,5,0.0
59258,2016,49.0,2685.0,4,18.25
59259,2016,0.0,525.0,6,0.0
59260,2016,104.0,4192.0,10,24.81
59261,2016,16.0,1831.0,3,8.74
59262,2016,10.0,2055.0,4,4.87
59263,2016,0.0,1018.0,4,0.0
59264,2016,5.0,765.0,3,6.54
59265,2016,17.0,2289.0,5,7.43
59266,2016,106.0,4004.0,9,26.47
59267,2016,0.0,313.0,10,0.0
59268,2016,179.0,5673.0,8,31.55
59269,2016,22.0,1544.0,5,14.25
59270,2016,0.0,508.0,6,0.0
59271,2016,1337.0,23294.0,14,57.4
59272,2016,77.0,5081.0,5,15.15
59273,2016,394.0,11461.0,12,34.38
59274,2016,0.0,489.0,4,0.0
59275,2016,7.0,1204.0,6,5.81
59276,2016,152.0,4651.0,9,32.68
59277,2016,0.0,337.0,7,0.0
59278,2016,110.0,4249.0,9,25.89
59279,2016,1080.0,20708.0,14,52.15
59280,2016,7.0,778.0,5,9.0
59281,2016,9.0,1303.0,5,6.91
59282,2016,0.0,383.0,6,0.0
59283,2016,0.0,606.0,8,0.0
59284,2016,66.0,3870.0,7,17.05
59285,2016,27.0,2757.0,4,9.79
59286,2016,714.0,14934.0,13,47.81
59287,2016,0.0,202.0,11,0.0
59288,2016,66.0,2268.0,4,29.1
59289,2016,0.0,1538.0,4,0.0
59290,2016,0.0,394.0,7,0.0
59291,2016,552.0,14548.0,13,37.94
59292,2016,69.0,3129.0,5,22.05
59293,2016,0.0,1441.0,5,0.0
59294,2016,0.0,325.0,7,0.0
59295,2016,883.0,21685.0,14,40.72
59296,2016,0.0,357.0,10,0.0
59297,2016,19.0,1975.0,5,9.62
59299,2016,856.0,18914.0,13,45.26
59300,2016,0.0,574.0,5,0.0
59301,2016,57.0,4415.0,7,12.91
59302,2016,116.0,4052.0,9,28.63
59303,2016,32.0,2408.0,6,13.29
59304,2016,0.0,423.0,7,0.0
59305,2016,45.0,1629.0,6,27.62
59306,2016,0.0,295.0,8,0.0
59307,2016,0.0,899.0,5,0.0
59308,2016,0.0,970.0,5,0.0
59309,2016,73.0,4097.0,7,17.82
59310,2016,0.0,853.0,4,0.0
59311,2016,0.0,545.0,6,0.0
59312,2016,0.0,790.0,5,0.0
59313,2016,9.0,1408.0,3,6.39
59314,2016,90.0,3553.0,11,25.33
59315,2016,0.0,876.0,3,0.0
59316,2016,139.0,3439.0,9,40.42
59317,2016,322.0,7840.0,12,41.07
59318,2016,0.0,1005.0,7,0.0
59319,2016,30.0,3224.0,7,9.31
59320,2016,13.0,1546.0,4,8.41
59321,2016,0.0,738.0,4,0.0
59322,2016,70.0,3336.0,6,20.98
59323,2016,7.0,1134.0,7,6.17
59324,2016,443.0,10185.0,13,43.5
59325,2016,0.0,873.0,5,0.0
59326,2016,0.0,1084.0,3,0.0
59327,2016,187.0,6164.0,9,30.34
59328,2016,1035.0,27618.0,13,37.48
59329,2016,169.0,5152.0,10,32.8
59330,2016,26.0,2402.0,6,10.82
59331,2016,61.0,3491.0,6,17.47
59332,2016,71.0,1752.0,7,40.53
59333,2016,0.0,257.0,8,0.0
59334,2016,56.0,1715.0,6,32.65
59335,2016,20.0,2791.0,4,7.17
59336,2016,27.0,1369.0,7,19.72
59337,2016,0.0,667.0,6,0.0
59338,2016,0.0,664.0,4,0.0
59339,2016,609.0,9546.0,12,63.8
59340,2016,114.0,4277.0,8,26.65
59341,2016,0.0,408.0,9,0.0
59342,2016,0.0,232.0,11,0.0
59343,2016,633.0,7912.0,11,80.01
59344,2016,32.0,2465.0,5,12.98
59345,2016,39.0,2422.0,5,16.1
59346,2016,282.0,3143.0,9,89.72
59347,2016,0.0,531.0,9,0.0
59348,2016,10.0,1325.0,4,7.55
59349,2016,18.0,1899.0,4,9.48
59350,2016,30912.0,232440.0,15,132.99
59351,2016,0.0,561.0,7,0.0
59352,2016,217.0,8356.0,9,25.97
59353,2016,0.0,370.0,8,0.0
59354,2016,0.0,737.0,6,0.0
59356,2016,41.0,2301.0,5,17.82
59357,2016,33.0,2117.0,6,15.59
59358,2016,0.0,1183.0,5,0.0
59359,2016,213.0,6209.0,11,34.31
59360,2016,1114.0,22076.0,14,50.46
59361,2016,229.0,3942.0,12,58.09
59363,2016,0.0,936.0,4,0.0
59364,2016,0.0,828.0,4,0.0
59365,2016,366.0,6558.0,13,55.81
59366,2016,0.0,750.0,5,0.0
59367,2016,618.0,13340.0,13,46.33
59368,2016,1133.0,21253.0,13,53.31
59369,2016,69.0,4074.0,8,16.94
59370,2016,0.0,740.0,4,0.0
59371,2016,0.0,643.0,5,0.0
59372,2016,0.0,512.0,6,0.0
59374,2016,0.0,487.0,5,0.0
59375,2016,149.0,4593.0,10,32.44
59377,2016,13.0,1881.0,5,6.91
59378,2016,2213.0,38805.0,13,57.03
59379,2016,0.0,727.0,4,0.0
59381,2016,6.0,828.0,4,7.25
59382,2016,7.0,1462.0,4,4.79
59383,2016,538.0,11495.0,12,46.8
59384,2016,7.0,1391.0,4,5.03
59385,2016,61.0,2758.0,8,22.12
59386,2016,443.0,10424.0,11,42.5
59387,2016,12.0,1861.0,4,6.45
59388,2016,11.0,1986.0,6,5.54
59389,2016,33.0,2704.0,5,12.2
59390,2016,96.0,4132.0,7,23.23
59391,2016,0.0,853.0,4,0.0
59392,2016,1909.0,29679.0,14,64.32
59393,2016,0.0,1016.0,2,0.0
59394,2016,0.0,391.0,8,0.0
59395,2016,0.0,306.0,7,0.0
59396,2016,0.0,692.0,4,0.0
59397,2016,0.0,586.0,8,0.0
59398,2016,86.0,2998.0,7,28.69
59399,2016,0.0,1025.0,3,0.0
59400,2016,371.0,9842.0,12,37.7
59401,2016,31.0,2279.0,4,13.6
59402,2016,0.0,809.0,6,0.0
59403,2016,0.0,708.0,6,0.0
59405,2016,0.0,459.0,5,0.0
59406,2016,0.0,495.0,4,0.0
59407,2016,0.0,542.0,7,0.0
59408,2016,26.0,1511.0,6,17.21
59409,2016,38.0,2493.0,5,15.24
59410,2016,969.0,20855.0,13,46.46
59411,2016,19.0,2125.0,5,8.94
59412,2016,0.0,306.0,6,0.0
59413,2016,0.0,564.0,8,0.0
59414,2016,100.0,4786.0,9,20.89
59415,2016,0.0,228.0,9,0.0
59416,2016,40.0,2556.0,7,15.65
59418,2016,56.0,1642.0,7,34.1
59419,2016,7.0,1397.0,3,5.01
59420,2016,0.0,61.0,12,0.0
59421,2016,489.0,13326.0,10,36.7
59422,2016,0.0,637.0,7,0.0
59423,2016,0.0,1219.0,4,0.0
59424,2016,0.0,1337.0,3,0.0
59425,2016,0.0,305.0,10,0.0
59426,2016,386.0,10371.0,13,37.22
59427,2016,0.0,654.0,5,0.0
59428,2016,42.0,3807.0,6,11.03
59429,2016,46.0,2701.0,6,17.03
59430,2016,5.0,1125.0,6,4.44
59431,2016,334.0,7449.0,12,44.84
59432,2016,0.0,510.0,6,0.0
59433,2016,0.0,951.0,8,0.0
59434,2016,0.0,1301.0,4,0.0
59435,2016,33.0,2497.0,7,13.22
59436,2016,0.0,789.0,8,0.0
59437,2016,6.0,879.0,5,6.83
59438,2016,0.0,784.0,3,0.0
59439,2016,0.0,288.0,6,0.0
59440,2016,0.0,711.0,3,0.0
59441,2016,0.0,710.0,6,0.0
59442,2016,0.0,268.0,12,0.0
59443,2016,0.0,383.0,10,0.0
59444,2016,0.0,932.0,3,0.0
59445,2016,13.0,1204.0,6,10.8
59446,2016,0.0,596.0,4,0.0
59447,2016,449.0,8782.0,11,51.13
59448,2016,0.0,471.0,4,0.0
59449,2016,462.0,8634.0,12,53.51
59450,2016,0.0,651.0,6,0.0
59451,2016,0.0,545.0,7,0.0
59452,2016,299.0,5375.0,11,55.63
59453,2016,0.0,685.0,5,0.0
59454,2016,0.0,528.0,5,0.0
59455,2016,0.0,992.0,4,0.0
59456,2016,256.0,5973.0,11,42.86
59457,2016,291.0,8366.0,12,34.78
59458,2016,9.0,903.0,7,9.97
59459,2016,347.0,4894.0,11,70.9
59461,2016,0.0,305.0,11,0.0
59462,2016,215.0,4757.0,9,45.2
59463,2016,0.0,958.0,4,0.0
59464,2016,16.0,2199.0,6,7.28
59465,2016,0.0,774.0,5,0.0
59466,2016,65.0,2895.0,5,22.45
59467,2016,39.0,2542.0,7,15.34
59468,2016,0.0,379.0,8,0.0
59469,2016,0.0,385.0,9,0.0
59470,2016,55.0,2138.0,9,25.72
59471,2016,20.0,1920.0,4,10.42
59472,2016,0.0,845.0,5,0.0
59473,2016,0.0,309.0,8,0.0
59474,2016,0.0,1081.0,5,0.0
59475,2016,100.0,2290.0,9,43.67
59476,2016,74.0,3165.0,8,23.38
59477,2016,71.0,4242.0,4,16.74
59478,2016,11.0,1078.0,6,10.2
59479,2016,64.0,3015.0,6,21.23
59480,2016,0.0,905.0,4,0.0
59481,2016,283.0,5014.0,12,56.44
59482,2016,196.0,6780.0,10,28.91
59483,2016,0.0,129.0,11,0.0
59484,2016,360.0,6358.0,12,56.62
59485,2016,8.0,1765.0,8,4.53
59486,2016,50.0,2738.0,7,18.26
59487,2016,15.0,1365.0,4,10.99
59488,2016,35.0,2268.0,6,15.43
59489,2016,88.0,4055.0,9,21.7
59490,2016,0.0,184.0,9,0.0
59491,2016,694.0,12642.0,13,54.9
59492,2016,0.0,597.0,7,0.0
59493,2016,0.0,229.0,10,0.0
59494,2016,0.0,173.0,10,0.0
59495,2016,22.0,2401.0,4,9.16
59496,2016,0.0,270.0,8,0.0
59497,2016,9.0,2089.0,6,4.31
59498,2016,0.0,368.0,7,0.0
59499,2016,7.0,2027.0,5,3.45
59500,2016,0.0,375.0,8,0.0
59501,2016,24.0,1360.0,5,17.65
59502,2016,7.0,1460.0,5,4.79
59503,2016,0.0,177.0,10,0.0
59504,2016,105.0,3830.0,9,27.42
59505,2016,0.0,760.0,5,0.0
59506,2016,0.0,440.0,7,0.0
59507,2016,989.0,19074.0,14,51.85
59508,2016,744.0,13475.0,13,55.21
59509,2016,146.0,6191.0,11,23.58
59511,2016,14.0,1908.0,5,7.34
59512,2016,8041.0,96412.0,15,83.4
59513,2016,0.0,450.0,5,0.0
59514,2016,110.0,4015.0,9,27.4
59515,2016,18.0,660.0,7,27.27
59516,2016,0.0,944.0,7,0.0
59517,2016,0.0,794.0,7,0.0
59518,2016,0.0,439.0,6,0.0
59519,2016,12.0,1763.0,2,6.81
59520,2016,6.0,1462.0,5,4.1
59521,2016,0.0,468.0,8,0.0
59522,2016,35.0,1773.0,7,19.74
59523,2016,107.0,2687.0,10,39.82
59524,2016,147.0,5640.0,10,26.06
59525,2016,60.0,2939.0,5,20.42
59526,2016,889.0,16147.0,13,55.06
59527,2016,475.0,12293.0,13,38.64
59528,2016,13.0,1569.0,4,8.29
59529,2016,0.0,367.0,6,0.0
59530,2016,7.0,373.0,5,18.77
59531,2016,0.0,338.0,7,0.0
59532,2016,0.0,309.0,7,0.0
59533,2016,20.0,1630.0,4,12.27
59534,2016,0.0,809.0,4,0.0
59535,2016,10.0,1730.0,6,5.78
59536,2016,0.0,878.0,6,0.0
59537,2016,0.0,520.0,10,0.0
59538,2016,0.0,480.0,9,0.0
59539,2016,0.0,993.0,7,0.0
59541,2016,11.0,1012.0,6,10.87
59542,2016,0.0,510.0,9,0.0
59543,2016,9.0,1121.0,5,8.03
59544,2016,473.0,11161.0,12,42.38
59545,2016,12.0,1233.0,4,9.73
59546,2016,0.0,1171.0,3,0.0
59547,2016,0.0,906.0,4,0.0
59548,2016,0.0,630.0,6,0.0
59549,2016,0.0,291.0,6,0.0
59550,2016,42.0,2969.0,5,14.15
59551,2016,22.0,1641.0,6,13.41
59552,2016,0.0,198.0,8,0.0
59553,2016,102.0,5768.0,9,17.68
59554,2016,0.0,574.0,5,0.0
59555,2016,19.0,1463.0,5,12.99
59556,2016,0.0,275.0,11,0.0
59557,2016,54.0,2339.0,6,23.09
59558,2016,10.0,1787.0,6,5.6
59559,2016,6.0,1966.0,5,3.05
59560,2016,1077.0,12463.0,13,86.42
59562,2016,0.0,546.0,3,0.0
59563,2016,0.0,246.0,10,0.0
59564,2016,178.0,3148.0,10,56.54
59565,2016,0.0,672.0,5,0.0
59566,2016,203.0,4700.0,11,43.19
59567,2016,0.0,404.0,10,0.0
59568,2016,0.0,450.0,9,0.0
59569,2016,927.0,15446.0,13,60.02
59570,2016,0.0,934.0,3,0.0
59571,2016,159.0,4387.0,10,36.24
59572,2016,44.0,1832.0,6,24.02
59573,2016,0.0,136.0,10,0.0
59574,2016,648.0,12488.0,13,51.89
59575,2016,0.0,421.0,8,0.0
59576,2016,0.0,1807.0,4,0.0
59577,2016,0.0,665.0,6,0.0
59578,2016,0.0,1707.0,6,0.0
59579,2016,0.0,1335.0,5,0.0
59580,2016,71.0,4344.0,7,16.34
59581,2016,66.0,3624.0,9,18.21
59582,2016,8.0,951.0,5,8.41
59583,2016,0.0,464.0,10,0.0
59584,2016,6.0,978.0,3,6.13
59585,2016,158.0,3356.0,9,47.08
59586,2016,171.0,5930.0,9,28.84
59587,2016,0.0,548.0,6,0.0
59588,2016,186.0,8113.0,11,22.93
59589,2016,37.0,2837.0,4,13.04
59590,2016,0.0,910.0,6,0.0
59591,2016,25.0,852.0,5,29.34
59592,2016,85.0,3915.0,7,21.71
59593,2016,0.0,750.0,4,0.0
59594,2016,13.0,1131.0,5,11.49
59595,2016,0.0,521.0,7,0.0
59596,2016,0.0,527.0,9,0.0
59597,2016,0.0,569.0,5,0.0
59598,2016,180.0,3923.0,10,45.88
59599,2016,5667.0,97476.0,15,58.14
59600,2016,0.0,891.0,6,0.0
59601,2016,40.0,2915.0,7,13.72
59602,2016,29.0,1407.0,7,20.61
59603,2016,209.0,6261.0,11,33.38
59604,2016,0.0,836.0,6,0.0
59605,2016,0.0,1411.0,5,0.0
59606,2016,3617.0,43680.0,15,82.81
59607,2016,0.0,492.0,7,0.0
59608,2016,0.0,1075.0,4,0.0
59609,2016,86.0,1627.0,6,52.86
59610,2016,0.0,970.0,7,0.0
59611,2016,76.0,2445.0,7,31.08
59612,2016,0.0,523.0,6,0.0
59613,2016,35.0,1506.0,4,23.24
59614,2016,7.0,1552.0,6,4.51
59615,2016,8.0,2512.0,5,3.18
59616,2016,367.0,10395.0,11,35.31
59617,2016,0.0,637.0,9,0.0
59618,2016,0.0,853.0,6,0.0
59619,2016,0.0,971.0,5,0.0
59620,2016,0.0,619.0,6,0.0
59622,2016,9.0,1278.0,6,7.04
59623,2016,0.0,694.0,6,0.0
59624,2016,39.0,2091.0,6,18.65
59625,2016,0.0,409.0,6,0.0
59626,2016,5.0,1260.0,6,3.97
59627,2016,0.0,980.0,3,0.0
59628,2016,0.0,577.0,9,0.0
59629,2016,0.0,1381.0,4,0.0
59630,2016,98.0,2606.0,8,37.61
59631,2016,28.0,2135.0,7,13.11
59632,2016,168.0,5494.0,9,30.58
59633,2016,0.0,288.0,12,0.0
59634,2016,0.0,825.0,5,0.0
59635,2016,0.0,380.0,6,0.0
59636,2016,470.0,10539.0,9,44.6
59637,2016,0.0,1288.0,4,0.0
59638,2016,0.0,1188.0,4,0.0
59639,2016,6.0,1091.0,6,5.5
59640,2016,0.0,755.0,7,0.0
59641,2016,5.0,2051.0,2,2.44
59642,2016,0.0,570.0,7,0.0
59643,2016,0.0,239.0,8,0.0
59645,2016,0.0,620.0,4,0.0
59646,2016,1388.0,20722.0,13,66.98
59647,2016,21.0,2561.0,4,8.2
59648,2016,820.0,14485.0,12,56.61
59649,2016,0.0,244.0,10,0.0
59650,2016,2245.0,41341.0,15,54.3
59651,2016,23.0,1654.0,5,13.91
59652,2016,0.0,372.0,7,0.0
59653,2016,237.0,7628.0,13,31.07
59654,2016,294.0,7477.0,10,39.32
59655,2016,0.0,252.0,6,0.0
59656,2016,151.0,5412.0,10,27.9
59657,2016,0.0,606.0,9,0.0
59658,2016,0.0,475.0,8,0.0
59659,2016,72.0,2935.0,6,24.53
59660,2016,95.0,3014.0,11,31.52
59661,2016,0.0,154.0,6,0.0
59662,2016,7.0,1279.0,5,5.47
59663,2016,105.0,5598.0,8,18.76
59664,2016,0.0,310.0,8,0.0
59665,2016,0.0,295.0,10,0.0
59666,2016,0.0,1542.0,5,0.0
59667,2016,0.0,211.0,10,0.0
59668,2016,19.0,1738.0,4,10.93
59669,2016,0.0,526.0,6,0.0
59670,2016,9.0,1307.0,4,6.89
