code_geo,code_commune,libelle_commune,annee,inscrits,abstentions,votants,exprimes,pct_abstention,nom_cand1,nom_cand2,nom_cand3,nom_cand4,nom_cand5,pct_cand1,pct_cand2,pct_cand3,pct_cand4,pct_cand5,bloc_cand1,bloc_cand2,bloc_cand3,bloc_cand4,bloc_cand5,pct_CENTRE,pct_DIVERS,pct_DROITE,pct_GAUCHE,taux_chomage,revenu_median,taux_faible_diplome,taux_delinquance,nb_faits_total,population_municipale,population_totale,bloc_vainqueur,cible_binaire,nom_vainqueur
59306,00306,Hestrud,2017,196,51,145,141,26.02,LE PEN,FILLON,MACRON,MÉLENCHON,HAMON,29.79,23.4,20.57,12.77,7.8,DROITE,DROITE,CENTRE,GAUCHE,GAUCHE,20.57,0.0,57.45,21.99,20.07,18411.0,49.72,0.0,0.0,296,299,DROITE,0,LE PEN
59307,00307,Holque,2017,699,130,569,557,18.6,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,43.99,17.24,13.11,12.75,5.21,DROITE,GAUCHE,CENTRE,DROITE,DROITE,13.11,2.33,61.94,22.62,10.71,18893.0,48.3,0.0,0.0,871,873,DROITE,0,LE PEN
59308,00308,Hondeghem,2017,744,70,674,661,9.41,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,25.42,21.48,21.18,14.67,7.56,DROITE,DROITE,CENTRE,GAUCHE,DROITE,21.18,1.51,54.46,22.84,6.32,23162.0,54.14,0.0,0.0,913,936,DROITE,0,FILLON
59309,00309,Hondschoote,2017,2975,651,2324,2257,21.88,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,35.31,19.1,18.12,15.24,5.14,DROITE,GAUCHE,DROITE,CENTRE,DROITE,15.24,1.28,58.57,24.9,12.11,19022.0,60.88,17.82,73.0,4026,4107,DROITE,0,LE PEN
59310,00310,Hon-Hergies,2017,490,90,400,394,18.37,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,36.04,18.27,16.24,14.97,7.87,DROITE,DROITE,GAUCHE,CENTRE,DROITE,14.97,1.27,62.18,21.57,14.35,23763.0,59.12,0.0,0.0,866,876,DROITE,0,LE PEN
59311,00311,Honnechy,2017,349,66,283,269,18.91,LE PEN,MÉLENCHON,FILLON,DUPONT-AIGNAN,MACRON,44.98,18.59,15.24,7.06,7.06,DROITE,GAUCHE,DROITE,DROITE,CENTRE,7.06,1.12,67.29,24.54,19.57,16590.0,56.28,0.0,0.0,576,582,DROITE,0,LE PEN
59312,00312,Honnecourt-sur-Escaut,2017,515,98,417,408,19.03,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,39.22,18.14,18.14,13.97,4.41,DROITE,GAUCHE,DROITE,CENTRE,DROITE,13.97,1.47,61.76,22.79,28.01,18854.0,60.36,0.0,0.0,734,751,DROITE,0,LE PEN
59313,00313,Hordain,2017,1071,124,947,928,11.58,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,39.22,23.28,15.19,11.1,4.31,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,15.19,1.08,54.53,29.2,14.73,20089.0,51.1,6.39,9.0,1440,1456,DROITE,0,LE PEN
59314,00314,Hornaing,2017,2692,528,2164,2111,19.61,LE PEN,MÉLENCHON,HAMON,MACRON,FILLON,40.17,19.19,13.45,12.6,7.82,DROITE,GAUCHE,GAUCHE,CENTRE,DROITE,12.6,1.33,51.4,34.68,16.83,18107.0,52.99,25.33,90.0,3535,3568,DROITE,0,LE PEN
59315,00315,Houdain-lez-Bavay,2017,670,143,527,517,21.34,LE PEN,FILLON,MACRON,MÉLENCHON,HAMON,33.46,18.38,17.79,14.7,6.38,DROITE,DROITE,CENTRE,GAUCHE,GAUCHE,17.79,1.74,57.83,22.63,10.83,20781.0,59.02,0.0,0.0,901,913,DROITE,0,LE PEN
59316,00316,Houplin-Ancoisne,2017,2696,415,2281,2228,15.39,LE PEN,MACRON,MÉLENCHON,FILLON,HAMON,27.92,21.27,18.76,16.92,6.6,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,21.27,1.21,50.81,26.71,10.26,22997.0,61.37,40.42,139.0,3275,3324,DROITE,0,LE PEN
59317,00317,Houplines,2017,5912,1594,4318,4210,26.96,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,30.45,20.33,19.05,13.59,7.27,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,19.05,1.45,49.98,29.52,11.06,20012.0,55.39,41.07,322.0,7897,7990,DROITE,0,LE PEN
59318,00318,Houtkerque,2017,752,152,600,585,20.21,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,37.09,24.62,12.48,10.43,7.18,DROITE,DROITE,CENTRE,GAUCHE,DROITE,12.48,1.03,68.89,17.61,3.88,21300.0,51.24,0.0,0.0,985,994,DROITE,0,LE PEN
59319,00319,Hoymille,2017,2643,385,2258,2203,14.57,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,29.46,20.34,19.29,15.07,8.35,DROITE,CENTRE,DROITE,GAUCHE,DROITE,20.34,1.13,57.1,21.43,6.36,22625.0,52.79,9.31,30.0,3173,3375,DROITE,0,LE PEN
59320,00320,Illies,2017,1079,122,957,927,11.31,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,33.12,19.74,19.2,14.78,5.39,DROITE,DROITE,CENTRE,GAUCHE,DROITE,19.2,1.29,58.25,21.25,10.06,21733.0,57.72,8.41,13.0,1664,1680,DROITE,0,LE PEN
59321,00321,Inchy,2017,556,128,428,417,23.02,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,40.29,15.83,15.59,13.19,8.15,DROITE,DROITE,CENTRE,GAUCHE,DROITE,15.59,1.92,64.27,18.23,19.05,17145.0,59.01,0.0,0.0,635,639,DROITE,0,LE PEN
59322,00322,Iwuy,2017,2484,460,2024,1965,18.52,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,44.99,17.81,13.59,11.09,5.34,DROITE,GAUCHE,CENTRE,DROITE,DROITE,13.59,1.22,61.42,23.77,19.41,17647.0,55.3,20.98,70.0,3343,3374,DROITE,0,LE PEN
59323,00323,Jenlain,2017,886,128,758,749,14.45,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,27.9,24.17,20.83,13.35,7.61,DROITE,CENTRE,DROITE,GAUCHE,DROITE,24.17,2.0,56.34,17.49,3.85,24472.0,59.95,6.17,7.0,1159,1185,DROITE,0,LE PEN
59324,00324,Jeumont,2017,6955,2477,4478,4368,35.61,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,34.55,25.92,14.95,10.35,6.59,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,14.95,1.9,48.83,34.32,31.38,15578.0,52.63,43.5,443.0,10342,10433,DROITE,0,LE PEN
59325,00325,Jolimetz,2017,731,111,620,602,15.18,LE PEN,FILLON,MACRON,MÉLENCHON,HAMON,27.57,21.59,20.27,12.79,6.81,DROITE,DROITE,CENTRE,GAUCHE,GAUCHE,20.27,2.66,55.15,21.93,10.59,23588.0,55.71,0.0,0.0,858,872,DROITE,0,LE PEN
59326,00326,Killem,2017,816,134,682,661,16.42,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,34.49,20.73,18.46,11.95,5.75,DROITE,DROITE,GAUCHE,CENTRE,DROITE,11.95,2.57,60.97,24.51,8.0,18977.0,47.81,0.0,0.0,1181,1202,DROITE,0,LE PEN
59327,00327,Lallaing,2017,4373,939,3434,3319,21.47,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,43.09,27.6,10.88,8.04,3.92,DROITE,GAUCHE,CENTRE,DROITE,DROITE,10.88,1.08,55.05,32.99,23.67,16879.0,55.72,30.34,187.0,6250,6286,DROITE,0,LE PEN
59328,00328,Lambersart,2017,20728,3889,16839,16549,18.76,MACRON,FILLON,MÉLENCHON,LE PEN,HAMON,30.43,27.25,17.11,11.15,7.2,CENTRE,DROITE,GAUCHE,DROITE,GAUCHE,30.43,1.47,42.44,25.66,11.77,25080.0,69.89,37.48,1035.0,27121,27563,CENTRE,1,MACRON
59329,00329,Lambres-lez-Douai,2017,3805,680,3125,3064,17.87,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,29.34,20.07,19.71,17.95,5.03,DROITE,CENTRE,GAUCHE,DROITE,DROITE,20.07,1.24,52.32,26.37,16.06,20642.0,55.82,32.8,169.0,4926,5011,DROITE,0,LE PEN
59330,00330,Landas,2017,1976,326,1650,1612,16.5,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,27.67,24.32,20.66,12.59,7.38,DROITE,DROITE,CENTRE,GAUCHE,DROITE,20.66,1.49,59.37,18.49,5.38,24021.0,60.95,10.82,26.0,2447,2488,DROITE,0,FILLON
59331,00331,Landrecies,2017,2593,600,1993,1933,23.14,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,36.16,21.16,15.36,13.55,5.85,DROITE,GAUCHE,DROITE,CENTRE,DROITE,13.55,1.81,57.37,27.26,27.4,16587.0,56.77,17.47,61.0,3435,3518,DROITE,0,LE PEN
59332,00332,Lannoy,2017,1241,425,816,798,34.25,LE PEN,MACRON,MÉLENCHON,FILLON,HAMON,25.94,23.06,22.18,16.04,5.14,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,23.06,1.5,46.99,28.45,15.49,17717.0,61.54,40.53,71.0,1800,1808,DROITE,0,LE PEN
59333,00333,Larouillies,2017,191,35,156,145,18.32,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,36.55,20.69,18.62,10.34,8.97,DROITE,DROITE,CENTRE,GAUCHE,DROITE,18.62,2.07,66.21,13.1,18.18,19678.0,51.36,0.0,0.0,248,258,DROITE,0,LE PEN
59334,00334,Lauwin-Planque,2017,1306,173,1133,1095,13.25,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,31.51,19.63,18.36,16.62,5.75,DROITE,GAUCHE,CENTRE,DROITE,DROITE,18.36,1.64,53.88,26.12,10.29,21890.0,52.64,32.65,56.0,1582,1604,DROITE,0,LE PEN
59335,00335,Lecelles,2017,2321,424,1897,1844,18.27,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,28.69,21.2,20.82,15.24,6.4,DROITE,CENTRE,DROITE,GAUCHE,DROITE,21.2,2.01,55.91,20.88,6.04,23588.0,60.43,7.17,20.0,3004,3065,DROITE,0,LE PEN
59336,00336,Lécluse,2017,1017,199,818,798,19.57,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,44.49,20.3,13.53,9.27,4.39,DROITE,GAUCHE,CENTRE,DROITE,DROITE,13.53,1.63,58.15,26.69,19.33,18526.0,49.81,19.72,27.0,1361,1376,DROITE,0,LE PEN
59337,00337,Lederzeele,2017,520,94,426,419,18.08,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,31.74,25.06,19.81,11.46,5.97,DROITE,DROITE,CENTRE,GAUCHE,DROITE,19.81,3.1,62.77,14.32,1.82,20251.0,53.87,0.0,0.0,692,712,DROITE,0,LE PEN
59338,00338,Ledringhem,2017,471,40,431,422,8.49,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,25.36,23.22,22.51,15.17,5.69,DROITE,CENTRE,DROITE,GAUCHE,DROITE,23.22,1.9,53.55,21.33,9.52,22848.0,52.83,0.0,0.0,629,648,DROITE,0,LE PEN
59339,00339,Leers,2017,8254,1799,6455,6277,21.8,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,27.05,22.37,19.55,17.43,5.37,DROITE,CENTRE,DROITE,GAUCHE,DROITE,22.37,1.77,51.97,23.9,10.98,22309.0,56.27,63.8,609.0,9588,9668,DROITE,0,LE PEN
59340,00340,Leffrinckoucke,2017,3585,645,2940,2858,17.99,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,27.19,20.92,20.29,16.13,5.81,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,20.29,2.34,48.43,28.94,20.27,21099.0,57.58,26.65,114.0,4124,4221,DROITE,0,LE PEN
59341,00341,Lesdain,2017,322,57,265,259,17.7,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,32.05,24.71,15.44,13.51,5.41,DROITE,CENTRE,DROITE,GAUCHE,DROITE,24.71,1.93,52.9,20.46,4.3,20305.0,56.65,0.0,0.0,442,448,DROITE,0,LE PEN
59342,00342,Lez-Fontaine,2017,160,18,142,139,11.25,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,33.09,25.9,13.67,13.67,5.04,DROITE,DROITE,CENTRE,GAUCHE,DROITE,13.67,2.16,64.03,20.14,9.52,22106.0,53.18,0.0,0.0,227,233,DROITE,0,FILLON
59343,00343,Lesquin,2017,5547,850,4697,4595,15.32,MACRON,LE PEN,FILLON,MÉLENCHON,DUPONT-AIGNAN,24.64,24.53,19.37,17.11,6.33,CENTRE,DROITE,DROITE,GAUCHE,DROITE,24.64,1.09,50.23,24.05,9.36,23044.0,60.19,80.01,633.0,9241,9328,CENTRE,1,MACRON
59344,00344,Leval,2017,1839,449,1390,1350,24.42,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,38.89,28.96,13.85,6.59,4.22,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,13.85,1.48,49.48,35.19,20.16,17558.0,46.24,12.98,32.0,2491,2503,DROITE,0,LE PEN
59345,00345,Lewarde,2017,1877,363,1514,1463,19.34,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,35.41,26.04,15.17,11.48,4.99,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.17,1.5,51.88,31.44,21.47,18598.0,52.28,16.1,39.0,2403,2428,DROITE,0,LE PEN
59346,00346,Lezennes,2017,2572,471,2101,2040,18.31,MÉLENCHON,MACRON,LE PEN,FILLON,HAMON,25.05,22.5,20.78,12.25,12.01,GAUCHE,CENTRE,DROITE,DROITE,GAUCHE,22.5,1.18,37.6,38.73,7.85,23664.0,63.36,89.72,282.0,3019,3038,GAUCHE,1,MÉLENCHON
59347,00347,Liessies,2017,385,63,322,314,16.36,LE PEN,MACRON,MÉLENCHON,FILLON,HAMON,29.3,22.93,19.11,14.01,6.37,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,22.93,3.5,46.18,27.39,15.69,20389.0,54.92,0.0,0.0,531,547,DROITE,0,LE PEN
59348,00348,Lieu-Saint-Amand,2017,1074,181,893,873,16.85,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,42.61,22.34,13.75,9.05,5.15,DROITE,GAUCHE,CENTRE,DROITE,DROITE,13.75,1.6,56.82,27.84,14.41,20811.0,51.84,7.55,10.0,1461,1476,DROITE,0,LE PEN
59349,00349,Ligny-en-Cambrésis,2017,1364,266,1098,1064,19.5,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,42.67,15.6,14.38,14.1,5.26,DROITE,CENTRE,GAUCHE,DROITE,DROITE,15.6,2.26,62.03,20.11,18.62,18542.0,51.52,9.48,18.0,1901,1921,DROITE,0,LE PEN
59350,00350,Lille,2017,123435,31424,92011,90237,25.46,MÉLENCHON,MACRON,FILLON,LE PEN,HAMON,29.92,25.02,14.41,13.83,10.91,GAUCHE,CENTRE,DROITE,DROITE,GAUCHE,25.02,1.69,30.86,42.43,19.78,18424.0,71.93,132.99,30912.0,236710,238542,GAUCHE,1,MÉLENCHON
59351,00351,Limont-Fontaine,2017,485,113,372,361,23.3,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,36.57,26.04,11.91,11.08,8.86,DROITE,DROITE,CENTRE,GAUCHE,DROITE,11.91,1.39,71.47,15.24,13.26,19502.0,48.68,0.0,0.0,539,546,DROITE,0,LE PEN
59352,00352,Linselles,2017,6552,1234,5318,5205,18.83,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,27.24,24.67,22.04,12.76,6.46,DROITE,DROITE,CENTRE,GAUCHE,DROITE,22.04,1.63,58.37,17.96,10.3,22802.0,60.52,25.97,217.0,8192,8282,DROITE,0,FILLON
59353,00353,Locquignol,2017,267,44,223,219,16.48,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,36.99,16.44,15.07,15.07,8.68,DROITE,DROITE,CENTRE,GAUCHE,DROITE,15.07,2.28,62.1,20.55,17.07,20665.0,47.81,0.0,0.0,299,305,DROITE,0,LE PEN
59354,00354,Loffre,2017,583,76,507,495,13.04,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,28.48,24.85,20.4,13.33,7.07,DROITE,CENTRE,GAUCHE,DROITE,DROITE,24.85,1.41,48.89,24.85,11.55,25217.0,53.37,0.0,0.0,714,727,DROITE,0,LE PEN
59356,00356,Lompret,2017,1851,210,1641,1614,11.35,FILLON,MACRON,MÉLENCHON,LE PEN,DUPONT-AIGNAN,39.9,27.45,11.28,10.84,4.96,DROITE,CENTRE,GAUCHE,DROITE,DROITE,27.45,0.81,55.7,16.05,7.47,31042.0,70.34,17.82,41.0,2182,2227,DROITE,0,FILLON
59357,00357,La Longueville,2017,1517,324,1193,1165,21.36,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,34.85,18.28,16.48,15.97,6.95,DROITE,DROITE,CENTRE,GAUCHE,DROITE,16.48,1.63,60.09,21.8,12.71,20765.0,54.0,15.59,33.0,2065,2092,DROITE,0,LE PEN
59358,00358,Looberghe,2017,957,163,794,770,17.03,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,36.1,16.75,16.49,13.38,9.09,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.49,2.34,58.57,22.6,8.82,20366.0,50.23,0.0,0.0,1206,1219,DROITE,0,LE PEN
59359,00359,Loon-Plage,2017,4795,845,3950,3828,17.62,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,42.5,18.0,14.0,10.66,6.03,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.0,1.36,59.2,25.44,14.61,19096.0,52.96,34.31,213.0,6039,6108,DROITE,0,LE PEN
59360,00360,Loos,2017,13104,3640,9464,9245,27.78,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,26.92,26.9,19.91,10.33,7.83,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,19.91,1.62,41.54,36.93,18.45,17863.0,59.13,50.46,1114.0,23013,23271,DROITE,0,LE PEN
59361,00361,Lourches,2017,2247,652,1595,1569,29.02,LE PEN,MÉLENCHON,MACRON,HAMON,FILLON,42.7,27.28,10.71,7.07,5.1,DROITE,GAUCHE,CENTRE,GAUCHE,DROITE,10.71,1.85,50.8,36.65,39.29,13708.0,53.46,58.09,229.0,3814,3837,DROITE,0,LE PEN
59363,00363,Louvignies-Quesnoy,2017,728,123,605,588,16.9,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,26.36,22.96,20.75,18.37,4.93,DROITE,GAUCHE,CENTRE,DROITE,DROITE,20.75,0.68,49.66,28.91,12.99,21205.0,56.65,0.0,0.0,912,929,DROITE,0,LE PEN
59364,00364,Louvil,2017,670,81,589,579,12.09,MACRON,FILLON,MÉLENCHON,LE PEN,HAMON,35.23,28.32,15.03,10.88,4.49,CENTRE,DROITE,GAUCHE,DROITE,GAUCHE,35.23,1.04,43.01,20.73,5.46,29563.0,68.4,0.0,0.0,895,907,CENTRE,1,MACRON
59365,00365,Louvroil,2017,3771,1162,2609,2557,30.81,MÉLENCHON,LE PEN,MACRON,FILLON,HAMON,34.77,34.45,13.06,7.74,4.81,GAUCHE,DROITE,CENTRE,DROITE,GAUCHE,13.06,1.37,44.35,41.22,37.08,13650.0,52.7,55.81,366.0,6357,6397,GAUCHE,1,MÉLENCHON
59366,00366,Lynde,2017,599,83,516,505,13.86,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,29.9,23.17,19.6,15.45,5.94,DROITE,CENTRE,GAUCHE,DROITE,DROITE,23.17,0.99,51.29,24.55,1.27,22205.0,53.02,0.0,0.0,778,793,DROITE,0,LE PEN
59367,00367,Lys-lez-Lannoy,2017,9085,1708,7377,7161,18.8,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,26.07,20.93,20.74,16.18,6.56,DROITE,GAUCHE,CENTRE,DROITE,DROITE,20.74,1.59,48.82,28.85,14.3,20048.0,56.39,46.33,618.0,13793,13929,DROITE,0,LE PEN
59368,00368,La Madeleine,2017,15859,3924,11935,11683,24.74,MACRON,FILLON,MÉLENCHON,LE PEN,HAMON,28.96,23.3,20.41,13.8,7.5,CENTRE,DROITE,GAUCHE,DROITE,GAUCHE,28.96,1.41,40.41,29.22,13.09,22479.0,72.87,53.31,1133.0,22488,22665,CENTRE,1,MACRON
59369,00369,Maing,2017,3022,689,2333,2286,22.8,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,29.62,20.82,18.94,18.46,5.29,DROITE,GAUCHE,CENTRE,DROITE,DROITE,18.94,1.27,53.37,26.42,15.34,20629.0,56.5,16.94,69.0,4004,4054,DROITE,0,LE PEN
59370,00370,Mairieux,2017,573,111,462,448,19.37,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,31.03,27.46,16.52,12.72,6.25,DROITE,DROITE,CENTRE,GAUCHE,DROITE,16.52,0.67,64.73,18.08,17.2,23563.0,56.96,0.0,0.0,699,710,DROITE,0,LE PEN
59371,00371,Le Maisnil,2017,524,61,463,457,11.64,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,37.42,25.38,16.19,9.63,4.81,DROITE,CENTRE,DROITE,GAUCHE,DROITE,25.38,1.09,58.42,15.1,4.69,29352.0,67.84,0.0,0.0,628,643,DROITE,0,FILLON
59372,00372,Malincourt,2017,416,90,326,320,21.63,LE PEN,FILLON,MACRON,DUPONT-AIGNAN,MÉLENCHON,34.38,28.13,12.81,9.38,7.81,DROITE,DROITE,CENTRE,DROITE,GAUCHE,12.81,0.94,71.88,14.37,15.38,19590.0,51.19,0.0,0.0,476,482,DROITE,0,LE PEN
59374,00374,Marbaix,2017,371,48,323,313,12.94,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,37.38,18.21,17.57,11.5,9.58,DROITE,DROITE,GAUCHE,CENTRE,DROITE,11.5,2.24,65.18,21.09,15.2,20549.0,56.38,0.0,0.0,469,473,DROITE,0,LE PEN
59375,00375,Marchiennes,2017,3597,658,2939,2871,18.29,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,31.91,20.52,19.71,14.35,5.82,DROITE,GAUCHE,CENTRE,DROITE,DROITE,19.71,1.25,52.07,26.96,12.38,21159.0,57.96,32.44,149.0,4539,4600,DROITE,0,LE PEN
59377,00377,Marcoing,2017,1490,276,1214,1190,18.52,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,34.45,19.58,15.8,15.04,7.39,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.8,1.6,56.89,25.71,14.37,20194.0,49.33,6.91,13.0,1888,1914,DROITE,0,LE PEN
59378,00378,Marcq-en-Baroeul,2017,29008,5452,23556,23176,18.79,FILLON,MACRON,MÉLENCHON,LE PEN,HAMON,36.78,27.02,13.79,10.94,5.4,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,27.02,1.37,51.46,20.15,12.1,26110.0,72.16,57.03,2213.0,39356,40044,DROITE,0,FILLON
59379,00379,Marcq-en-Ostrevent,2017,514,88,426,417,17.12,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,44.84,19.18,10.79,10.31,7.91,DROITE,GAUCHE,DROITE,CENTRE,DROITE,10.31,0.96,63.55,25.18,10.14,20737.0,51.63,0.0,0.0,762,765,DROITE,0,LE PEN
59381,00381,Maresches,2017,702,149,553,542,21.23,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,31.18,21.4,18.08,17.34,6.46,DROITE,DROITE,GAUCHE,CENTRE,DROITE,17.34,1.29,59.04,22.32,10.68,22237.0,56.7,7.25,6.0,808,828,DROITE,0,LE PEN
59382,00382,Maretz,2017,941,150,791,769,15.94,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,45.38,16.91,12.87,11.96,5.59,DROITE,GAUCHE,DROITE,CENTRE,DROITE,11.96,2.08,63.85,22.11,25.19,16359.0,54.46,4.79,7.0,1417,1430,DROITE,0,LE PEN
59383,00383,Marly,2017,8593,2184,6409,6235,25.42,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,29.45,25.15,19.1,13.01,5.08,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,19.1,1.67,47.22,32.01,21.13,17851.0,56.02,46.8,538.0,12024,12146,DROITE,0,LE PEN
59384,00384,Maroilles,2017,1179,305,874,844,25.87,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,36.85,19.31,14.81,14.69,6.87,DROITE,DROITE,GAUCHE,CENTRE,DROITE,14.69,1.54,63.03,20.73,15.37,18735.0,56.71,5.03,7.0,1441,1463,DROITE,0,LE PEN
59385,00385,Marpent,2017,1676,428,1248,1220,25.54,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,42.05,20.49,14.75,10.66,5.33,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.75,1.39,58.03,25.82,24.31,17457.0,49.88,22.12,61.0,2654,2676,DROITE,0,LE PEN
59386,00386,Marquette-lez-Lille,2017,7537,1594,5943,5796,21.15,MACRON,LE PEN,MÉLENCHON,FILLON,HAMON,25.76,24.38,18.75,16.68,5.59,CENTRE,DROITE,GAUCHE,DROITE,GAUCHE,25.76,1.71,46.58,25.95,13.87,22099.0,62.26,42.5,443.0,11213,11277,CENTRE,1,MACRON
59387,00387,Marquette-en-Ostrevant,2017,1203,221,982,947,18.37,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,41.61,21.22,14.04,11.51,4.12,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,14.04,1.27,56.81,27.88,12.05,18757.0,54.08,6.45,12.0,1931,1943,DROITE,0,LE PEN
59388,00388,Marquillies,2017,1577,259,1318,1279,16.42,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,24.47,22.36,20.64,17.2,6.33,DROITE,DROITE,CENTRE,GAUCHE,DROITE,20.64,1.33,53.17,24.86,9.95,23975.0,61.34,5.54,11.0,1982,2005,DROITE,0,LE PEN
59389,00389,Masnières,2017,1880,344,1536,1493,18.3,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,36.77,24.92,16.08,10.52,4.82,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.08,1.14,52.11,30.68,16.74,18409.0,50.7,12.2,33.0,2772,2801,DROITE,0,LE PEN
59390,00390,Masny,2017,2767,639,2128,2059,23.09,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,36.33,29.24,14.38,8.69,3.98,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,14.38,2.09,48.52,35.02,29.07,16362.0,52.34,23.23,96.0,4056,4083,DROITE,0,LE PEN
59391,00391,Mastaing,2017,679,94,585,572,13.84,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,38.99,17.48,15.73,15.21,5.24,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.73,1.75,59.44,23.08,13.92,21217.0,49.93,0.0,0.0,889,894,DROITE,0,LE PEN
