code_commune,commune,candidat,nb_votes,2017_votes,2017_target,2022_votes,2022_target,inscrits,abstentions,votants,exprimes,pct_abstention,pct_CENTRE,pct_DROITE,pct_GAUCHE,pct_DIVERS,taux_chomage,revenu_median,taux_faible_diplome,taux_delinquance,nb_faits_total,population_municipale,population_totale,Tg
1,Abancourt,LE PEN,94,30.23,1,29.64,1,358,42,316,311,11.73,18.33,58.2,20.26,3.22,9.09,22772.0,53.61,0.0,0.0,461,474,1
1,Abancourt,FILLON,67,21.54,0,27.69,0,358,42,316,311,11.73,18.33,58.2,20.26,3.22,9.09,22772.0,53.61,0.0,0.0,461,474,0
2,Abscon,LE PEN,931,42.55,1,49.04,1,2805,557,2248,2188,19.86,14.95,55.58,28.47,1.01,20.42,17482.0,51.2,41.22,183.0,4440,4475,1
2,Abscon,MÉLENCHON,495,22.62,0,18.0,0,2805,557,2248,2188,19.86,14.95,55.58,28.47,1.01,20.42,17482.0,51.2,41.22,183.0,4440,4475,0
3,Aibes,LE PEN,88,43.14,1,41.0,1,249,40,209,204,16.06,12.75,66.18,19.12,1.96,3.23,17514.0,43.98,0.0,0.0,374,380,1
3,Aibes,MÉLENCHON,31,15.2,0,19.0,0,249,40,209,204,16.06,12.75,66.18,19.12,1.96,3.23,17514.0,43.98,0.0,0.0,374,380,0
4,Aix,FILLON,246,31.1,1,37.8,1,877,74,803,791,8.44,22.38,59.17,17.19,1.26,3.85,25532.0,58.73,0.0,0.0,1185,1199,1
4,Aix,LE PEN,177,22.38,0,24.91,0,877,74,803,791,8.44,22.38,59.17,17.19,1.26,3.85,25532.0,58.73,0.0,0.0,1185,1199,0
5,Allennes-les-Marais,LE PEN,599,26.63,1,29.43,1,2744,435,2309,2249,15.85,22.01,48.91,27.7,1.38,9.38,22985.0,58.76,14.15,49.0,3462,3508,1
5,Allennes-les-Marais,MACRON,495,22.01,0,28.45,0,2744,435,2309,2249,15.85,22.01,48.91,27.7,1.38,9.38,22985.0,58.76,14.15,49.0,3462,3508,0
6,Amfroipret,LE PEN,44,30.14,1,39.42,1,175,23,152,146,13.14,17.12,63.01,19.86,0.0,10.52,24860.0,55.44,0.0,0.0,228,236,1
6,Amfroipret,FILLON,34,23.29,0,27.01,0,175,23,152,146,13.14,17.12,63.01,19.86,0.0,10.52,24860.0,55.44,0.0,0.0,228,236,0
7,Anhiers,LE PEN,228,43.1,1,46.51,1,626,87,539,529,13.9,15.12,54.25,28.73,1.89,13.51,19649.0,48.73,0.0,0.0,904,917,1
7,Anhiers,MÉLENCHON,136,25.71,0,16.77,0,626,87,539,529,13.9,15.12,54.25,28.73,1.89,13.51,19649.0,48.73,0.0,0.0,904,917,0
8,Aniche,LE PEN,1930,41.42,1,44.63,1,6791,2029,4762,4660,29.88,12.51,52.3,33.95,1.24,23.83,15799.0,50.3,42.32,436.0,10303,10417,1
8,Aniche,MÉLENCHON,1260,27.04,0,20.82,0,6791,2029,4762,4660,29.88,12.51,52.3,33.95,1.24,23.83,15799.0,50.3,42.32,436.0,10303,10417,0
9,Villeneuve-d'Ascq,MÉLENCHON,8386,27.82,1,34.2,1,39182,8412,30770,30143,21.47,25.93,34.68,37.61,1.77,18.06,19900.0,66.78,85.52,5333.0,62358,63085,1
9,Villeneuve-d'Ascq,MACRON,7816,25.93,0,29.46,0,39182,8412,30770,30143,21.47,25.93,34.68,37.61,1.77,18.06,19900.0,66.78,85.52,5333.0,62358,63085,0
10,Anneux,LE PEN,59,35.76,1,40.54,1,197,24,173,165,12.18,20.0,55.76,23.64,0.61,13.99,20865.0,57.71,0.0,0.0,279,283,1
10,Anneux,MACRON,33,20.0,0,33.11,0,197,24,173,165,12.18,20.0,55.76,23.64,0.61,13.99,20865.0,57.71,0.0,0.0,279,283,0
11,Annoeullin,LE PEN,1829,32.67,1,32.36,1,7410,1592,5818,5599,21.48,21.18,51.49,25.92,1.41,12.73,21040.0,58.73,36.42,382.0,10490,10597,1
11,Annoeullin,MACRON,1186,21.18,0,29.06,0,7410,1592,5818,5599,21.48,21.18,51.49,25.92,1.41,12.73,21040.0,58.73,36.42,382.0,10490,10597,0
12,Anor,LE PEN,606,37.38,1,42.77,1,2294,624,1670,1621,27.2,17.21,52.81,28.56,1.42,22.35,17072.0,53.37,22.34,73.0,3267,3318,1
12,Anor,MÉLENCHON,333,20.54,0,19.14,0,2294,624,1670,1621,27.2,17.21,52.81,28.56,1.42,22.35,17072.0,53.37,22.34,73.0,3267,3318,0
13,Anstaing,MACRON,225,24.32,1,34.81,1,1113,163,950,925,14.65,24.32,41.95,32.43,1.3,4.29,24253.0,64.01,13.27,19.0,1432,1446,1
13,Anstaing,MÉLENCHON,220,23.78,0,20.45,0,1113,163,950,925,14.65,24.32,41.95,32.43,1.3,4.29,24253.0,64.01,13.27,19.0,1432,1446,0
14,Anzin,LE PEN,2290,39.55,1,40.11,1,8649,2722,5927,5790,31.47,15.28,50.76,32.61,1.35,28.56,14963.0,55.82,59.06,793.0,13426,13586,1
14,Anzin,MÉLENCHON,1434,24.77,0,22.94,0,8649,2722,5927,5790,31.47,15.28,50.76,32.61,1.35,28.56,14963.0,55.82,59.06,793.0,13426,13586,0
15,Arleux,LE PEN,813,44.23,1,44.59,1,2291,406,1885,1838,17.72,13.71,62.95,22.03,1.31,15.62,19845.0,55.13,20.77,65.0,3130,3158,1
15,Arleux,MÉLENCHON,317,17.25,0,20.48,0,2291,406,1885,1838,17.72,13.71,62.95,22.03,1.31,15.62,19845.0,55.13,20.77,65.0,3130,3158,0
16,Armbouts-Cappel,LE PEN,541,34.46,1,36.49,1,1854,237,1617,1570,12.78,19.62,54.52,24.78,1.08,8.09,22284.0,53.1,6.53,15.0,2296,2344,1
16,Armbouts-Cappel,MACRON,308,19.62,0,27.3,0,1854,237,1617,1570,12.78,19.62,54.52,24.78,1.08,8.09,22284.0,53.1,6.53,15.0,2296,2344,0
17,Armentières,LE PEN,3442,29.03,1,28.87,1,17127,4966,12161,11857,29.0,19.1,44.75,34.47,1.68,19.85,17264.0,59.94,64.44,1612.0,25015,25373,1
17,Armentières,MÉLENCHON,2877,24.26,0,25.39,0,17127,4966,12161,11857,29.0,19.1,44.75,34.47,1.68,19.85,17264.0,59.94,64.44,1612.0,25015,25373,0
18,Arnèke,LE PEN,267,27.13,1,33.48,1,1167,161,1006,984,13.8,19.51,56.2,22.56,1.73,11.26,19539.0,61.51,3.66,6.0,1641,1679,1
18,Arnèke,FILLON,223,22.66,0,28.05,0,1167,161,1006,984,13.8,19.51,56.2,22.56,1.73,11.26,19539.0,61.51,3.66,6.0,1641,1679,0
19,Artres,LE PEN,186,30.44,1,31.18,1,741,118,623,611,15.92,22.91,53.03,21.77,2.29,14.05,22752.0,59.32,0.0,0.0,1053,1065,1
19,Artres,MACRON,140,22.91,0,29.62,0,741,118,623,611,15.92,22.91,53.03,21.77,2.29,14.05,22752.0,59.32,0.0,0.0,1053,1065,0
21,Assevent,LE PEN,441,42.2,1,41.87,1,1302,223,1079,1045,17.13,18.66,57.13,22.97,1.24,16.77,19471.0,51.24,7.08,13.0,1837,1857,1
21,Assevent,MACRON,195,18.66,0,21.47,0,1302,223,1079,1045,17.13,18.66,57.13,22.97,1.24,16.77,19471.0,51.24,7.08,13.0,1837,1857,0
22,Attiches,LE PEN,441,28.62,1,32.85,1,1862,292,1570,1541,15.68,21.8,53.54,22.71,1.95,9.65,24071.0,59.21,9.7,22.0,2268,2300,1
22,Attiches,MACRON,336,21.8,0,26.26,0,1862,292,1570,1541,15.68,21.8,53.54,22.71,1.95,9.65,24071.0,59.21,9.7,22.0,2268,2300,0
23,Aubencheul-au-Bac,LE PEN,125,36.66,1,39.4,1,421,64,357,341,15.2,13.78,63.93,20.53,1.76,13.71,21629.0,52.76,0.0,0.0,530,535,1
23,Aubencheul-au-Bac,FILLON,57,16.72,0,23.28,0,421,64,357,341,15.2,13.78,63.93,20.53,1.76,13.71,21629.0,52.76,0.0,0.0,530,535,0
