code_commune,commune,candidat,nb_votes,2017_votes,2017_target,2022_votes,2022_target,inscrits,abstentions,votants,exprimes,pct_abstention,pct_CENTRE,pct_DROITE,pct_GAUCHE,pct_DIVERS,taux_chomage,revenu_median,taux_faible_diplome,taux_delinquance,nb_faits_total,population_municipale,population_totale,Tg
572,Solre-le-Château,MACRON,198,19.34,0,28.98,0,1368,318,1050,1024,23.25,19.34,54.69,24.61,1.37,18.91,18719.0,57.08,24.02,44.0,1832,1857,0
573,Solrinnes,LE PEN,32,42.67,1,42.65,1,97,18,79,75,18.56,10.67,70.67,14.67,4.0,30.77,20161.0,46.53,0.0,0.0,136,136,1
573,Solrinnes,FILLON,19,25.33,0,22.06,0,97,18,79,75,18.56,10.67,70.67,14.67,4.0,30.77,20161.0,46.53,0.0,0.0,136,136,0
574,Somain,LE PEN,2434,38.29,1,41.39,1,8777,2251,6526,6357,25.65,12.74,50.39,35.39,1.48,22.74,17000.0,52.38,51.89,648.0,12488,12570,1
574,Somain,MÉLENCHON,1816,28.57,0,20.63,0,8777,2251,6526,6357,25.65,12.74,50.39,35.39,1.48,22.74,17000.0,52.38,51.89,648.0,12488,12570,0
575,Sommaing,LE PEN,85,30.14,1,32.39,1,327,39,288,282,11.93,25.53,54.26,17.73,2.48,6.98,23706.0,60.81,0.0,0.0,421,426,1
575,Sommaing,MACRON,72,25.53,0,26.06,0,327,39,288,282,11.93,25.53,54.26,17.73,2.48,6.98,23706.0,60.81,0.0,0.0,421,426,0
576,Spycker,LE PEN,443,38.12,1,42.42,1,1387,182,1205,1162,13.12,16.87,56.54,25.65,0.95,7.14,22558.0,52.14,0.0,0.0,1807,1834,1
576,Spycker,MÉLENCHON,230,19.79,0,23.9,0,1387,182,1205,1162,13.12,16.87,56.54,25.65,0.95,7.14,22558.0,52.14,0.0,0.0,1807,1834,0
577,Staple,LE PEN,126,29.93,1,32.29,1,503,72,431,421,14.31,20.19,60.81,16.86,2.14,6.85,19853.0,55.0,0.0,0.0,665,670,1
577,Staple,FILLON,104,24.7,0,32.29,0,503,72,431,421,14.31,20.19,60.81,16.86,2.14,6.85,19853.0,55.0,0.0,0.0,665,670,0
578,Steenbecque,LE PEN,290,26.63,1,31.49,1,1303,186,1117,1089,14.27,22.31,52.71,23.88,1.1,9.09,20635.0,55.39,0.0,0.0,1707,1738,1
578,Steenbecque,MACRON,243,22.31,0,30.22,0,1303,186,1117,1089,14.27,22.31,52.71,23.88,1.1,9.09,20635.0,55.39,0.0,0.0,1707,1738,0
579,Steene,LE PEN,303,34.75,1,41.69,1,1054,151,903,872,14.33,18.35,58.37,20.76,2.52,7.52,21812.0,51.5,0.0,0.0,1335,1359,1
579,Steene,MACRON,160,18.35,0,27.63,0,1054,151,903,872,14.33,18.35,58.37,20.76,2.52,7.52,21812.0,51.5,0.0,0.0,1335,1359,0
580,Steenvoorde,LE PEN,780,29.12,1,30.88,1,3236,481,2755,2679,14.86,19.15,58.87,20.34,1.64,9.93,20916.0,59.19,16.34,71.0,4344,4428,1
580,Steenvoorde,FILLON,643,24.0,0,29.6,0,3236,481,2755,2679,14.86,19.15,58.87,20.34,1.64,9.93,20916.0,59.19,16.34,71.0,4344,4428,0
581,Steenwerck,LE PEN,637,28.71,1,29.82,1,2739,452,2287,2219,16.5,19.11,56.02,22.85,2.03,10.42,21998.0,55.68,18.21,66.0,3624,3676,1
581,Steenwerck,FILLON,454,20.46,0,27.32,0,2739,452,2287,2219,16.5,19.11,56.02,22.85,2.03,10.42,21998.0,55.68,18.21,66.0,3624,3676,0
582,Strazeele,LE PEN,164,30.83,1,33.06,1,655,109,546,532,16.64,20.11,55.45,23.31,1.13,8.6,22437.0,53.88,8.41,8.0,951,974,1
582,Strazeele,MACRON,107,20.11,0,28.8,0,655,109,546,532,16.64,20.11,55.45,23.31,1.13,8.6,22437.0,53.88,8.41,8.0,951,974,0
583,Taisnières-en-Thiérache,LE PEN,129,42.16,1,44.61,1,405,92,313,306,22.72,16.01,62.42,18.63,2.94,12.9,19683.0,52.46,0.0,0.0,464,467,1
583,Taisnières-en-Thiérache,MACRON,49,16.01,0,15.61,0,405,92,313,306,22.72,16.01,62.42,18.63,2.94,12.9,19683.0,52.46,0.0,0.0,464,467,0
584,Taisnières-sur-Hon,LE PEN,171,37.58,1,35.25,1,588,126,462,455,21.43,10.99,72.09,14.95,1.98,2.19,23728.0,56.22,6.13,6.0,978,986,1
584,Taisnières-sur-Hon,FILLON,142,31.21,0,28.78,0,588,126,462,455,21.43,10.99,72.09,14.95,1.98,2.19,23728.0,56.22,6.13,6.0,978,986,0
585,Templemars,MACRON,564,26.63,1,31.16,1,2677,506,2171,2118,18.9,26.63,46.03,25.5,1.84,8.16,24681.0,63.08,47.08,158.0,3356,3382,1
585,Templemars,LE PEN,519,24.5,0,25.16,0,2677,506,2171,2118,18.9,26.63,46.03,25.5,1.84,8.16,24681.0,63.08,47.08,158.0,3356,3382,0
586,Templeuve-en-Pévèle,MACRON,1011,25.19,1,35.03,1,4977,856,4121,4014,17.2,25.19,50.1,23.49,1.22,8.53,24117.0,61.38,28.84,171.0,5930,5996,1
586,Templeuve-en-Pévèle,LE PEN,904,22.52,0,22.45,0,4977,856,4121,4014,17.2,25.19,50.1,23.49,1.22,8.53,24117.0,61.38,28.84,171.0,5930,5996,0
587,Terdeghem,FILLON,103,26.82,1,32.75,1,463,70,393,384,15.12,20.83,58.59,17.97,2.6,14.58,22303.0,59.28,0.0,0.0,548,562,1
587,Terdeghem,LE PEN,98,25.52,0,26.61,0,463,70,393,384,15.12,20.83,58.59,17.97,2.6,14.58,22303.0,59.28,0.0,0.0,548,562,0
588,Téteghem-Coudekerque-Village,LE PEN,1357,24.54,1,34.54,1,6830,1180,5650,5529,17.28,22.81,54.95,20.67,1.57,13.66,24112.0,56.91,22.93,186.0,8113,8360,1
588,Téteghem-Coudekerque-Village,FILLON,1335,24.15,0,28.25,0,6830,1180,5650,5529,17.28,22.81,54.95,20.67,1.57,13.66,24112.0,56.91,22.93,186.0,8113,8360,0
589,Thiant,LE PEN,639,40.91,1,42.32,1,2017,415,1602,1562,20.58,16.52,55.76,25.93,1.79,17.12,19279.0,49.68,13.04,37.0,2837,2860,1
589,Thiant,MÉLENCHON,320,20.49,0,18.55,0,2017,415,1602,1562,20.58,16.52,55.76,25.93,1.79,17.12,19279.0,49.68,13.04,37.0,2837,2860,0
590,Thiennes,LE PEN,197,34.32,1,38.26,1,668,84,584,574,12.57,12.89,57.67,25.78,3.66,14.29,18925.0,48.75,0.0,0.0,910,925,1
590,Thiennes,MÉLENCHON,103,17.94,0,19.53,0,668,84,584,574,12.57,12.89,57.67,25.78,3.66,14.29,18925.0,48.75,0.0,0.0,910,925,0
591,Thivencelle,LE PEN,225,48.81,1,51.76,1,620,144,476,461,23.23,13.23,65.08,19.74,1.95,33.75,16662.0,46.42,29.34,25.0,852,854,1
591,Thivencelle,MÉLENCHON,62,13.45,0,15.69,0,620,144,476,461,23.23,13.23,65.08,19.74,1.95,33.75,16662.0,46.42,29.34,25.0,852,854,0
592,Thumeries,LE PEN,831,34.28,1,33.09,1,3055,566,2489,2424,18.53,21.86,55.4,21.12,1.61,7.75,22508.0,59.57,21.71,85.0,3915,3945,1
592,Thumeries,MACRON,530,21.86,0,28.52,0,3055,566,2489,2424,18.53,21.86,55.4,21.12,1.61,7.75,22508.0,59.57,21.71,85.0,3915,3945,0
593,Thun-l'Evêque,LE PEN,173,38.44,1,38.02,1,553,93,460,450,16.82,16.67,62.44,19.56,1.33,7.04,21784.0,51.11,0.0,0.0,750,761,1
593,Thun-l'Evêque,MACRON,75,16.67,0,28.35,0,553,93,460,450,16.82,16.67,62.44,19.56,1.33,7.04,21784.0,51.11,0.0,0.0,750,761,0
594,Thun-Saint-Amand,LE PEN,200,31.75,1,30.45,1,798,149,649,630,18.67,15.56,54.92,28.41,1.11,19.19,20145.0,56.33,11.49,13.0,1131,1143,1
594,Thun-Saint-Amand,MÉLENCHON,135,21.43,0,21.45,0,798,149,649,630,18.67,15.56,54.92,28.41,1.11,19.19,20145.0,56.33,11.49,13.0,1131,1143,0
595,Thun-Saint-Martin,LE PEN,103,31.6,1,38.23,1,381,46,335,326,12.07,20.55,58.9,18.71,1.84,11.36,22806.0,58.53,0.0,0.0,521,525,1
595,Thun-Saint-Martin,MACRON,67,20.55,0,29.05,0,381,46,335,326,12.07,20.55,58.9,18.71,1.84,11.36,22806.0,58.53,0.0,0.0,521,525,0
596,Tilloy-lez-Marchiennes,MACRON,91,25.21,1,31.5,1,434,62,372,361,14.29,25.21,54.02,19.11,1.66,10.17,26000.0,62.99,0.0,0.0,527,544,1
596,Tilloy-lez-Marchiennes,LE PEN,84,23.27,0,25.5,0,434,62,372,361,14.29,25.21,54.02,19.11,1.66,10.17,26000.0,62.99,0.0,0.0,527,544,0
597,Tilloy-lez-Cambrai,LE PEN,106,25.54,1,36.0,1,479,49,430,415,10.23,22.41,57.35,19.52,0.72,11.86,24400.0,58.01,0.0,0.0,569,591,1
597,Tilloy-lez-Cambrai,FILLON,101,24.34,0,28.44,0,479,49,430,415,10.23,22.41,57.35,19.52,0.72,11.86,24400.0,58.01,0.0,0.0,569,591,0
598,Toufflers,LE PEN,770,28.77,1,32.08,1,3343,606,2737,2676,18.13,22.5,53.89,22.05,1.57,11.99,22918.0,57.39,45.88,180.0,3923,3944,1
598,Toufflers,MACRON,602,22.5,0,26.93,0,3343,606,2737,2676,18.13,22.5,53.89,22.05,1.57,11.99,22918.0,57.39,45.88,180.0,3923,3944,0
599,Tourcoing,MÉLENCHON,11369,27.95,1,36.82,1,63076,21372,41704,40676,33.88,19.4,41.88,36.56,2.15,23.84,16548.0,58.46,58.14,5667.0,97476,98170,1
599,Tourcoing,LE PEN,10202,25.08,0,25.25,0,63076,21372,41704,40676,33.88,19.4,41.88,36.56,2.15,23.84,16548.0,58.46,58.14,5667.0,97476,98170,0
600,Tourmignies,MACRON,166,28.77,1,35.93,1,630,42,588,577,6.67,28.77,52.17,17.5,1.56,5.44,27263.0,62.07,0.0,0.0,891,907,1
600,Tourmignies,FILLON,166,28.77,0,22.48,0,630,42,588,577,6.67,28.77,52.17,17.5,1.56,5.44,27263.0,62.07,0.0,0.0,891,907,0
601,Trélon,LE PEN,581,43.55,1,47.65,1,1909,533,1376,1334,27.92,15.14,59.52,23.01,2.32,16.89,16825.0,56.62,13.72,40.0,2915,2988,1
601,Trélon,MÉLENCHON,240,17.99,0,22.96,0,1909,533,1376,1334,27.92,15.14,59.52,23.01,2.32,16.89,16825.0,56.62,13.72,40.0,2915,2988,0
602,Tressin,FILLON,274,29.72,1,40.4,1,1117,174,943,922,15.58,28.42,48.16,21.69,1.74,6.77,26512.0,62.26,20.61,29.0,1407,1440,1
602,Tressin,MACRON,262,28.42,0,15.52,0,1117,174,943,922,15.58,28.42,48.16,21.69,1.74,6.77,26512.0,62.26,20.61,29.0,1407,1440,0
603,Trith-Saint-Léger,LE PEN,1535,41.84,1,42.55,1,4947,1202,3745,3669,24.3,12.7,52.0,33.88,1.42,19.86,17525.0,49.73,33.38,209.0,6261,6351,1
603,Trith-Saint-Léger,MÉLENCHON,1013,27.61,0,20.46,0,4947,1202,3745,3669,24.3,12.7,52.0,33.88,1.42,19.86,17525.0,49.73,33.38,209.0,6261,6351,0
604,Troisvilles,LE PEN,174,38.75,1,47.17,1,562,104,458,449,18.51,16.7,59.02,23.61,0.67,18.98,18412.0,51.93,0.0,0.0,836,845,1
604,Troisvilles,MÉLENCHON,86,19.15,0,16.04,0,562,104,458,449,18.51,16.7,59.02,23.61,0.67,18.98,18412.0,51.93,0.0,0.0,836,845,0
605,Uxem,LE PEN,248,27.62,1,32.3,1,1049,117,932,898,11.15,23.83,52.67,21.38,2.12,9.86,23801.0,55.44,0.0,0.0,1411,1434,1
605,Uxem,MACRON,214,23.83,0,31.49,0,1049,117,932,898,11.15,23.83,52.67,21.38,2.12,9.86,23801.0,55.44,0.0,0.0,1411,1434,0
606,Valenciennes,LE PEN,4315,23.53,1,28.95,1,25838,7121,18717,18340,27.56,22.33,48.57,27.4,1.7,21.86,17978.0,61.63,82.81,3617.0,43680,44509,1
606,Valenciennes,MACRON,4095,22.33,0,24.9,0,25838,7121,18717,18340,27.56,22.33,48.57,27.4,1.7,21.86,17978.0,61.63,82.81,3617.0,43680,44509,0
607,Vendegies-au-Bois,LE PEN,94,31.54,1,34.81,1,377,68,309,298,18.04,16.11,57.38,25.5,1.01,3.62,21231.0,56.29,0.0,0.0,492,504,1
607,Vendegies-au-Bois,FILLON,57,19.13,0,25.26,0,377,68,309,298,18.04,16.11,57.38,25.5,1.01,3.62,21231.0,56.29,0.0,0.0,492,504,0
608,Vendegies-sur-Ecaillon,LE PEN,218,30.07,1,32.06,1,845,101,744,725,11.95,21.93,56.69,20.14,1.24,8.63,24422.0,59.43,0.0,0.0,1075,1094,1
608,Vendegies-sur-Ecaillon,MACRON,159,21.93,0,26.76,0,845,101,744,725,11.95,21.93,56.69,20.14,1.24,8.63,24422.0,59.43,0.0,0.0,1075,1094,0
609,Vendeville,MACRON,303,26.84,1,36.68,1,1396,250,1146,1129,17.91,26.84,50.13,21.08,1.95,6.67,26184.0,62.69,52.86,86.0,1627,1650,1
609,Vendeville,FILLON,283,25.07,0,23.03,0,1396,250,1146,1129,17.91,26.84,50.13,21.08,1.95,6.67,26184.0,62.69,52.86,86.0,1627,1650,0
610,Verchain-Maugré,LE PEN,195,30.47,1,42.31,1,761,101,660,640,13.27,20.31,55.47,22.5,1.72,13.86,21917.0,55.51,0.0,0.0,970,978,1
610,Verchain-Maugré,MACRON,130,20.31,0,21.55,0,761,101,660,640,13.27,20.31,55.47,22.5,1.72,13.86,21917.0,55.51,0.0,0.0,970,978,0
611,Verlinghem,FILLON,664,39.1,1,44.28,1,1934,199,1735,1698,10.29,23.32,59.07,15.84,1.77,6.14,28054.0,67.56,31.08,76.0,2445,2501,1
611,Verlinghem,MACRON,396,23.32,0,15.81,0,1934,199,1735,1698,10.29,23.32,59.07,15.84,1.77,6.14,28054.0,67.56,31.08,76.0,2445,2501,0
612,Vertain,LE PEN,105,31.44,1,31.81,1,407,64,343,334,15.72,16.17,58.68,23.65,1.5,19.23,21894.0,56.87,0.0,0.0,523,532,1
612,Vertain,FILLON,73,21.86,0,23.5,0,407,64,343,334,15.72,16.17,58.68,23.65,1.5,19.23,21894.0,56.87,0.0,0.0,523,532,0
613,Vicq,LE PEN,327,42.58,1,42.88,1,984,202,782,768,20.53,14.06,59.24,25.0,1.69,10.08,19486.0,52.14,23.24,35.0,1506,1527,1
613,Vicq,MÉLENCHON,160,20.83,0,18.56,0,984,202,782,768,20.53,14.06,59.24,25.0,1.69,10.08,19486.0,52.14,23.24,35.0,1506,1527,0
614,Viesly,LE PEN,375,41.71,1,47.76,1,1185,264,921,899,22.28,12.57,60.73,25.92,0.78,15.02,18065.0,57.22,4.51,7.0,1552,1567,1
614,Viesly,MÉLENCHON,193,21.47,0,16.39,0,1185,264,921,899,22.28,12.57,60.73,25.92,0.78,15.02,18065.0,57.22,4.51,7.0,1552,1567,0
615,Vieux-Berquin,LE PEN,441,28.64,1,32.63,1,1859,290,1569,1540,15.6,18.7,59.22,19.87,2.21,8.54,22756.0,52.12,3.18,8.0,2512,2553,1
615,Vieux-Berquin,FILLON,370,24.03,0,27.99,0,1859,290,1569,1540,15.6,18.7,59.22,19.87,2.21,8.54,22756.0,52.12,3.18,8.0,2512,2553,0
616,Vieux-Condé,LE PEN,2118,41.39,1,42.76,1,7586,2316,5270,5117,30.53,12.47,55.54,30.23,1.76,20.25,16507.0,54.76,35.31,367.0,10395,10472,1
616,Vieux-Condé,MÉLENCHON,1202,23.49,0,20.51,0,7586,2316,5270,5117,30.53,12.47,55.54,30.23,1.76,20.25,16507.0,54.76,35.31,367.0,10395,10472,0
617,Vieux-Mesnil,LE PEN,137,38.16,1,38.98,1,417,50,367,359,11.99,18.66,59.33,19.78,2.23,9.33,21149.0,52.87,0.0,0.0,637,646,1
617,Vieux-Mesnil,MACRON,67,18.66,0,28.81,0,417,50,367,359,11.99,18.66,59.33,19.78,2.23,9.33,21149.0,52.87,0.0,0.0,637,646,0
618,Vieux-Reng,LE PEN,207,50.0,1,47.94,1,517,96,421,414,18.57,13.04,70.53,15.22,1.21,15.55,21007.0,50.66,0.0,0.0,853,867,1
618,Vieux-Reng,FILLON,72,17.39,0,18.16,0,517,96,421,414,18.57,13.04,70.53,15.22,1.21,15.55,21007.0,50.66,0.0,0.0,853,867,0
619,Villereau,LE PEN,177,29.75,1,32.65,1,753,150,603,595,19.92,22.18,53.28,22.69,1.85,15.12,23520.0,61.66,0.0,0.0,971,989,1
619,Villereau,MACRON,132,22.18,0,28.18,0,753,150,603,595,19.92,22.18,53.28,22.69,1.85,15.12,23520.0,61.66,0.0,0.0,971,989,0
620,Villers-au-Tertre,LE PEN,137,33.83,1,35.1,1,471,46,425,405,9.77,18.77,49.38,28.64,3.21,12.07,22096.0,49.02,0.0,0.0,619,626,1
620,Villers-au-Tertre,MÉLENCHON,81,20.0,0,22.22,0,471,46,425,405,9.77,18.77,49.38,28.64,3.21,12.07,22096.0,49.02,0.0,0.0,619,626,0
622,Villers-en-Cauchies,LE PEN,315,43.09,1,44.89,1,912,168,744,731,18.42,15.6,63.06,20.11,1.23,16.91,20032.0,52.31,7.04,9.0,1278,1292,1
622,Villers-en-Cauchies,MÉLENCHON,115,15.73,0,18.73,0,912,168,744,731,18.42,15.6,63.06,20.11,1.23,16.91,20032.0,52.31,7.04,9.0,1278,1292,0
623,Villers-Guislain,LE PEN,223,46.75,1,52.56,1,553,68,485,477,12.3,11.74,69.18,17.19,1.89,17.91,18605.0,49.42,0.0,0.0,694,698,1
623,Villers-Guislain,FILLON,76,15.93,0,18.6,0,553,68,485,477,12.3,11.74,69.18,17.19,1.89,17.91,18605.0,49.42,0.0,0.0,694,698,0
624,Villers-Outréaux,LE PEN,440,37.83,1,41.52,1,1460,274,1186,1163,18.77,13.76,68.27,15.31,2.67,20.59,16908.0,60.04,18.65,39.0,2091,2116,1
624,Villers-Outréaux,FILLON,291,25.02,0,24.0,0,1460,274,1186,1163,18.77,13.76,68.27,15.31,2.67,20.59,16908.0,60.04,18.65,39.0,2091,2116,0
625,Villers-Plouich,LE PEN,81,32.79,1,40.6,1,299,45,254,247,15.05,14.17,57.89,25.1,2.83,13.64,20781.0,53.56,0.0,0.0,409,413,1
625,Villers-Plouich,FILLON,47,19.03,0,23.93,0,299,45,254,247,15.05,14.17,57.89,25.1,2.83,13.64,20781.0,53.56,0.0,0.0,409,413,0
626,Villers-Pol,FILLON,218,27.39,1,37.91,1,932,131,801,796,14.06,20.98,57.16,20.6,1.26,11.97,23484.0,58.69,3.97,5.0,1260,1279,1
626,Villers-Pol,LE PEN,189,23.74,0,24.86,0,932,131,801,796,14.06,20.98,57.16,20.6,1.26,11.97,23484.0,58.69,3.97,5.0,1260,1279,0
627,Villers-Sire-Nicole,LE PEN,227,40.97,1,47.23,1,774,204,570,554,26.36,14.62,64.44,20.22,0.72,7.06,21129.0,48.87,0.0,0.0,980,991,1
627,Villers-Sire-Nicole,FILLON,97,17.51,0,20.53,0,774,204,570,554,26.36,14.62,64.44,20.22,0.72,7.06,21129.0,48.87,0.0,0.0,980,991,0
628,Volckerinckhove,LE PEN,109,29.46,1,35.14,1,428,50,378,370,11.68,21.35,61.62,13.78,3.24,12.28,21650.0,56.23,0.0,0.0,577,583,1
628,Volckerinckhove,FILLON,86,23.24,0,32.57,0,428,50,378,370,11.68,21.35,61.62,13.78,3.24,12.28,21650.0,56.23,0.0,0.0,577,583,0
629,Vred,LE PEN,308,34.65,1,35.17,1,1046,142,904,889,13.58,21.26,53.43,24.07,1.24,10.64,21858.0,52.65,0.0,0.0,1381,1399,1
629,Vred,MACRON,189,21.26,0,22.25,0,1046,142,904,889,13.58,21.26,53.43,24.07,1.24,10.64,21858.0,52.65,0.0,0.0,1381,1399,0
630,Wahagnies,LE PEN,434,29.97,1,32.82,1,1906,416,1490,1448,21.83,23.07,49.59,26.31,1.04,13.52,21150.0,56.73,37.61,98.0,2606,2648,1
630,Wahagnies,MACRON,334,23.07,0,25.91,0,1906,416,1490,1448,21.83,23.07,49.59,26.31,1.04,13.52,21150.0,56.73,37.61,98.0,2606,2648,0
631,Walincourt-Selvigny,LE PEN,478,40.85,1,45.23,1,1596,404,1192,1170,25.31,14.96,64.27,19.49,1.28,18.48,18070.0,58.22,13.11,28.0,2135,2164,1
631,Walincourt-Selvigny,FILLON,188,16.07,0,22.47,0,1596,404,1192,1170,25.31,14.96,64.27,19.49,1.28,18.48,18070.0,58.22,13.11,28.0,2135,2164,0
632,Wallers,LE PEN,1201,38.79,1,41.43,1,4097,912,3185,3096,22.26,15.73,58.72,23.77,1.78,19.41,18321.0,53.14,30.58,168.0,5494,5559,1
632,Wallers,MÉLENCHON,542,17.51,0,20.7,0,4097,912,3185,3096,22.26,15.73,58.72,23.77,1.78,19.41,18321.0,53.14,30.58,168.0,5494,5559,0
633,Wallers-en-Fagne,LE PEN,53,36.3,1,47.13,1,192,43,149,146,22.4,14.38,58.22,21.92,5.48,10.0,17901.0,50.47,0.0,0.0,288,292,1
633,Wallers-en-Fagne,FILLON,25,17.12,0,22.29,0,192,43,149,146,22.4,14.38,58.22,21.92,5.48,10.0,17901.0,50.47,0.0,0.0,288,292,0
634,Wallon-Cappel,FILLON,188,32.08,1,38.76,1,661,61,600,586,9.23,20.99,57.17,20.14,1.71,10.39,22609.0,52.79,0.0,0.0,825,847,1
634,Wallon-Cappel,MACRON,123,20.99,0,26.87,0,661,61,600,586,9.23,20.99,57.17,20.14,1.71,10.39,22609.0,52.79,0.0,0.0,825,847,0
635,Wambaix,FILLON,63,27.39,1,31.54,1,276,41,235,230,14.86,21.74,53.91,23.91,0.43,10.2,22709.0,49.13,0.0,0.0,380,383,1
635,Wambaix,MACRON,50,21.74,0,25.73,0,276,41,235,230,14.86,21.74,53.91,23.91,0.43,10.2,22709.0,49.13,0.0,0.0,380,383,0
636,Wambrechies,FILLON,1743,27.71,1,39.3,1,8047,1576,6471,6290,19.58,24.83,53.42,20.38,1.37,9.11,23672.0,63.29,44.6,470.0,10539,10626,1
636,Wambrechies,MACRON,1562,24.83,0,19.63,0,8047,1576,6471,6290,19.58,24.83,53.42,20.38,1.37,9.11,23672.0,63.29,44.6,470.0,10539,10626,0
637,Wandignies-Hamage,LE PEN,278,35.55,1,37.15,1,917,117,800,782,12.76,23.91,53.32,21.23,1.53,12.5,22768.0,57.33,0.0,0.0,1288,1305,1
637,Wandignies-Hamage,MACRON,187,23.91,0,28.53,0,917,117,800,782,12.76,23.91,53.32,21.23,1.53,12.5,22768.0,57.33,0.0,0.0,1288,1305,0
638,Wannehain,LE PEN,196,25.72,1,29.23,1,862,83,779,762,9.63,24.8,49.34,25.33,0.52,6.25,23513.0,58.6,0.0,0.0,1188,1201,1
638,Wannehain,MACRON,189,24.8,0,24.07,0,862,83,779,762,9.63,24.8,49.34,25.33,0.52,6.25,23513.0,58.6,0.0,0.0,1188,1201,0
639,Wargnies-le-Grand,LE PEN,196,29.04,1,31.56,1,788,94,694,675,11.93,23.7,57.04,17.63,1.63,8.85,23606.0,57.07,5.5,6.0,1091,1114,1
639,Wargnies-le-Grand,MACRON,160,23.7,0,27.41,0,788,94,694,675,11.93,23.7,57.04,17.63,1.63,8.85,23606.0,57.07,5.5,6.0,1091,1114,0
640,Wargnies-le-Petit,LE PEN,173,37.37,1,37.8,1,559,90,469,463,16.1,18.57,63.93,16.2,1.3,6.12,23870.0,62.5,0.0,0.0,755,764,1
640,Wargnies-le-Petit,FILLON,87,18.79,0,23.54,0,559,90,469,463,16.1,18.57,63.93,16.2,1.3,6.12,23870.0,62.5,0.0,0.0,755,764,0
641,Warhem,LE PEN,429,31.64,1,32.6,1,1718,323,1395,1356,18.8,18.44,58.19,21.46,1.92,10.65,21985.0,52.2,2.44,5.0,2051,2097,1
641,Warhem,FILLON,279,20.58,0,30.34,0,1718,323,1395,1356,18.8,18.44,58.19,21.46,1.92,10.65,21985.0,52.2,2.44,5.0,2051,2097,0
642,Warlaing,LE PEN,99,27.42,1,30.9,1,412,32,380,361,7.77,22.71,50.69,24.38,2.22,10.71,22718.0,56.12,0.0,0.0,570,587,1
642,Warlaing,MACRON,82,22.71,0,28.09,0,412,32,380,361,7.77,22.71,50.69,24.38,2.22,10.71,22718.0,56.12,0.0,0.0,570,587,0
643,Warneton,FILLON,52,31.71,1,33.77,1,204,38,166,164,18.63,14.02,68.9,17.07,0.0,9.09,21032.0,46.15,0.0,0.0,239,241,1
643,Warneton,LE PEN,48,29.27,0,26.62,0,204,38,166,164,18.63,14.02,68.9,17.07,0.0,9.09,21032.0,46.15,0.0,0.0,239,241,0
645,Wasnes-au-Bac,LE PEN,150,39.16,1,40.58,1,457,63,394,383,13.79,14.1,65.54,19.32,1.04,20.69,19068.0,51.69,0.0,0.0,620,623,1
645,Wasnes-au-Bac,FILLON,72,18.8,0,28.8,0,457,63,394,383,13.79,14.1,65.54,19.32,1.04,20.69,19068.0,51.69,0.0,0.0,620,623,0
646,Wasquehal,FILLON,3200,26.78,1,37.25,1,15193,3001,12192,11948,19.75,25.36,48.84,24.32,1.47,12.01,23082.0,66.82,66.98,1388.0,20722,20983,1
646,Wasquehal,MACRON,3030,25.36,0,19.43,0,15193,3001,12192,11948,19.75,25.36,48.84,24.32,1.47,12.01,23082.0,66.82,66.98,1388.0,20722,20983,0
647,Watten,LE PEN,655,43.06,1,47.83,1,1959,388,1571,1521,19.81,14.14,58.38,25.84,1.64,16.54,17349.0,54.33,8.2,21.0,2561,2593,1
647,Watten,MÉLENCHON,298,19.59,0,20.21,0,1959,388,1571,1521,19.81,14.14,58.38,25.84,1.64,16.54,17349.0,54.33,8.2,21.0,2561,2593,0
648,Wattignies,MACRON,1702,23.38,1,30.28,1,9479,2020,7459,7280,21.31,23.38,44.63,29.96,2.03,16.26,19913.0,61.2,56.61,820.0,14485,14665,1
648,Wattignies,MÉLENCHON,1568,21.54,0,28.24,0,9479,2020,7459,7280,21.31,23.38,44.63,29.96,2.03,16.26,19913.0,61.2,56.61,820.0,14485,14665,0
649,Wattignies-la-Victoire,LE PEN,48,30.0,1,33.9,1,193,30,163,160,15.54,14.37,68.75,13.75,3.12,17.86,22665.0,49.71,0.0,0.0,244,255,1
649,Wattignies-la-Victoire,FILLON,45,28.13,0,28.81,0,193,30,163,160,15.54,14.37,68.75,13.75,3.12,17.86,22665.0,49.71,0.0,0.0,244,255,0
650,Wattrelos,LE PEN,6939,33.92,1,32.86,1,28763,7714,21049,20458,26.82,20.12,47.5,30.76,1.62,19.82,17772.0,55.99,54.3,2245.0,41341,41570,1
650,Wattrelos,MÉLENCHON,4763,23.28,0,28.53,0,28763,7714,21049,20458,26.82,20.12,47.5,30.76,1.62,19.82,17772.0,55.99,54.3,2245.0,41341,41570,0
651,Wavrechain-sous-Denain,LE PEN,343,45.13,1,49.54,1,1006,219,787,760,21.77,13.29,53.95,30.39,2.37,25.0,15514.0,49.24,13.91,23.0,1654,1664,1
651,Wavrechain-sous-Denain,MÉLENCHON,191,25.13,0,19.48,0,1006,219,787,760,21.77,13.29,53.95,30.39,2.37,25.0,15514.0,49.24,13.91,23.0,1654,1664,0
652,Wavrechain-sous-Faulx,LE PEN,103,42.92,1,40.87,1,280,38,242,240,13.57,12.5,65.0,21.67,0.83,8.33,21545.0,50.35,0.0,0.0,372,374,1
652,Wavrechain-sous-Faulx,MÉLENCHON,44,18.33,0,21.03,0,280,38,242,240,13.57,12.5,65.0,21.67,0.83,8.33,21545.0,50.35,0.0,0.0,372,374,0
