code_geo,code_commune,libelle_commune,annee,inscrits,abstentions,votants,exprimes,pct_abstention,nom_cand1,nom_cand2,nom_cand3,nom_cand4,nom_cand5,pct_cand1,pct_cand2,pct_cand3,pct_cand4,pct_cand5,bloc_cand1,bloc_cand2,bloc_cand3,bloc_cand4,bloc_cand5,pct_CENTRE,pct_DIVERS,pct_DROITE,pct_GAUCHE,bloc_vainqueur,taux_chomage,nb_chomeurs,nb_actifs,population_mun,population_tot,taux_delinquance,nb_faits_total,nb_indicateurs,bloc_vainqueur_encoded
59083,00083,Bissezeele,2017,182,28,154,149,15.38,FILLON,LE PEN,MÉLENCHON,MACRON,DUPONT-AIGNAN,28.19,26.17,17.45,16.11,9.4,DROITE,DROITE,GAUCHE,CENTRE,DROITE,16.11,0.0,63.76,20.13,DROITE,6.67,10.0,150.0,243,245,0.0,0.0,8.0,2
59084,00084,Blaringhem,2017,1629,320,1309,1266,19.64,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,31.52,21.01,17.3,16.9,6.48,DROITE,CENTRE,DROITE,GAUCHE,DROITE,21.01,1.26,55.29,22.43,DROITE,9.92,101.18558,1020.13388,2076,2112,6.26,13.0,4.0,2
59085,00085,Blécourt,2017,277,42,235,232,15.16,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,37.93,19.83,18.97,9.91,7.33,DROITE,DROITE,CENTRE,GAUCHE,DROITE,18.97,2.59,65.09,13.36,DROITE,18.67,28.69702,153.69499,305,315,0.0,0.0,10.0,2
59086,00086,Boeschepe,2017,1748,316,1432,1393,18.08,LE PEN,MACRON,MÉLENCHON,FILLON,HAMON,29.43,18.45,17.88,17.52,7.82,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,18.45,1.58,52.69,27.28,DROITE,9.96,115.12463,1156.25174,2186,2217,2.74,6.0,5.0,2
59087,00087,Boëseghem,2017,604,85,519,508,14.07,LE PEN,MACRON,MÉLENCHON,FILLON,HAMON,32.87,21.26,16.54,13.98,6.5,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,21.26,1.97,50.59,26.18,DROITE,9.92,35.63475,359.15757,747,760,0.0,0.0,6.0,2
59088,00088,Bois-Grenier,2017,1349,191,1158,1129,14.16,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,35.34,22.14,18.33,13.64,4.78,DROITE,CENTRE,DROITE,GAUCHE,DROITE,22.14,1.15,58.46,18.25,DROITE,10.03,81.10429,808.37237,1603,1625,22.46,36.0,7.0,2
59089,00089,Bollezeele,2017,1065,163,902,880,15.31,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,35.11,22.39,15.34,15.0,5.91,DROITE,DROITE,GAUCHE,CENTRE,DROITE,15.0,1.7,63.41,19.89,DROITE,14.47,85.13617,588.20428,1441,1466,0.0,0.0,3.0,2
59090,00090,Bondues,2017,9112,1946,7166,7072,21.36,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,54.58,22.09,9.26,6.31,3.68,DROITE,CENTRE,DROITE,GAUCHE,DROITE,22.09,1.12,67.52,9.28,DROITE,12.14,500.0,4120.0,10046,10225,30.86,310.0,10.0,2
59091,00091,Borre,2017,454,52,402,384,11.45,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,27.86,26.82,19.53,11.72,6.77,DROITE,DROITE,CENTRE,GAUCHE,DROITE,19.53,1.3,61.46,17.71,DROITE,3.45,10.39655,301.5,603,615,0.0,0.0,5.0,2
59092,00092,Bouchain,2017,3084,636,2448,2405,20.62,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,37.09,22.04,16.13,13.26,4.82,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.13,1.5,55.18,27.19,DROITE,19.45,329.36601,1693.43456,3998,4037,43.27,173.0,12.0,2
59093,00093,Boulogne-sur-Helpe,2017,256,23,233,229,8.98,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,31.44,27.07,16.59,10.48,6.11,DROITE,DROITE,CENTRE,GAUCHE,DROITE,16.59,2.18,64.63,16.59,DROITE,2.78,5.0,180.0,340,344,0.0,0.0,6.0,2
59094,00094,Bourbourg,2017,4998,1116,3882,3784,22.33,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,41.89,15.2,14.64,14.43,5.55,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.64,1.53,61.87,21.96,DROITE,19.26,595.0,3090.0,7112,7168,22.64,161.0,9.0,2
59096,00096,Bourghelles,2017,1280,172,1108,1091,13.44,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,29.06,25.3,16.68,15.03,7.06,DROITE,CENTRE,DROITE,GAUCHE,DROITE,25.3,1.74,52.8,20.16,DROITE,7.83,65.90442,841.5487,1676,1715,11.93,20.0,4.0,2
59097,00097,Boursies,2017,241,37,204,198,15.35,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,41.41,19.7,11.62,8.59,8.08,DROITE,DROITE,GAUCHE,CENTRE,DROITE,8.59,1.52,69.19,20.71,DROITE,24.32,44.08629,181.24365,386,391,0.0,0.0,9.0,2
59098,00098,Bousbecque,2017,3725,747,2978,2912,20.05,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,27.82,26.27,20.71,13.32,6.04,DROITE,DROITE,CENTRE,GAUCHE,DROITE,20.71,1.27,60.13,17.89,DROITE,8.87,209.71589,2363.40887,4833,4880,27.52,133.0,10.0,2
59099,00099,Bousies,2017,1298,242,1056,1017,18.64,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,37.36,18.49,18.29,13.27,4.52,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,18.29,1.57,55.06,25.07,DROITE,17.54,149.65231,853.01814,1734,1746,3.46,6.0,5.0,2
59100,00100,Bousignies,2017,231,29,202,196,12.55,FILLON,LE PEN,MACRON,MÉLENCHON,HAMON,28.06,23.98,21.43,13.27,4.59,DROITE,DROITE,CENTRE,GAUCHE,GAUCHE,21.43,1.02,56.12,21.43,DROITE,3.85,4.90991,127.65766,327,330,0.0,0.0,7.0,2
59101,00101,Bousignies-sur-Roc,2017,236,58,178,177,24.58,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,40.11,23.73,14.69,10.73,6.21,DROITE,DROITE,GAUCHE,CENTRE,DROITE,10.73,1.13,70.06,18.08,DROITE,12.25,24.91314,203.34077,405,408,0.0,0.0,6.0,2
59102,00102,Boussières-en-Cambrésis,2017,311,57,254,247,18.33,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,37.25,21.86,13.77,12.55,6.07,DROITE,DROITE,CENTRE,GAUCHE,DROITE,13.77,4.45,65.18,16.6,DROITE,19.67,44.20797,224.76589,414,420,0.0,0.0,8.0,2
59103,00103,Boussières-sur-Sambre,2017,342,58,284,273,16.96,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,37.0,17.95,16.85,14.65,5.13,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.85,1.47,56.78,24.91,DROITE,14.63,29.94275,204.60878,523,532,0.0,0.0,6.0,2
59104,00104,Boussois,2017,2196,507,1689,1634,23.09,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,39.78,26.25,12.67,8.63,4.41,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,12.67,1.65,52.02,33.66,DROITE,19.64,270.0,1375.0,3245,3268,23.42,76.0,7.0,2
59105,00105,Bouvignies,2017,1292,204,1088,1060,15.79,LE PEN,MACRON,FILLON,MÉLENCHON,HAMON,25.38,21.51,21.23,17.36,6.51,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,21.51,0.94,52.17,25.38,DROITE,7.59,55.17915,727.36156,1540,1565,7.14,11.0,6.0,2
59106,00106,Bouvines,2017,588,61,527,521,10.37,MACRON,FILLON,LE PEN,MÉLENCHON,HAMON,31.67,26.1,16.51,13.24,5.37,CENTRE,DROITE,DROITE,GAUCHE,GAUCHE,31.67,0.96,47.6,19.77,DROITE,5.2,20.15626,387.60115,691,706,0.0,0.0,3.0,2
59107,00107,Bray-Dunes,2017,3819,860,2959,2889,22.52,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,34.27,19.0,17.93,15.99,4.64,DROITE,DROITE,CENTRE,GAUCHE,DROITE,17.93,2.04,57.91,22.12,DROITE,19.63,374.882,1909.87182,4541,4595,44.04,200.0,9.0,2
59108,00108,Briastre,2017,503,74,429,418,14.71,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,38.52,25.36,15.07,9.33,4.78,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,15.07,1.91,51.91,31.1,DROITE,16.67,55.0,330.0,743,747,0.0,0.0,6.0,2
59109,00109,Brillon,2017,613,97,516,505,15.82,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,28.91,24.95,19.8,13.27,5.15,DROITE,CENTRE,DROITE,GAUCHE,DROITE,24.95,2.77,53.86,18.42,DROITE,12.08,40.43173,334.76282,721,741,0.0,0.0,6.0,2
59110,00110,Brouckerque,2017,1124,167,957,933,14.86,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,36.01,19.72,17.68,12.54,6.86,DROITE,DROITE,CENTRE,GAUCHE,DROITE,17.68,2.47,62.59,17.26,DROITE,8.33,55.0,660.0,1356,1384,0.0,0.0,5.0,2
59111,00111,Broxeele,2017,272,58,214,210,21.32,LE PEN,FILLON,MACRON,MÉLENCHON,HAMON,36.67,18.57,16.19,16.19,4.76,DROITE,DROITE,CENTRE,GAUCHE,GAUCHE,16.19,0.48,59.05,24.29,DROITE,5.13,9.88593,192.74488,385,386,0.0,0.0,10.0,2
59112,00112,Bruay-sur-l'Escaut,2017,7892,2207,5685,5543,27.97,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,46.24,20.93,13.58,6.58,4.82,DROITE,GAUCHE,CENTRE,DROITE,DROITE,13.58,1.44,57.64,27.33,DROITE,25.43,1208.03175,4751.29403,11638,11727,53.62,624.0,13.0,2
59113,00113,Bruille-lez-Marchiennes,2017,881,114,767,748,12.94,MÉLENCHON,LE PEN,MACRON,FILLON,DUPONT-AIGNAN,33.82,32.62,13.24,7.62,4.95,GAUCHE,DROITE,CENTRE,DROITE,DROITE,13.24,2.27,45.19,39.3,DROITE,12.9,77.65568,601.8315,1325,1333,17.36,23.0,4.0,2
59114,00114,Bruille-Saint-Amand,2017,1218,249,969,947,20.44,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,37.7,18.37,17.95,15.52,5.07,DROITE,GAUCHE,CENTRE,DROITE,DROITE,17.95,0.84,58.29,22.91,DROITE,14.37,115.0,800.0,1673,1693,11.36,19.0,6.0,2
59115,00115,Brunémont,2017,499,95,404,393,19.04,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,44.78,15.52,14.25,10.43,7.63,DROITE,CENTRE,GAUCHE,DROITE,DROITE,15.52,1.02,62.85,20.61,DROITE,16.39,50.0,305.0,712,716,0.0,0.0,4.0,2
59116,00116,Bry,2017,296,32,264,259,10.81,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,28.19,23.17,22.01,15.83,4.63,DROITE,DROITE,CENTRE,GAUCHE,DROITE,22.01,2.32,55.98,19.69,DROITE,9.38,14.92806,159.23261,415,426,0.0,0.0,7.0,2
59117,00117,Bugnicourt,2017,771,128,643,626,16.6,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,38.5,18.53,16.61,14.06,6.87,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.61,1.6,59.42,22.36,DROITE,13.98,62.66505,448.29612,993,1003,8.06,8.0,5.0,2
59118,00118,Busigny,2017,1804,369,1435,1404,20.45,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,44.09,14.32,14.03,13.82,6.41,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.03,1.78,64.32,19.87,DROITE,24.27,254.33868,1048.08162,2488,2519,11.25,28.0,5.0,2
59119,00119,Buysscheure,2017,426,62,364,360,14.55,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,31.39,21.67,18.89,18.33,3.89,DROITE,DROITE,GAUCHE,CENTRE,DROITE,18.33,1.11,56.94,23.61,DROITE,10.2,25.0,245.0,580,589,0.0,0.0,9.0,2
59120,00120,Caëstre,2017,1462,217,1245,1205,14.84,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,26.97,24.98,20.83,13.86,6.64,DROITE,DROITE,CENTRE,GAUCHE,DROITE,20.83,1.49,58.59,19.09,DROITE,9.45,93.8775,993.1251,1957,1988,8.18,16.0,6.0,2
59121,00121,Cagnoncles,2017,472,101,371,359,21.4,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,42.62,15.88,15.6,11.42,7.8,DROITE,DROITE,CENTRE,GAUCHE,DROITE,15.6,2.79,66.3,15.32,DROITE,7.01,20.89475,297.9029,607,614,0.0,0.0,6.0,2
59122,00122,Cambrai,2017,23187,6894,16293,15935,29.73,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,28.5,20.22,19.22,17.41,6.16,DROITE,DROITE,CENTRE,GAUCHE,DROITE,19.22,1.8,54.88,24.1,DROITE,24.27,3577.78543,14742.06874,32668,33349,52.19,1705.0,14.0,2
59123,00123,Camphin-en-Carembault,2017,1349,214,1135,1109,15.86,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,25.07,23.53,20.92,15.96,6.76,DROITE,CENTRE,DROITE,GAUCHE,DROITE,23.53,1.08,52.75,22.63,DROITE,5.23,39.66265,758.54819,1646,1669,13.97,23.0,7.0,2
59124,00124,Camphin-en-Pévèle,2017,1770,288,1482,1453,16.27,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,31.93,24.57,18.72,13.76,5.44,DROITE,CENTRE,DROITE,GAUCHE,DROITE,24.57,1.65,56.09,17.69,DROITE,7.2,90.0,1250.0,2363,2404,16.5,39.0,5.0,2
59125,00125,Cantaing-sur-Escaut,2017,329,51,278,268,15.5,LE PEN,FILLON,MACRON,DUPONT-AIGNAN,MÉLENCHON,35.45,19.78,15.3,10.82,9.33,DROITE,DROITE,CENTRE,DROITE,GAUCHE,15.3,2.24,66.04,16.42,DROITE,7.14,14.81343,207.38806,397,407,0.0,0.0,7.0,2
59126,00126,Cantin,2017,1072,150,922,899,13.99,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,38.04,18.58,16.02,15.35,5.34,DROITE,CENTRE,GAUCHE,DROITE,DROITE,18.58,0.67,58.73,22.02,DROITE,14.17,102.30415,722.01901,1549,1560,7.75,12.0,4.0,2
59127,00127,Capelle,2017,128,17,111,111,13.28,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,27.93,19.82,15.32,14.41,10.81,DROITE,CENTRE,GAUCHE,DROITE,DROITE,19.82,1.8,53.15,25.23,DROITE,10.53,9.68944,92.04969,156,159,0.0,0.0,9.0,2
59128,00128,Capinghem,2017,1556,262,1294,1266,16.84,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,29.15,24.88,17.54,17.06,5.37,DROITE,CENTRE,DROITE,GAUCHE,DROITE,24.88,1.5,52.05,21.56,DROITE,11.5,155.72961,1354.65589,2424,2453,50.33,122.0,7.0,2
59129,00129,Cappelle-en-Pévèle,2017,1743,252,1491,1456,14.46,MACRON,LE PEN,FILLON,MÉLENCHON,DUPONT-AIGNAN,24.38,23.15,21.57,14.63,5.56,CENTRE,DROITE,DROITE,GAUCHE,DROITE,24.38,2.88,50.27,22.46,DROITE,7.62,80.0,1050.0,2233,2259,16.57,37.0,7.0,2
59130,00130,Cappelle-Brouck,2017,946,172,774,751,18.18,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,36.35,17.58,16.25,15.71,5.86,DROITE,DROITE,GAUCHE,CENTRE,DROITE,15.71,2.53,59.79,21.97,DROITE,13.06,71.26222,545.76796,1174,1200,0.0,0.0,4.0,2
59131,00131,Cappelle-la-Grande,2017,6349,1301,5048,4876,20.49,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,41.53,21.29,14.03,7.42,5.84,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.03,1.42,54.8,29.76,DROITE,16.98,624.2735,3676.70339,7888,7972,21.3,168.0,9.0,2
59132,00132,Carnières,2017,710,84,626,609,11.83,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,42.2,16.58,14.78,13.46,5.58,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.78,1.31,61.25,22.66,DROITE,13.24,66.92112,505.28571,1100,1110,14.55,16.0,5.0,2
59133,00133,Carnin,2017,769,95,674,649,12.35,LE PEN,MACRON,FILLON,MÉLENCHON,HAMON,25.12,23.57,18.64,16.49,7.86,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,23.57,1.39,49.61,25.42,DROITE,2.02,10.0,495.0,988,1007,0.0,0.0,5.0,2
59134,00134,Cartignies,2017,841,139,702,687,16.53,LE PEN,FILLON,MACRON,DUPONT-AIGNAN,MÉLENCHON,35.95,23.44,13.97,11.35,9.75,DROITE,DROITE,CENTRE,DROITE,GAUCHE,13.97,2.04,70.74,13.25,DROITE,13.89,76.0241,547.37349,1262,1272,0.0,0.0,3.0,2
59135,00135,Cassel,2017,1763,323,1440,1405,18.32,FILLON,LE PEN,MACRON,MÉLENCHON,DUPONT-AIGNAN,25.05,22.42,20.07,17.58,5.41,DROITE,DROITE,CENTRE,GAUCHE,DROITE,20.07,2.06,52.88,24.98,DROITE,10.58,111.37668,1052.62064,2301,2405,15.21,35.0,6.0,2
59136,00136,Le Cateau-Cambrésis,2017,4396,1117,3279,3189,25.41,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,39.48,17.84,15.62,15.4,4.74,DROITE,GAUCHE,CENTRE,DROITE,DROITE,15.62,1.29,59.61,23.49,DROITE,30.23,888.41588,2938.93161,6983,7135,40.53,283.0,12.0,2
59137,00137,Catillon-sur-Sambre,2017,597,107,490,474,17.92,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,34.18,19.41,18.99,13.71,6.75,DROITE,DROITE,GAUCHE,CENTRE,DROITE,13.71,1.69,60.34,24.26,DROITE,20.3,70.30381,346.26762,834,841,6.0,5.0,7.0,2
59138,00138,Cattenières,2017,499,75,424,413,15.03,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,39.47,18.89,16.22,13.8,5.57,DROITE,DROITE,CENTRE,GAUCHE,DROITE,16.22,0.73,63.92,19.13,DROITE,13.33,40.1791,301.34328,673,685,0.0,0.0,9.0,2
59139,00139,Caudry,2017,10039,2774,7265,7042,27.63,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,35.77,19.53,17.13,13.33,5.11,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,17.13,1.75,54.02,27.11,DROITE,28.32,1803.99039,6370.91746,14493,14631,55.68,807.0,14.0,2
59140,00140,Caullery,2017,379,94,285,278,24.8,LE PEN,MACRON,MÉLENCHON,FILLON,DUPONT-AIGNAN,44.6,16.91,13.31,9.71,7.91,DROITE,CENTRE,GAUCHE,DROITE,DROITE,16.91,0.72,62.23,20.14,DROITE,24.44,54.27313,222.02643,448,460,0.0,0.0,7.0,2
59141,00141,Cauroir,2017,446,81,365,359,18.16,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,31.75,19.5,16.99,13.93,7.8,DROITE,CENTRE,DROITE,GAUCHE,DROITE,19.5,1.67,56.55,22.28,DROITE,10.0,30.42105,304.21053,578,595,0.0,0.0,4.0,2
59142,00142,Cerfontaine,2017,510,92,418,407,18.04,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,47.42,14.99,13.76,10.32,6.14,DROITE,CENTRE,DROITE,GAUCHE,DROITE,14.99,1.72,67.32,15.97,DROITE,14.67,53.4811,364.6439,669,673,0.0,0.0,7.0,2
59143,00143,La Chapelle-d'Armentières,2017,6278,1257,5021,4891,20.02,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,25.31,22.49,22.24,16.42,6.15,DROITE,CENTRE,DROITE,GAUCHE,DROITE,22.49,1.59,53.71,22.2,DROITE,12.38,470.0,3795.0,8432,8522,41.51,350.0,13.0,2
59144,00144,Château-l'Abbaye,2017,595,102,493,485,17.14,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,31.13,22.27,19.38,17.32,4.95,DROITE,DROITE,GAUCHE,CENTRE,DROITE,17.32,1.24,58.35,23.09,DROITE,7.7,30.69686,398.82695,884,894,0.0,0.0,6.0,2
59145,00145,Chemy,2017,597,79,518,513,13.23,FILLON,MACRON,LE PEN,MÉLENCHON,DUPONT-AIGNAN,26.32,21.05,20.27,15.98,8.38,DROITE,CENTRE,DROITE,GAUCHE,DROITE,21.05,2.34,54.97,21.64,DROITE,5.71,20.05215,350.91265,769,781,0.0,0.0,6.0,2
59146,00146,Chéreng,2017,2477,369,2108,2069,14.9,FILLON,MACRON,LE PEN,MÉLENCHON,HAMON,27.89,27.79,16.48,14.4,5.36,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,27.79,1.79,49.64,20.78,DROITE,8.01,114.9231,1434.04045,2989,3032,16.73,50.0,6.0,2
59147,00147,Choisies,2017,52,9,43,43,17.31,FILLON,LE PEN,MACRON,HAMON,MÉLENCHON,51.16,16.28,16.28,6.98,4.65,DROITE,DROITE,CENTRE,GAUCHE,GAUCHE,16.28,2.33,69.77,11.63,DROITE,25.0,9.81481,39.25926,53,54,0.0,0.0,13.0,2
59148,00148,Clairfayts,2017,256,72,184,180,28.13,LE PEN,MÉLENCHON,FILLON,MACRON,HAMON,37.78,21.67,14.44,10.56,6.67,DROITE,GAUCHE,DROITE,CENTRE,GAUCHE,10.56,2.78,56.67,30.0,DROITE,20.19,36.22904,179.46334,376,382,0.0,0.0,8.0,2
59149,00149,Clary,2017,870,153,717,701,17.59,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,41.23,17.83,13.84,12.27,6.99,DROITE,DROITE,GAUCHE,CENTRE,DROITE,12.27,1.43,66.05,20.26,DROITE,12.73,70.83333,556.54762,1105,1121,7.24,8.0,5.0,2
59150,00150,Cobrieux,2017,446,57,389,380,12.78,FILLON,MACRON,LE PEN,MÉLENCHON,HAMON,30.53,27.63,19.74,9.74,5.0,DROITE,CENTRE,DROITE,GAUCHE,GAUCHE,27.63,3.16,53.95,15.26,DROITE,9.26,25.0,270.0,525,536,0.0,0.0,7.0,2
59151,00151,Colleret,2017,1230,271,959,937,22.03,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,43.86,16.86,13.13,12.81,6.3,DROITE,DROITE,GAUCHE,CENTRE,DROITE,12.81,2.35,67.02,17.82,DROITE,18.79,140.0,745.0,1620,1636,12.35,20.0,6.0,2
59152,00152,Comines,2017,9460,2461,6999,6832,26.01,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,31.38,19.64,17.94,17.74,6.43,DROITE,GAUCHE,DROITE,CENTRE,DROITE,17.74,1.62,55.75,24.88,DROITE,13.37,759.92082,5684.83164,12369,12468,34.93,432.0,13.0,2
59153,00153,Condé-sur-l'Escaut,2017,6141,1972,4169,4050,32.11,LE PEN,MÉLENCHON,MACRON,FILLON,HAMON,35.51,27.11,14.37,10.44,4.44,DROITE,GAUCHE,CENTRE,DROITE,GAUCHE,14.37,2.02,50.12,33.48,DROITE,31.4,1115.90502,3553.70264,9680,9742,53.2,515.0,12.0,2
59155,00155,Coudekerque-Branche,2017,16467,3564,12903,12539,21.64,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,34.16,22.59,17.13,9.62,6.46,DROITE,GAUCHE,CENTRE,DROITE,DROITE,17.13,1.75,50.24,30.89,DROITE,17.31,1637.06156,9459.97582,21204,21527,40.09,850.0,13.0,2
59156,00156,Courchelettes,2017,2114,468,1646,1591,22.14,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,38.59,19.67,16.66,11.63,6.03,DROITE,GAUCHE,CENTRE,DROITE,DROITE,16.66,1.38,56.25,25.71,DROITE,16.22,185.25738,1142.40413,2804,2830,11.77,33.0,6.0,2
59157,00157,Cousolre,2017,1604,403,1201,1158,25.12,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,43.52,17.27,15.11,12.35,5.61,DROITE,DROITE,CENTRE,GAUCHE,DROITE,15.11,1.21,66.41,17.27,DROITE,20.45,213.58789,1044.27359,2289,2332,13.98,32.0,5.0,2
59158,00158,Coutiches,2017,2252,304,1948,1910,13.5,LE PEN,MACRON,FILLON,MÉLENCHON,DUPONT-AIGNAN,26.75,24.45,21.78,16.86,5.13,DROITE,CENTRE,DROITE,GAUCHE,DROITE,24.45,0.94,53.66,20.94,DROITE,7.0,104.54711,1493.53019,3001,3055,15.0,45.0,6.0,2
59159,00159,Craywick,2017,432,53,379,372,12.27,LE PEN,MÉLENCHON,FILLON,MACRON,DUPONT-AIGNAN,42.74,20.97,13.17,11.56,4.84,DROITE,GAUCHE,DROITE,CENTRE,DROITE,11.56,1.34,60.75,26.34,DROITE,7.69,26.29438,341.82692,711,717,8.44,6.0,6.0,2
59160,00160,Crespin,2017,2919,769,2150,2100,26.34,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,38.71,22.57,14.95,10.95,4.43,DROITE,GAUCHE,CENTRE,DROITE,DROITE,14.95,1.76,54.1,29.19,DROITE,25.0,457.66977,1830.46414,4551,4577,33.84,154.0,10.0,2
59161,00161,Crèvecoeur-sur-l'Escaut,2017,568,93,475,460,16.37,LE PEN,FILLON,MACRON,MÉLENCHON,DUPONT-AIGNAN,31.52,21.74,16.96,11.52,7.39,DROITE,DROITE,CENTRE,GAUCHE,DROITE,16.96,3.26,60.65,19.13,DROITE,20.63,65.0,315.0,740,786,0.0,0.0,3.0,2
59162,00162,Crochte,2017,536,74,462,456,13.81,MACRON,LE PEN,FILLON,MÉLENCHON,DUPONT-AIGNAN,26.54,26.1,18.64,16.67,5.04,CENTRE,DROITE,DROITE,GAUCHE,DROITE,26.54,2.19,49.78,21.49,DROITE,7.35,25.15038,342.04511,669,690,0.0,0.0,6.0,2
59163,00163,Croix,2017,14101,2846,11255,11022,20.18,FILLON,MACRON,MÉLENCHON,LE PEN,HAMON,25.94,23.04,20.14,17.59,6.35,DROITE,CENTRE,GAUCHE,DROITE,GAUCHE,23.04,1.55,47.61,27.79,DROITE,14.56,1467.63139,10077.44218,21271,21567,57.73,1228.0,14.0,2
59164,00164,Croix-Caluyau,2017,203,44,159,150,21.67,LE PEN,FILLON,MÉLENCHON,MACRON,DUPONT-AIGNAN,40.0,26.0,14.67,7.33,6.0,DROITE,DROITE,GAUCHE,CENTRE,DROITE,7.33,2.67,72.0,18.0,DROITE,7.14,10.15504,142.17054,262,263,0.0,0.0,10.0,2
59165,00165,Cuincy,2017,4957,962,3995,3890,19.41,LE PEN,MÉLENCHON,MACRON,FILLON,DUPONT-AIGNAN,26.89,23.26,21.85,14.63,5.19,DROITE,GAUCHE,CENTRE,DROITE,DROITE,21.85,1.47,46.71,29.97,DROITE,17.54,470.0,2680.0,6454,6554,31.61,204.0,10.0,2
