code_geo,libelle_commune,annee,bloc_vainqueur,cible_binaire,cible_multiclasse,bloc_cand1_enc,taux_faible_diplome_scaled,bloc_cand3_enc,bloc_cand2_enc,bloc_cand5_enc,revenu_median_scaled,log_delinquance_scaled,cible_transition,cible_transition_enc
59573,Solrinnes,2017,DROITE,0,0,0,-1.7692474678857546,1,0,2,-0.2491297370940137,-1.032153966622708,STABLE_DROITE,0
59574,Somain,2017,DROITE,0,0,0,-0.6372167248247838,1,2,2,-1.2871591593979532,1.4396933148988234,STABLE_DROITE,0
59575,Sommaing,2017,DROITE,0,0,0,0.994068602355384,0,1,0,0.9150000642560229,-1.032153966622708,STABLE_DROITE,0
59576,Spycker,2017,DROITE,0,0,0,-0.6836590117195932,1,2,0,0.5380124727327953,-1.032153966622708,STABLE_DROITE,0
59577,Staple,2017,DROITE,0,0,0,-0.13022175955645215,1,0,0,-0.350272749453904,-1.032153966622708,BASCULE_CENTRE,1
59578,Steenbecque,2017,DROITE,0,0,0,-0.05475304335238734,0,1,0,-0.09347458170898765,-1.032153966622708,STABLE_DROITE,0
59579,Steene,2017,DROITE,0,0,0,-0.8075051101057508,0,1,0,0.29303621552345044,-1.032153966622708,STABLE_DROITE,0
59580,Steenvoorde,2017,DROITE,0,0,0,0.680583165815422,1,0,0,-0.0011980022507760036,0.7450231882109324,BASCULE_CENTRE,1
59581,Steenwerck,2017,DROITE,0,0,0,0.0013647199788400914,1,0,0,0.3541160866239037,0.8088186978703652,BASCULE_CENTRE,1
59582,Strazeele,2017,DROITE,0,0,0,-0.34695243173222723,2,1,0,0.49827771787712405,0.3642727339150088,STABLE_DROITE,0
59583,Taisnières-en-Thiérache,2017,DROITE,0,0,0,-0.6217359625265144,2,1,0,-0.4060984380941033,-1.032153966622708,STABLE_DROITE,0
59584,Taisnières-sur-Hon,2017,DROITE,0,0,0,0.10585986549216028,1,0,0,0.9222245651388722,0.19143857048830462,STABLE_DROITE,0
59585,Templemars,2017,CENTRE,1,1,1,1.4333352325687854,0,0,2,1.2351768079277536,1.3802999291239944,CENTRE,2
59586,Templeuve-en-Pévèle,2017,CENTRE,1,1,1,1.1043690337305554,0,0,0,1.0499668762037986,1.0831607398395082,CENTRE,2
59587,Terdeghem,2017,DROITE,0,0,0,0.6979990234009761,1,0,0,0.4542739397724964,-1.032153966622708,BASCULE_CENTRE,1
59588,Téteghem-Coudekerque-Village,2017,DROITE,0,0,0,0.23938144031473585,1,0,0,1.0483249441849694,0.9456736072546864,BASCULE_CENTRE,1
59589,Thiant,2017,DROITE,0,0,0,-1.159692452391386,1,2,0,-0.5387665452155179,0.6135230476842256,STABLE_DROITE,0
59590,Thiennes,2017,DROITE,0,0,0,-1.339656314108771,0,2,0,-0.6550153321486386,-1.032153966622708,STABLE_DROITE,0
59591,Thivencelle,2017,DROITE,0,0,0,-1.7905335160458753,1,2,0,-1.39815376387082,1.093511787993048,STABLE_DROITE,0
59592,Thumeries,2017,DROITE,0,0,0,0.7541167867322035,0,1,2,0.5215931525445013,0.9130781644310026,STABLE_DROITE,0
59593,Thun-l'Evêque,2017,DROITE,0,0,0,-0.8829738263098156,0,1,0,0.28384139621800586,-1.032153966622708,STABLE_DROITE,0
59594,Thun-Saint-Amand,2017,DROITE,0,0,0,0.12714591365228098,0,2,0,-0.25438391955426776,0.5406535396466912,STABLE_DROITE,0
59595,Thun-Saint-Martin,2017,DROITE,0,0,0,0.5528668768546978,0,1,0,0.619452300866733,-1.032153966622708,STABLE_DROITE,0
59596,Tilloy-lez-Marchiennes,2017,CENTRE,1,1,1,1.4159193749832326,0,0,0,1.6683184744949464,-1.032153966622708,CENTRE,2
59597,Tilloy-lez-Cambrai,2017,DROITE,0,0,0,0.45224192191594426,1,0,0,1.142900228469542,-1.032153966622708,BASCULE_CENTRE,1
