code_geo,libelle_commune,pred_binaire,proba_droite,proba_exception,pred_label,scenario
59578,Steenbecque,0,0.6196472762484819,0.38035272375151813,DROITE,Neutre
59579,Steene,0,0.739845285173996,0.26015471482600405,DROITE,Neutre
59580,Steenvoorde,0,0.6096518750762867,0.3903481249237133,DROITE,Neutre
59581,Steenwerck,1,0.3201240601644646,0.6798759398355354,EXCEPTION,Neutre
59582,Strazeele,0,0.8197633939251967,0.18023660607480327,DROITE,Neutre
59583,Taisnières-en-Thiérache,0,0.8145304659486875,0.18546953405131247,DROITE,Neutre
59584,Taisnières-sur-Hon,0,0.803505113776136,0.19649488622386402,DROITE,Neutre
59585,Templemars,1,0.1836888074030013,0.8163111925969987,EXCEPTION,Neutre
59586,Templeuve-en-Pévèle,1,0.10193054938743162,0.8980694506125684,EXCEPTION,Neutre
59587,Terdeghem,1,0.23130098000565225,0.7686990199943478,EXCEPTION,Neutre
59588,Téteghem-Coudekerque-Village,0,0.5254226976514207,0.4745773023485793,DROITE,Neutre
59589,Thiant,0,0.7545413289082468,0.24545867109175318,DROITE,Neutre
59590,Thiennes,0,0.9716537915915144,0.028346208408485556,DROITE,Neutre
59591,Thivencelle,0,0.7220989832992385,0.2779010167007615,DROITE,Neutre
59592,Thumeries,1,0.3494324052440245,0.6505675947559755,EXCEPTION,Neutre
59593,Thun-l'Evêque,0,0.5035822004300876,0.49641779956991244,DROITE,Neutre
59594,Thun-Saint-Amand,0,0.8967153173349158,0.10328468266508417,DROITE,Neutre
59595,Thun-Saint-Martin,0,0.5764351891470023,0.4235648108529977,DROITE,Neutre
59596,Tilloy-lez-Marchiennes,1,0.327465982104418,0.672534017895582,EXCEPTION,Neutre
59597,Tilloy-lez-Cambrai,1,0.1595848285225273,0.8404151714774727,EXCEPTION,Neutre
59598,Toufflers,1,0.44724856862659923,0.5527514313734008,EXCEPTION,Neutre
59599,Tourcoing,1,0.49076236505939264,0.5092376349406074,EXCEPTION,Neutre
59600,Tourmignies,1,0.173476462000277,0.826523537999723,EXCEPTION,Neutre
59601,Trélon,0,0.5014942032253782,0.49850579677462176,DROITE,Neutre
59602,Tressin,1,0.10319858173832308,0.8968014182616769,EXCEPTION,Neutre
59603,Trith-Saint-Léger,0,0.6824505028246777,0.31754949717532227,DROITE,Neutre
59604,Troisvilles,0,0.9420351986667815,0.05796480133321849,DROITE,Neutre
59605,Uxem,0,0.5655639118172404,0.43443608818275953,DROITE,Neutre
59606,Valenciennes,1,0.22171201875139823,0.7782879812486018,EXCEPTION,Neutre
59607,Vendegies-au-Bois,0,0.77510016664003,0.22489983335997002,DROITE,Neutre
59608,Vendegies-sur-Ecaillon,0,0.890511384637037,0.10948861536296292,DROITE,Neutre
59609,Vendeville,1,0.07295969112989653,0.9270403088701035,EXCEPTION,Neutre
59610,Verchain-Maugré,0,0.6472317457487902,0.3527682542512099,DROITE,Neutre
59611,Verlinghem,1,0.0632651997161845,0.9367348002838155,EXCEPTION,Neutre
59612,Vertain,0,0.8283696859911064,0.17163031400889361,DROITE,Neutre
59613,Vicq,0,0.8019693554596936,0.19803064454030644,DROITE,Neutre
59614,Viesly,0,0.9055768239914325,0.09442317600856749,DROITE,Neutre
59615,Vieux-Berquin,0,0.6720206646446185,0.32797933535538143,DROITE,Neutre
59616,Vieux-Condé,0,0.783315672130029,0.216684327869971,DROITE,Neutre
59617,Vieux-Mesnil,0,0.990355607486848,0.00964439251315194,DROITE,Neutre
59618,Vieux-Reng,0,0.9913425334327929,0.008657466567207152,DROITE,Neutre
59619,Villereau,0,0.7340353654807839,0.2659646345192161,DROITE,Neutre
59620,Villers-au-Tertre,0,0.8980693539251234,0.10193064607487658,DROITE,Neutre
59622,Villers-en-Cauchies,0,0.9264380996575542,0.07356190034244581,DROITE,Neutre
59623,Villers-Guislain,0,0.9699126936271889,0.030087306372811113,DROITE,Neutre
59624,Villers-Outréaux,1,0.472148432153897,0.527851567846103,EXCEPTION,Neutre
59625,Villers-Plouich,0,0.779113548390576,0.22088645160942402,DROITE,Neutre
59626,Villers-Pol,1,0.3438354267978063,0.6561645732021937,EXCEPTION,Neutre
59627,Villers-Sire-Nicole,0,0.974856434920522,0.025143565079478004,DROITE,Neutre
59628,Volckerinckhove,0,0.8649638195089875,0.13503618049101254,DROITE,Neutre
59629,Vred,0,0.7858771228495294,0.2141228771504706,DROITE,Neutre
59630,Wahagnies,0,0.8085439693331515,0.19145603066684844,DROITE,Neutre
59631,Walincourt-Selvigny,0,0.8101230775028238,0.18987692249717622,DROITE,Neutre
59632,Wallers,0,0.8035858046752696,0.1964141953247304,DROITE,Neutre
59633,Wallers-en-Fagne,0,0.9301701342615332,0.06982986573846686,DROITE,Neutre
59634,Wallon-Cappel,0,0.8346856696800422,0.16531433031995782,DROITE,Neutre
59635,Wambaix,0,0.5511267011672563,0.44887329883274374,DROITE,Neutre
59636,Wambrechies,1,0.04273177061042166,0.9572682293895783,EXCEPTION,Neutre
59637,Wandignies-Hamage,1,0.36113554748402377,0.6388644525159762,EXCEPTION,Neutre
59638,Wannehain,1,0.15619574370112066,0.8438042562988793,EXCEPTION,Neutre
59639,Wargnies-le-Grand,1,0.4679378807328498,0.5320621192671502,EXCEPTION,Neutre
59640,Wargnies-le-Petit,0,0.569232927630333,0.4307670723696671,DROITE,Neutre
59641,Warhem,0,0.7220468788176846,0.27795312118231535,DROITE,Neutre
59642,Warlaing,1,0.42397738594536505,0.576022614054635,EXCEPTION,Neutre
59643,Warneton,0,0.6529039827133305,0.34709601728666944,DROITE,Neutre
59645,Wasnes-au-Bac,0,0.872140963916404,0.12785903608359597,DROITE,Neutre
59646,Wasquehal,1,0.04060450955160777,0.9593954904483922,EXCEPTION,Neutre
59647,Watten,0,0.737799650683374,0.26220034931662595,DROITE,Neutre
59648,Wattignies,1,0.1128941034428178,0.8871058965571822,EXCEPTION,Neutre
59649,Wattignies-la-Victoire,0,0.9269744703780293,0.07302552962197074,DROITE,Neutre
59650,Wattrelos,0,0.6168166166444783,0.3831833833555217,DROITE,Neutre
59651,Wavrechain-sous-Denain,0,0.9799669518334244,0.020033048166575633,DROITE,Neutre
59652,Wavrechain-sous-Faulx,0,0.974887101742558,0.02511289825744201,DROITE,Neutre
59653,Wavrin,1,0.4769522632758385,0.5230477367241615,EXCEPTION,Neutre
59654,Waziers,0,0.7665274972981102,0.23347250270188985,DROITE,Neutre
59655,Wemaers-Cappel,1,0.38571274141253853,0.6142872585874615,EXCEPTION,Neutre
59656,Wervicq-Sud,1,0.4957636368593258,0.5042363631406742,EXCEPTION,Neutre
59657,West-Cappel,0,0.7606277609645334,0.23937223903546653,DROITE,Neutre
59658,Wicres,1,0.1998437679861499,0.8001562320138501,EXCEPTION,Neutre
59659,Wignehies,0,0.8044841342997241,0.19551586570027588,DROITE,Neutre
59660,Willems,1,0.04915842820389871,0.9508415717961013,EXCEPTION,Neutre
59661,Willies,0,0.9583080316447589,0.04169196835524113,DROITE,Neutre
59662,Winnezeele,0,0.7765034725160053,0.22349652748399476,DROITE,Neutre
59663,Wormhout,0,0.5242313105036327,0.47576868949636725,DROITE,Neutre
59664,Wulverdinghe,0,0.984401824744047,0.015598175255953025,DROITE,Neutre
59665,Wylder,0,0.9090658970065222,0.09093410299347787,DROITE,Neutre
59666,Zegerscappel,0,0.8039043351371521,0.19609566486284788,DROITE,Neutre
59667,Zermezeele,0,0.7759589264557006,0.22404107354429934,DROITE,Neutre
59668,Zuydcoote,0,0.8145100075113996,0.18548999248860049,DROITE,Neutre
59669,Zuytpeene,0,0.9219404567639558,0.0780595432360443,DROITE,Neutre
59670,Don,0,0.5277139432808026,0.47228605671919743,DROITE,Neutre
59001,Abancourt,1,0.31714245435410615,0.6828575456458938,EXCEPTION,Pessimiste
59002,Abscon,0,0.9688426418110627,0.031157358188937223,DROITE,Pessimiste
59003,Aibes,0,0.943110250842347,0.05688974915765304,DROITE,Pessimiste
59004,Aix,1,0.11470594293202441,0.8852940570679756,EXCEPTION,Pessimiste
59005,Allennes-les-Marais,1,0.4820850754862236,0.5179149245137764,EXCEPTION,Pessimiste
59006,Amfroipret,1,0.38110894533093764,0.6188910546690624,EXCEPTION,Pessimiste
59007,Anhiers,0,0.9779912790474496,0.022008720952550374,DROITE,Pessimiste
59008,Aniche,0,0.909142465783346,0.09085753421665403,DROITE,Pessimiste
59009,Villeneuve-d'Ascq,1,0.023146968328387807,0.9768530316716122,EXCEPTION,Pessimiste
59010,Anneux,0,0.8637407057377402,0.13625929426225974,DROITE,Pessimiste
59011,Annoeullin,1,0.30318528849331583,0.6968147115066842,EXCEPTION,Pessimiste
59012,Anor,0,0.7498893470607169,0.2501106529392831,DROITE,Pessimiste
59013,Anstaing,1,0.0720604983088049,0.9279395016911951,EXCEPTION,Pessimiste
