commune,candidat,pct_2017,target_2017,taux_chomage,revenu_median,taux_faible_diplome,taux_delinquance,population_municipale,pct_2022,target_2022,Tg
Monchecourt,LE PEN,40.36,1.0,17.23,18564.0,53.29,15.24,2493.0,47.51,1.0,1
Monchecourt,MÉLENCHON,24.3,0.0,17.23,18564.0,53.29,15.24,2493.0,16.69,0.0,0
Mons-en-Baroeul,MACRON,23.37,0.0,20.37,17438.0,64.46,46.46,20855.0,24.71,0.0,0
Mons-en-Baroeul,MÉLENCHON,28.71,1.0,20.37,17438.0,64.46,46.46,20855.0,38.62,1.0,1
Mons-en-Pévèle,FILLON,25.38,1.0,7.18,25197.0,62.47,8.94,2125.0,0.0,0.0,0
Mons-en-Pévèle,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.78,0.0,0
Mons-en-Pévèle,MACRON,22.29,0.0,7.18,25197.0,62.47,8.94,2125.0,36.81,1.0,1
Montay,LE PEN,42.39,1.0,13.64,17661.0,54.24,0.0,306.0,46.88,1.0,1
Montay,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.12,0.0,0
Montay,MÉLENCHON,20.65,0.0,13.64,17661.0,54.24,0.0,306.0,0.0,0.0,0
Montigny-en-Cambrésis,LE PEN,41.34,1.0,12.5,19791.0,57.63,0.0,564.0,39.42,1.0,1
Montigny-en-Cambrésis,MACRON,19.38,0.0,12.5,19791.0,57.63,0.0,564.0,23.48,0.0,0
Montigny-en-Ostrevent,LE PEN,35.42,1.0,20.89,17638.0,54.69,20.89,4786.0,39.96,1.0,1
Montigny-en-Ostrevent,MÉLENCHON,25.34,0.0,20.89,17638.0,54.69,20.89,4786.0,20.86,0.0,0
Montrécourt,FILLON,18.79,0.0,12.73,22173.0,52.73,0.0,228.0,0.0,0.0,0
Montrécourt,LE PEN,34.23,1.0,12.73,22173.0,52.73,0.0,228.0,39.19,1.0,1
Montrécourt,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.68,0.0,0
Morbecque,FILLON,20.65,0.0,12.64,21652.0,56.23,15.65,2556.0,0.0,0.0,0
Morbecque,LE PEN,26.98,1.0,12.64,21652.0,56.23,15.65,2556.0,31.28,1.0,1
Morbecque,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.41,0.0,0
Mortagne-du-Nord,LE PEN,41.43,1.0,24.44,17280.0,62.85,34.1,1642.0,39.89,1.0,1
Mortagne-du-Nord,MÉLENCHON,22.89,0.0,24.44,17280.0,62.85,34.1,1642.0,0.0,0.0,0
Mortagne-du-Nord,ROUSSEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.13,0.0,0
Mouchin,FILLON,26.78,1.0,10.22,25207.0,57.01,5.01,1397.0,0.0,0.0,0
Mouchin,LE PEN,22.08,0.0,10.22,25207.0,57.01,5.01,1397.0,24.91,0.0,0
Mouchin,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.88,1.0,1
Moustier-en-Fagne,MACRON,25.0,1.0,12.73,20770.0,66.66,0.0,61.0,23.33,0.0,0
Moustier-en-Fagne,MÉLENCHON,25.0,0.0,12.73,20770.0,66.66,0.0,61.0,30.0,1.0,1
Mouvaux,FILLON,42.01,1.0,11.21,25906.0,69.2,36.7,13326.0,0.0,0.0,0
Mouvaux,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89,0.0,0
Mouvaux,MACRON,23.34,0.0,11.21,25906.0,69.2,36.7,13326.0,44.37,1.0,1
Mérignies,FILLON,40.83,1.0,8.14,32015.0,68.35,28.69,2998.0,0.0,0.0,0
Mérignies,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.82,0.0,0
Mérignies,MACRON,25.97,0.0,8.14,32015.0,68.35,28.69,2998.0,47.58,1.0,1
Méteren,FILLON,23.79,0.0,11.21,22408.0,57.36,13.6,2279.0,0.0,0.0,0
Méteren,LE PEN,26.87,1.0,11.21,22408.0,57.36,13.6,2279.0,28.39,0.0,0
Méteren,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.58,1.0,1
Naves,LE PEN,31.91,1.0,18.52,20325.0,54.91,0.0,637.0,37.44,1.0,1
Naves,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.36,0.0,0
Naves,MÉLENCHON,18.34,0.0,18.52,20325.0,54.91,0.0,637.0,0.0,0.0,0
Neuf-Berquin,LE PEN,31.15,1.0,10.28,21246.0,53.09,0.0,1219.0,38.11,1.0,1
Neuf-Berquin,MACRON,20.26,0.0,10.28,21246.0,53.09,0.0,1219.0,22.92,0.0,0
Neuf-Mesnil,LE PEN,43.09,1.0,23.15,17096.0,48.19,0.0,1337.0,46.47,1.0,1
Neuf-Mesnil,MÉLENCHON,22.73,0.0,23.15,17096.0,48.19,0.0,1337.0,19.62,0.0,0
Neuville-Saint-Rémy,LE PEN,35.72,1.0,21.03,18193.0,57.16,11.03,3807.0,40.62,1.0,1
Neuville-Saint-Rémy,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.21,0.0,0
Neuville-Saint-Rémy,MÉLENCHON,18.91,0.0,21.03,18193.0,57.16,11.03,3807.0,0.0,0.0,0
Neuville-en-Avesnois,LE PEN,25.23,1.0,11.11,23291.0,54.16,0.0,305.0,30.06,1.0,1
Neuville-en-Avesnois,MACRON,22.43,0.0,11.11,23291.0,54.16,0.0,305.0,23.7,0.0,0
Neuville-en-Ferrain,LE PEN,27.03,1.0,10.39,22743.0,56.3,37.22,10371.0,27.48,0.0,0
Neuville-en-Ferrain,MACRON,23.17,0.0,10.39,22743.0,56.3,37.22,10371.0,34.2,1.0,1
Neuville-sur-Escaut,LE PEN,42.9,1.0,14.57,18006.0,51.75,17.03,2701.0,45.58,1.0,1
Neuville-sur-Escaut,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.67,0.0,0
Neuville-sur-Escaut,MÉLENCHON,27.45,0.0,14.57,18006.0,51.75,17.03,2701.0,0.0,0.0,0
Neuvilly,FILLON,17.83,0.0,18.79,17284.0,52.46,4.44,1125.0,0.0,0.0,0
Neuvilly,LE PEN,45.98,1.0,18.79,17284.0,52.46,4.44,1125.0,50.35,1.0,1
Neuvilly,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.14,0.0,0
Nieppe,LE PEN,28.18,1.0,12.52,21279.0,56.61,44.84,7449.0,29.98,1.0,1
Nieppe,MACRON,20.0,0.0,12.52,21279.0,56.61,44.84,7449.0,29.73,0.0,0
Niergnies,FILLON,29.27,1.0,3.7,23342.0,53.71,0.0,510.0,0.0,0.0,0
Niergnies,LE PEN,23.85,0.0,3.7,23342.0,53.71,0.0,510.0,27.25,0.0,0
Niergnies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.59,1.0,1
Nieurlet,LE PEN,41.23,1.0,7.14,17470.0,52.64,0.0,951.0,43.11,1.0,1
Nieurlet,MACRON,17.89,0.0,7.14,17470.0,52.64,0.0,951.0,18.96,0.0,0
Nivelle,FILLON,20.38,0.0,9.34,23651.0,60.33,0.0,1301.0,0.0,0.0,0
Nivelle,LE PEN,31.4,1.0,9.34,23651.0,60.33,0.0,1301.0,29.67,1.0,1
Nivelle,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.09,0.0,0
Nomain,FILLON,28.02,1.0,8.63,24834.0,58.89,13.22,2497.0,0.0,0.0,0
Nomain,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.26,0.0,0
Nomain,MACRON,22.97,0.0,8.63,24834.0,58.89,13.22,2497.0,36.53,1.0,1
Noordpeene,FILLON,19.85,0.0,10.13,18380.0,51.91,0.0,789.0,0.0,0.0,0
Noordpeene,LE PEN,31.69,1.0,10.13,18380.0,51.91,0.0,789.0,33.74,1.0,1
Noordpeene,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.44,0.0,0
Noyelles-lès-Seclin,FILLON,23.78,0.0,5.88,25430.0,62.71,6.83,879.0,0.0,0.0,0
Noyelles-lès-Seclin,MACRON,25.97,1.0,5.88,25430.0,62.71,6.83,879.0,38.05,1.0,1
Noyelles-lès-Seclin,MÉLENCHON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.38,0.0,0
Noyelles-sur-Escaut,LE PEN,34.7,1.0,16.9,20748.0,48.95,0.0,784.0,39.55,1.0,1
Noyelles-sur-Escaut,MACRON,19.51,0.0,16.9,20748.0,48.95,0.0,784.0,23.73,0.0,0
Noyelles-sur-Sambre,LE PEN,31.55,1.0,3.23,20590.0,52.1,0.0,288.0,34.46,1.0,1
Noyelles-sur-Sambre,MACRON,21.39,0.0,3.23,20590.0,52.1,0.0,288.0,27.12,0.0,0
Noyelles-sur-Selle,LE PEN,41.49,1.0,7.69,20015.0,46.36,0.0,711.0,46.55,1.0,1
Noyelles-sur-Selle,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0
Noyelles-sur-Selle,MÉLENCHON,20.0,0.0,7.69,20015.0,46.36,0.0,711.0,0.0,0.0,0
Obies,FILLON,22.59,0.0,12.73,22323.0,55.04,0.0,710.0,0.0,0.0,0
Obies,LE PEN,28.24,1.0,12.73,22323.0,55.04,0.0,710.0,30.96,0.0,0
Obies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.74,1.0,1
Obrechies,LE PEN,38.86,1.0,19.18,23234.0,51.28,0.0,268.0,41.84,1.0,1
Obrechies,MACRON,19.69,0.0,19.18,23234.0,51.28,0.0,268.0,26.53,0.0,0
Ochtezeele,LE PEN,26.32,1.0,6.45,22752.0,59.0,0.0,383.0,33.01,1.0,1
Ochtezeele,MACRON,23.08,0.0,6.45,22752.0,59.0,0.0,383.0,28.16,0.0,0
Odomez,LE PEN,40.44,1.0,13.16,19360.0,57.8,0.0,932.0,36.4,1.0,1
Odomez,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.98,0.0,0
Odomez,MÉLENCHON,17.51,0.0,13.16,19360.0,57.8,0.0,932.0,0.0,0.0,0
Ohain,LE PEN,42.18,1.0,14.16,18479.0,54.91,10.8,1204.0,45.66,1.0,1
Ohain,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.29,0.0,0
Ohain,MÉLENCHON,16.54,0.0,14.16,18479.0,54.91,10.8,1204.0,0.0,0.0,0
Oisy,FILLON,21.88,0.0,5.18,24791.0,56.68,0.0,596.0,0.0,0.0,0
Oisy,LE PEN,25.28,1.0,5.18,24791.0,56.68,0.0,596.0,34.32,1.0,1
Oisy,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49,0.0,0
Onnaing,LE PEN,38.47,1.0,20.89,16910.0,50.75,51.13,8782.0,40.21,1.0,1
Onnaing,MÉLENCHON,24.38,0.0,20.89,16910.0,50.75,51.13,8782.0,18.9,0.0,0
Oost-Cappel,FILLON,19.78,0.0,5.22,18992.0,47.38,0.0,471.0,0.0,0.0,0
Oost-Cappel,LE PEN,37.69,1.0,5.22,18992.0,47.38,0.0,471.0,41.47,1.0,1
Oost-Cappel,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.87,0.0,0
Orchies,LE PEN,29.34,1.0,15.48,20510.0,58.76,53.51,8634.0,32.63,1.0,1
Orchies,MACRON,21.08,0.0,15.48,20510.0,58.76,53.51,8634.0,25.85,0.0,0
Ors,LE PEN,40.45,1.0,18.87,19634.0,48.6,0.0,651.0,36.76,1.0,1
Ors,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51,0.0,0
Ors,MÉLENCHON,18.84,0.0,18.87,19634.0,48.6,0.0,651.0,0.0,0.0,0
Orsinval,FILLON,25.07,0.0,8.62,24737.0,56.1,0.0,545.0,0.0,0.0,0
Orsinval,LE PEN,27.76,1.0,8.62,24737.0,56.1,0.0,545.0,27.54,0.0,0
Orsinval,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.14,1.0,1
Ostricourt,LE PEN,31.61,1.0,21.33,17126.0,55.22,55.63,5375.0,33.59,1.0,1
Ostricourt,MÉLENCHON,25.83,0.0,21.33,17126.0,55.22,55.63,5375.0,31.27,0.0,0
Oudezeele,LE PEN,30.84,1.0,8.32,20660.0,56.58,0.0,685.0,33.09,1.0,1
Oudezeele,MACRON,18.31,0.0,8.32,20660.0,56.58,0.0,685.0,27.34,0.0,0
Oxelaëre,FILLON,34.97,1.0,9.26,20798.0,56.77,0.0,528.0,0.0,0.0,0
Oxelaëre,LE PEN,24.28,0.0,9.26,20798.0,56.77,0.0,528.0,25.24,0.0,0
Oxelaëre,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.87,1.0,1
Paillencourt,LE PEN,36.29,1.0,13.25,20767.0,51.49,0.0,992.0,39.47,1.0,1
Paillencourt,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.54,0.0,0
Paillencourt,MÉLENCHON,18.7,0.0,13.25,20767.0,51.49,0.0,992.0,0.0,0.0,0
Pecquencourt,LE PEN,40.76,1.0,25.29,16734.0,52.14,42.86,5973.0,46.09,1.0,1
Pecquencourt,MÉLENCHON,25.17,0.0,25.29,16734.0,52.14,42.86,5973.0,21.13,0.0,0
Petit-Fayt,FILLON,23.47,0.0,23.33,20578.0,51.57,0.0,305.0,0.0,0.0,0
Petit-Fayt,LE PEN,38.78,1.0,23.33,20578.0,51.57,0.0,305.0,42.27,1.0,1
Petit-Fayt,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.07,0.0,0
Petite-Forêt,LE PEN,40.98,1.0,16.99,19119.0,52.73,70.9,4894.0,40.6,1.0,1
Petite-Forêt,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0
Petite-Forêt,MÉLENCHON,22.6,0.0,16.99,19119.0,52.73,70.9,4894.0,0.0,0.0,0
Phalempin,FILLON,24.46,0.0,9.96,24339.0,62.14,45.2,4757.0,0.0,0.0,0
Phalempin,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.68,0.0,0
Phalempin,MACRON,24.82,1.0,9.96,24339.0,62.14,45.2,4757.0,36.05,1.0,1
Pitgam,FILLON,24.68,0.0,13.0,21158.0,53.08,0.0,958.0,0.0,0.0,0
Pitgam,LE PEN,36.94,1.0,13.0,21158.0,53.08,0.0,958.0,39.66,1.0,1
Pitgam,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.81,0.0,0
Poix-du-Nord,LE PEN,44.85,1.0,21.35,16413.0,56.26,7.28,2199.0,50.44,1.0,1
Poix-du-Nord,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.92,0.0,0
Poix-du-Nord,MÉLENCHON,15.06,0.0,21.35,16413.0,56.26,7.28,2199.0,0.0,0.0,0
Pommereuil,FILLON,16.79,0.0,15.29,18253.0,53.57,0.0,774.0,0.0,0.0,0
Pommereuil,LE PEN,47.24,1.0,15.29,18253.0,53.57,0.0,774.0,51.73,1.0,1
Pommereuil,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.06,0.0,0
Pont-sur-Sambre,LE PEN,33.87,1.0,18.5,18242.0,50.59,15.34,2542.0,39.31,1.0,1
Pont-sur-Sambre,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.16,0.0,0
Pont-sur-Sambre,MÉLENCHON,19.34,0.0,18.5,18242.0,50.59,15.34,2542.0,0.0,0.0,0
Pont-à-Marcq,LE PEN,24.76,0.0,7.53,23731.0,63.21,22.45,2895.0,25.41,0.0,0
Pont-à-Marcq,MACRON,25.41,1.0,7.53,23731.0,63.21,22.45,2895.0,34.78,1.0,1
Potelle,FILLON,28.4,1.0,3.23,24521.0,55.48,0.0,379.0,0.0,0.0,0
Potelle,LE PEN,24.9,0.0,3.23,24521.0,55.48,0.0,379.0,24.91,0.0,0
Potelle,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.12,1.0,1
Pradelles,LE PEN,37.18,1.0,2.56,23502.0,57.81,0.0,385.0,33.72,1.0,1
Pradelles,MACRON,21.79,0.0,2.56,23502.0,57.81,0.0,385.0,33.33,0.0,0
Preux-au-Bois,LE PEN,31.21,1.0,13.69,18284.0,56.94,0.0,845.0,36.65,1.0,1
Preux-au-Bois,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95,0.0,0
Preux-au-Bois,MÉLENCHON,21.07,0.0,13.69,18284.0,56.94,0.0,845.0,0.0,0.0,0
Preux-au-Sart,FILLON,26.04,0.0,11.43,22127.0,60.19,0.0,309.0,0.0,0.0,0
Preux-au-Sart,LE PEN,29.59,1.0,11.43,22127.0,60.19,0.0,309.0,30.86,1.0,1
Preux-au-Sart,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.14,0.0,0
Prisches,FILLON,20.87,0.0,3.94,17410.0,58.53,0.0,1081.0,0.0,0.0,0
Prisches,LE PEN,33.98,1.0,3.94,17410.0,58.53,0.0,1081.0,37.18,1.0,1
Prisches,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.39,0.0,0
Prouvy,LE PEN,39.05,1.0,16.27,19512.0,52.65,43.67,2290.0,38.65,1.0,1
Prouvy,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.01,0.0,0
Prouvy,MÉLENCHON,24.42,0.0,16.27,19512.0,52.65,43.67,2290.0,0.0,0.0,0
Proville,FILLON,22.77,0.0,19.18,21303.0,53.87,23.38,3165.0,0.0,0.0,0
Proville,LE PEN,28.68,1.0,19.18,21303.0,53.87,23.38,3165.0,32.93,1.0,1
Proville,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.62,0.0,0
Provin,LE PEN,35.93,1.0,11.33,20488.0,55.46,16.74,4242.0,39.35,1.0,1
Provin,MACRON,18.69,0.0,11.33,20488.0,55.46,16.74,4242.0,23.44,0.0,0
Prémesques,FILLON,27.32,1.0,7.35,25162.0,63.67,25.72,2138.0,0.0,0.0,0
Prémesques,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45,0.0,0
Prémesques,MACRON,23.84,0.0,7.35,25162.0,63.67,25.72,2138.0,37.23,1.0,1
Préseau,LE PEN,25.83,1.0,10.31,22941.0,56.97,10.42,1920.0,29.86,1.0,1
Préseau,MACRON,23.43,0.0,10.31,22941.0,56.97,10.42,1920.0,28.4,0.0,0
Pérenchies,LE PEN,27.53,1.0,11.43,21236.0,60.97,34.78,8366.0,28.12,0.0,0
Pérenchies,MACRON,20.29,0.0,11.43,21236.0,60.97,34.78,8366.0,29.54,1.0,1
Péronne-en-Mélantois,FILLON,30.17,1.0,5.31,28066.0,64.62,9.97,903.0,0.0,0.0,0
Péronne-en-Mélantois,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.66,0.0,0
Péronne-en-Mélantois,MACRON,22.2,0.0,5.31,28066.0,64.62,9.97,903.0,36.28,1.0,1
Quarouble,LE PEN,37.97,1.0,14.69,19762.0,49.49,21.23,3015.0,41.01,1.0,1
Quarouble,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.0,0
Quarouble,MÉLENCHON,18.05,0.0,14.69,19762.0,49.49,21.23,3015.0,0.0,0.0,0
Quaëdypre,FILLON,27.77,0.0,7.91,22526.0,51.73,10.2,1078.0,0.0,0.0,0
Quaëdypre,LE PEN,33.9,1.0,7.91,22526.0,51.73,10.2,1078.0,32.47,1.0,1
Quaëdypre,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.04,0.0,0
Quesnoy-sur-Deûle,FILLON,24.57,1.0,9.12,23323.0,61.77,28.91,6780.0,0.0,0.0,0
Quesnoy-sur-Deûle,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.84,0.0,0
Quesnoy-sur-Deûle,MACRON,23.69,0.0,9.12,23323.0,61.77,28.91,6780.0,35.65,1.0,1
Quiévelon,FILLON,29.13,0.0,47.37,21329.0,50.94,0.0,129.0,0.0,0.0,0
Quiévelon,LE PEN,33.01,1.0,47.37,21329.0,50.94,0.0,129.0,34.57,1.0,1
Quiévelon,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.86,0.0,0
Quiévrechain,LE PEN,37.15,1.0,31.17,14945.0,52.36,56.62,6358.0,38.32,1.0,1
Quiévrechain,MÉLENCHON,28.57,0.0,31.17,14945.0,52.36,56.62,6358.0,29.45,0.0,0
Quiévy,LE PEN,43.54,1.0,22.88,18615.0,54.71,4.53,1765.0,49.6,1.0,1
Quiévy,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0
Quiévy,MÉLENCHON,16.36,0.0,22.88,18615.0,54.71,4.53,1765.0,0.0,0.0,0
Quérénaing,LE PEN,28.06,1.0,12.79,23759.0,56.33,0.0,905.0,29.47,1.0,1
Quérénaing,MACRON,21.6,0.0,12.79,23759.0,56.33,0.0,905.0,28.71,0.0,0
Radinghem-en-Weppes,FILLON,35.02,1.0,7.05,28835.0,64.15,10.99,1365.0,0.0,0.0,0
Radinghem-en-Weppes,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.88,0.0,0
Radinghem-en-Weppes,MACRON,27.53,0.0,7.05,28835.0,64.15,10.99,1365.0,43.72,1.0,1
Raillencourt-Sainte-Olle,LE PEN,32.75,1.0,20.82,20519.0,55.51,15.43,2268.0,37.43,1.0,1
Raillencourt-Sainte-Olle,MACRON,20.91,0.0,20.82,20519.0,55.51,15.43,2268.0,30.23,0.0,0
Raimbeaucourt,LE PEN,33.27,1.0,12.34,21494.0,55.14,21.7,4055.0,35.65,1.0,1
Raimbeaucourt,MACRON,18.58,0.0,12.34,21494.0,55.14,21.7,4055.0,24.23,0.0,0
Rainsars,FILLON,23.57,0.0,13.33,20875.0,44.76,0.0,184.0,0.0,0.0,0
Rainsars,LE PEN,38.57,1.0,13.33,20875.0,44.76,0.0,184.0,45.04,1.0,1
Rainsars,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.32,0.0,0
Raismes,LE PEN,39.53,1.0,27.79,15916.0,54.16,54.9,12642.0,39.69,1.0,1
Raismes,MÉLENCHON,26.53,0.0,27.79,15916.0,54.16,54.9,12642.0,18.62,0.0,0
Ramillies,LE PEN,38.79,1.0,19.64,19593.0,47.51,0.0,597.0,44.29,1.0,1
Ramillies,MACRON,17.94,0.0,19.64,19593.0,47.51,0.0,597.0,20.06,0.0,0
Ramousies,LE PEN,30.71,1.0,11.11,18066.0,43.93,0.0,229.0,45.67,1.0,1
Ramousies,MACRON,21.43,0.0,11.11,18066.0,43.93,0.0,229.0,25.2,0.0,0
Raucourt-au-Bois,LE PEN,40.66,1.0,17.65,20920.0,50.77,0.0,173.0,36.14,1.0,1
Raucourt-au-Bois,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0
Raucourt-au-Bois,MÉLENCHON,19.78,0.0,17.65,20920.0,50.77,0.0,173.0,0.0,0.0,0
Recquignies,LE PEN,43.96,1.0,29.25,16768.0,52.45,9.16,2401.0,48.03,1.0,1
Recquignies,MÉLENCHON,22.29,0.0,29.25,16768.0,52.45,9.16,2401.0,17.29,0.0,0
Rejet-de-Beaulieu,FILLON,20.65,0.0,9.09,18068.0,57.15,0.0,270.0,0.0,0.0,0
Rejet-de-Beaulieu,LE PEN,54.84,1.0,9.09,18068.0,57.15,0.0,270.0,54.74,1.0,1
Rejet-de-Beaulieu,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,0.0,0
Renescure,LE PEN,30.54,1.0,7.79,20960.0,57.98,4.31,2089.0,37.63,1.0,1
Renescure,MACRON,21.15,0.0,7.79,20960.0,57.98,4.31,2089.0,32.25,0.0,0
Reumont,FILLON,21.74,0.0,21.29,18083.0,52.22,0.0,368.0,0.0,0.0,0
Reumont,LE PEN,33.82,1.0,21.29,18083.0,52.22,0.0,368.0,37.07,1.0,1
Reumont,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0
Rexpoëde,FILLON,19.22,0.0,8.52,20286.0,53.39,3.45,2027.0,0.0,0.0,0
Rexpoëde,LE PEN,33.08,1.0,8.52,20286.0,53.39,3.45,2027.0,36.28,1.0,1
Rexpoëde,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.27,0.0,0
Ribécourt-la-Tour,FILLON,21.46,0.0,17.14,19832.0,56.84,0.0,375.0,0.0,0.0,0
Ribécourt-la-Tour,LE PEN,41.76,1.0,17.14,19832.0,56.84,0.0,375.0,39.22,1.0,1
Ribécourt-la-Tour,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.16,0.0,0
Rieulay,LE PEN,32.37,1.0,10.79,20079.0,58.47,17.65,1360.0,33.16,1.0,1
Rieulay,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0
Rieulay,MÉLENCHON,23.1,0.0,10.79,20079.0,58.47,17.65,1360.0,0.0,0.0,0
Rieux-en-Cambrésis,LE PEN,35.48,1.0,19.49,18125.0,51.04,4.79,1460.0,39.53,1.0,1
Rieux-en-Cambrésis,MÉLENCHON,23.54,0.0,19.49,18125.0,51.04,4.79,1460.0,17.46,0.0,0
Robersart,LE PEN,37.4,1.0,12.73,21087.0,57.04,0.0,177.0,37.82,1.0,1
Robersart,MACRON,18.7,0.0,12.73,21087.0,57.04,0.0,177.0,19.33,0.0,0
Roeulx,LE PEN,43.14,1.0,21.24,17073.0,50.36,27.42,3830.0,46.27,1.0,1
Roeulx,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37,0.0,0
Roeulx,MÉLENCHON,27.36,0.0,21.24,17073.0,50.36,27.42,3830.0,0.0,0.0,0
Rombies-et-Marchipont,FILLON,19.96,0.0,9.46,24178.0,59.4,0.0,760.0,0.0,0.0,0
Rombies-et-Marchipont,LE PEN,31.63,1.0,9.46,24178.0,59.4,0.0,760.0,39.22,1.0,1
Rombies-et-Marchipont,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.08,0.0,0
Romeries,FILLON,25.7,0.0,13.12,21014.0,60.24,0.0,440.0,0.0,0.0,0
Romeries,LE PEN,27.46,1.0,13.12,21014.0,60.24,0.0,440.0,34.16,1.0,1
Romeries,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.18,0.0,0
Ronchin,MACRON,23.02,0.0,16.12,20178.0,63.72,51.85,19074.0,27.13,0.0,0
Ronchin,MÉLENCHON,25.4,1.0,16.12,20178.0,63.72,51.85,19074.0,31.48,1.0,1
Roncq,FILLON,27.22,1.0,11.03,22928.0,59.92,55.21,13475.0,0.0,0.0,0
Roncq,LE PEN,23.35,0.0,11.03,22928.0,59.92,55.21,13475.0,23.27,0.0,0
Roncq,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.92,1.0,1
Roost-Warendin,LE PEN,39.59,1.0,17.71,18962.0,53.66,23.58,6191.0,41.82,1.0,1
Roost-Warendin,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.93,0.0,0
Roost-Warendin,MÉLENCHON,23.16,0.0,17.71,18962.0,53.66,23.58,6191.0,0.0,0.0,0
Rosult,LE PEN,25.59,1.0,5.21,24600.0,59.28,7.34,1908.0,23.8,0.0,0
Rosult,MACRON,23.53,0.0,5.21,24600.0,59.28,7.34,1908.0,30.97,1.0,1
Roubaix,MACRON,20.72,0.0,31.79,13298.0,64.97,83.4,96412.0,20.29,0.0,0
Roubaix,MÉLENCHON,35.85,1.0,31.79,13298.0,64.97,83.4,96412.0,51.29,1.0,1
