code_commune,libelle_commune,code_region,code_departement,code_arrondissement,code_canton,population_municipale,population_comptee_a_part,population_totale,annee
59493,Ramousies,31,59,1,3,239,9,248,2011
59494,Raucourt-au-Bois,31,59,1,49,177,1,178,2011
59495,Recquignies,31,59,1,45,2364,29,2393,2011
59496,Rejet-de-Beaulieu,31,59,2,17,247,6,253,2011
59497,Renescure,31,59,4,29,2069,40,2109,2011
59498,Reumont,31,59,2,17,395,1,396,2011
59499,Rexpoëde,31,59,4,31,1930,35,1965,2011
59500,Ribécourt-la-Tour,31,59,2,43,373,5,378,2011
59501,Rieulay,31,59,3,42,1348,27,1375,2011
59502,Rieux-en-Cambrésis,31,59,2,15,1518,22,1540,2011
59503,Robersart,31,59,1,32,187,7,194,2011
59504,Roeulx,31,59,6,11,3716,25,3741,2011
59505,Rombies-et-Marchipont,31,59,6,65,773,9,782,2011
59506,Romeries,31,59,2,58,440,2,442,2011
59507,Ronchin,31,59,5,40,17971,120,18091,2011
59508,Roncq,31,59,5,61,13108,187,13295,2011
59509,Roost-Warendin,31,59,3,77,6157,77,6234,2011
59511,Rosult,31,59,6,56,1854,29,1883,2011
59512,Roubaix,31,59,5,95,94186,708,94894,2011
59513,Roucourt,31,59,3,24,411,8,419,2011
59514,Rousies,31,59,1,45,4289,88,4377,2011
59515,Rouvignies,31,59,6,67,652,4,656,2011
59516,Rubrouck,31,59,4,16,947,20,967,2011
59517,Les Rues-des-Vignes,31,59,2,43,706,12,718,2011
59518,Ruesnes,31,59,1,49,434,7,441,2011
59519,Rumegies,31,59,6,56,1587,18,1605,2011
59520,Rumilly-en-Cambrésis,31,59,2,43,1449,10,1459,2011
59521,Sailly-lez-Cambrai,31,59,2,14,450,43,493,2011
59522,Sailly-lez-Lannoy,31,59,5,33,1752,38,1790,2011
59523,Sainghin-en-Mélantois,31,59,5,20,2509,53,2562,2011
59524,Sainghin-en-Weppes,31,59,5,7,5522,68,5590,2011
59525,Sains-du-Nord,31,59,1,4,3000,59,3059,2011
59526,Saint-Amand-les-Eaux,31,59,6,96,16734,166,16900,2011
59527,Saint-André-lez-Lille,31,59,5,38,11524,183,11707,2011
59528,Saint-Aubert,31,59,2,15,1555,14,1569,2011
59529,Saint-Aubin,31,59,1,3,374,2,376,2011
59530,Saint-Aybert,31,59,6,19,358,6,364,2011
59531,Saint-Benin,31,59,2,17,350,4,354,2011
59532,Saint-Georges-sur-l'Aa,31,59,4,27,317,11,328,2011
59533,Saint-Hilaire-lez-Cambrai,31,59,2,15,1648,17,1665,2011
59534,Saint-Hilaire-sur-Helpe,31,59,1,3,779,29,808,2011
59535,Saint-Jans-Cappel,31,59,4,5,1707,54,1761,2011
59537,Saint-Martin-sur-Écaillon,31,59,2,58,523,4,527,2011
59538,Saint-Momelin,31,59,4,12,433,9,442,2011
59539,Saint-Pierre-Brouck,31,59,4,12,1017,14,1031,2011
59541,Saint-Python,31,59,2,58,972,7,979,2011
59542,Saint-Remy-Chaussée,31,59,1,10,511,6,517,2011
59543,Saint-Remy-du-Nord,31,59,1,69,1176,9,1185,2011
59544,Saint-Saulve,31,59,6,71,11202,162,11364,2011
59545,Saint-Souplet,31,59,2,17,1292,15,1307,2011
59546,Saint-Sylvestre-Cappel,31,59,4,60,1082,25,1107,2011
59547,Saint-Vaast-en-Cambrésis,31,59,2,58,896,9,905,2011
59548,Saint-Waast,31,59,1,8,620,17,637,2011
59536,Sainte-Marie-Cappel,31,59,4,16,836,24,860,2011
59549,Salesches,31,59,1,49,321,2,323,2011
59550,Salomé,31,59,5,7,2976,14,2990,2011
59551,Saméon,31,59,3,47,1532,25,1557,2011
59552,Sancourt,31,59,2,14,198,2,200,2011
59553,Santes,31,59,5,28,5657,78,5735,2011
59554,Sars-et-Rosières,31,59,6,56,535,6,541,2011
59555,Sars-Poteries,31,59,1,59,1491,18,1509,2011
59556,Sassegnies,31,59,1,10,270,2,272,2011
59557,Saultain,31,59,6,65,2079,24,2103,2011
59558,Saulzoir,31,59,2,58,1703,18,1721,2011
59559,Sebourg,31,59,6,65,1914,41,1955,2011
59560,Seclin,31,59,5,85,12333,132,12465,2011
59562,Sémeries,31,59,1,3,547,11,558,2011
59563,Semousies,31,59,1,3,243,2,245,2011
59564,La Sentinelle,31,59,6,67,3322,86,3408,2011
59565,Sepmeries,31,59,1,50,617,8,625,2011
59566,Sequedin,31,59,5,74,4356,31,4387,2011
59567,Séranvillers-Forenville,31,59,2,13,340,4,344,2011
59568,Sercus,31,59,4,29,417,6,423,2011
59569,Sin-le-Noble,31,59,3,22,16027,121,16148,2011
59570,Socx,31,59,4,9,956,52,1008,2011
59571,Solesmes,31,59,2,58,4559,134,4693,2011
59572,Solre-le-Château,31,59,1,59,1798,41,1839,2011
59573,Solrinnes,31,59,1,59,131,2,133,2011
59574,Somain,31,59,3,42,12462,95,12557,2011
59575,Sommaing,31,59,2,58,355,4,359,2011
59576,Spycker,31,59,4,12,1641,18,1659,2011
59577,Staple,31,59,4,29,694,5,699,2011
59578,Steenbecque,31,59,4,30,1746,46,1792,2011
59579,Steene,31,59,4,9,1290,24,1314,2011
59580,Steenvoorde,31,59,4,60,4071,78,4149,2011
59581,Steenwerck,31,59,4,5,3481,60,3541,2011
59582,Strazeele,31,59,4,30,833,13,846,2011
59583,Taisnières-en-Thiérache,31,59,1,3,456,17,473,2011
59584,Taisnières-sur-Hon,31,59,1,8,926,13,939,2011
59585,Templemars,31,59,5,78,3203,42,3245,2011
59586,Templeuve,31,59,5,20,5805,91,5896,2011
59587,Terdeghem,31,59,4,60,567,10,577,2011
59588,Téteghem,31,59,4,25,7001,247,7248,2011
59589,Thiant,31,59,6,67,2590,18,2608,2011
59590,Thiennes,31,59,4,30,826,12,838,2011
59591,Thivencelle,31,59,6,19,847,5,852,2011
59592,Thumeries,31,59,5,48,3942,54,3996,2011
59593,Thun-l'Évêque,31,59,2,13,681,14,695,2011
59594,Thun-Saint-Amand,31,59,6,56,1150,18,1168,2011
59595,Thun-Saint-Martin,31,59,2,13,529,7,536,2011
59597,Tilloy-lez-Cambrai,31,59,2,14,574,21,595,2011
59596,Tilloy-lez-Marchiennes,31,59,3,42,561,8,569,2011
59598,Toufflers,31,59,5,33,3988,26,4014,2011
59599,Tourcoing,31,59,5,97,92018,718,92736,2011
59600,Tourmignies,31,59,5,48,682,10,692,2011
59601,Trélon,31,59,1,64,3032,62,3094,2011
59602,Tressin,31,59,5,33,1289,50,1339,2011
59603,Trith-Saint-Léger,31,59,6,67,6450,88,6538,2011
59604,Troisvilles,31,59,2,17,835,10,845,2011
59605,Uxem,31,59,4,25,1344,22,1366,2011
59606,Valenciennes,31,59,6,98,43471,1031,44502,2011
59607,Vendegies-au-Bois,31,59,1,49,494,5,499,2011
59608,Vendegies-sur-Écaillon,31,59,2,58,1122,13,1135,2011
59609,Vendeville,31,59,5,78,1653,12,1665,2011
59610,Verchain-Maugré,31,59,6,67,903,11,914,2011
59611,Verlinghem,31,59,5,51,2358,51,2409,2011
59612,Vertain,31,59,2,58,486,6,492,2011
59613,Vicq,31,59,6,19,1457,20,1477,2011
59614,Viesly,31,59,2,58,1471,10,1481,2011
59615,Vieux-Berquin,31,59,4,6,2502,41,2543,2011
59616,Vieux-Condé,31,59,6,19,10172,102,10274,2011
59617,Vieux-Mesnil,31,59,1,10,580,8,588,2011
59618,Vieux-Reng,31,59,1,44,862,17,879,2011
59009,Villeneuve-d'Ascq,31,59,5,84,62681,763,63444,2011
59619,Villereau,31,59,1,50,966,15,981,2011
59620,Villers-au-Tertre,31,59,3,1,608,14,622,2011
59622,Villers-en-Cauchies,31,59,2,15,1254,16,1270,2011
59623,Villers-Guislain,31,59,2,43,714,5,719,2011
59624,Villers-Outréaux,31,59,2,18,2152,42,2194,2011
59625,Villers-Plouich,31,59,2,43,416,8,424,2011
59626,Villers-Pol,31,59,1,50,1237,28,1265,2011
59627,Villers-Sire-Nicole,31,59,1,44,998,12,1010,2011
59628,Volckerinckhove,31,59,4,68,523,5,528,2011
59629,Vred,31,59,3,42,1341,19,1360,2011
59630,Wahagnies,31,59,5,48,2585,46,2631,2011
59631,Walincourt-Selvigny,31,59,2,18,2106,38,2144,2011
59632,Wallers,31,59,6,66,5560,33,5593,2011
59633,Wallers-en-Fagne,31,59,1,64,302,2,304,2011
59634,Wallon-Cappel,31,59,4,29,879,36,915,2011
59635,Wambaix,31,59,2,15,316,16,332,2011
59636,Wambrechies,31,59,5,38,9705,117,9822,2011
59637,Wandignies-Hamage,31,59,3,42,1254,12,1266,2011
59638,Wannehain,31,59,5,20,1104,8,1112,2011
59639,Wargnies-le-Grand,31,59,1,50,1064,24,1088,2011
59640,Wargnies-le-Petit,31,59,1,50,782,10,792,2011
59641,Warhem,31,59,4,31,2061,74,2135,2011
59642,Warlaing,31,59,3,42,554,7,561,2011
59643,Warneton,31,59,5,51,224,2,226,2011
59645,Wasnes-au-Bac,31,59,6,11,578,2,580,2011
59646,Wasquehal,31,59,5,54,19998,218,20216,2011
59647,Watten,31,59,4,12,2568,36,2604,2011
59648,Wattignies,31,59,5,78,13297,186,13483,2011
59649,Wattignies-la-Victoire,31,59,1,45,254,11,265,2011
59650,Wattrelos,31,59,5,99,41538,261,41799,2011
59651,Wavrechain-sous-Denain,31,59,6,21,1629,18,1647,2011
59652,Wavrechain-sous-Faulx,31,59,6,11,417,2,419,2011
59653,Wavrin,31,59,5,28,7609,63,7672,2011
59654,Waziers,31,59,3,22,7710,54,7764,2011
59655,Wemaers-Cappel,31,59,4,16,247,0,247,2011
59656,Wervicq-Sud,31,59,5,51,4870,67,4937,2011
59657,West-Cappel,31,59,4,9,578,12,590,2011
59658,Wicres,31,59,5,7,396,2,398,2011
59659,Wignehies,31,59,1,64,3056,46,3102,2011
59660,Willems,31,59,5,33,3030,26,3056,2011
59661,Willies,31,59,1,64,165,3,168,2011
59662,Winnezeele,31,59,4,60,1215,27,1242,2011
59663,Wormhout,31,59,4,68,5308,96,5404,2011
59664,Wulverdinghe,31,59,4,12,303,4,307,2011
59665,Wylder,31,59,4,9,328,5,333,2011
59666,Zegerscappel,31,59,4,68,1476,21,1497,2011
59667,Zermezeele,31,59,4,16,196,2,198,2011
59668,Zuydcoote,31,59,4,25,1687,58,1745,2011
59669,Zuytpeene,31,59,4,16,545,17,562,2011
59001,Abancourt,32,59,2,9,461,13,474,2016
59002,Abscon,32,59,6,14,4440,35,4475,2016
59003,Aibes,32,59,1,19,374,6,380,2016
59004,Aix,32,59,3,31,1185,14,1199,2016
59005,Allennes-les-Marais,32,59,5,2,3462,46,3508,2016
59006,Amfroipret,32,59,1,5,228,8,236,2016
59007,Anhiers,32,59,3,31,904,13,917,2016
59008,Aniche,32,59,3,1,10303,114,10417,2016
59010,Anneux,32,59,2,9,279,4,283,2016
59011,Annœullin,32,59,5,2,10490,107,10597,2016
59012,Anor,32,59,1,19,3267,51,3318,2016
59013,Anstaing,32,59,5,36,1432,14,1446,2016
59014,Anzin,32,59,6,3,13426,160,13586,2016
59015,Arleux,32,59,3,1,3130,28,3158,2016
59016,Armbouts-Cappel,32,59,4,12,2296,48,2344,2016
59017,Armentières,32,59,5,4,25015,358,25373,2016
59018,Arnèke,32,59,4,41,1641,38,1679,2016
59019,Artres,32,59,6,6,1053,12,1065,2016
59021,Assevent,32,59,1,30,1837,20,1857,2016
59022,Attiches,32,59,5,36,2268,32,2300,2016
59023,Aubencheul-au-Bac,32,59,2,9,530,5,535,2016
59024,Auberchicourt,32,59,3,1,4405,32,4437,2016
59025,Aubers,32,59,5,2,1610,19,1629,2016
59026,Aubigny-au-Bac,32,59,3,1,1184,26,1210,2016
59027,Aubry-du-Hainaut,32,59,6,6,1651,16,1667,2016
59028,Auby,32,59,3,31,7285,59,7344,2016
59029,Auchy-lez-Orchies,32,59,3,31,1532,21,1553,2016
59031,Audignies,32,59,1,5,357,4,361,2016
59032,Aulnoy-lez-Valenciennes,32,59,6,6,7316,69,7385,2016
59033,Aulnoye-Aymeries,32,59,1,5,8856,237,9093,2016
59034,Avelin,32,59,5,36,2704,34,2738,2016
59035,Avesnelles,32,59,1,19,2496,32,2528,2016
59038,Avesnes-le-Sec,32,59,6,14,1470,16,1486,2016
59037,Avesnes-les-Aubert,32,59,2,11,3634,35,3669,2016
59036,Avesnes-sur-Helpe,32,59,1,7,4654,155,4809,2016
59039,Awoingt,32,59,2,10,844,18,862,2016
59041,Bachant,32,59,1,5,2334,28,2362,2016
59042,Bachy,32,59,5,36,1690,21,1711,2016
59043,Bailleul,32,59,4,8,14467,258,14725,2016
59044,Baisieux,32,59,5,36,4750,50,4800,2016
59045,Baives,32,59,1,19,165,2,167,2016
59046,Bambecque,32,59,4,41,741,10,751,2016
59047,Banteux,32,59,2,10,341,2,343,2016
59048,Bantigny,32,59,2,9,507,12,519,2016
59049,Bantouzelle,32,59,2,10,420,4,424,2016
59050,Bas-Lieu,32,59,1,19,353,8,361,2016
59051,La Bassée,32,59,5,2,6421,55,6476,2016
59052,Bauvin,32,59,5,2,5230,42,5272,2016
59053,Bavay,32,59,1,5,3350,92,3442,2016
59054,Bavinchove,32,59,4,41,960,9,969,2016
59055,Bazuel,32,59,2,10,533,12,545,2016
59056,Beaucamps-Ligny,32,59,5,28,857,22,879,2016
59057,Beaudignies,32,59,1,7,563,15,578,2016
59058,Beaufort,32,59,1,7,987,14,1001,2016
59059,Beaumont-en-Cambrésis,32,59,2,10,448,3,451,2016
59060,Beaurain,32,59,2,11,231,3,234,2016
59061,Beaurepaire-sur-Sambre,32,59,1,7,257,4,261,2016
59062,Beaurieux,32,59,1,19,165,0,165,2016
59063,Beauvois-en-Cambrésis,32,59,2,11,2079,24,2103,2016
59064,Bellaing,32,59,6,6,1225,11,1236,2016
59065,Bellignies,32,59,1,5,833,8,841,2016
59066,Bérelles,32,59,1,19,149,3,152,2016
59067,Bergues,32,59,4,12,3729,61,3790,2016
59068,Berlaimont,32,59,1,5,3105,36,3141,2016
59069,Bermerain,32,59,2,11,717,6,723,2016
59070,Bermeries,32,59,1,5,375,4,379,2016
59071,Bersée,32,59,5,36,2213,32,2245,2016
59072,Bersillies,32,59,1,30,254,7,261,2016
59073,Berthen,32,59,4,8,551,13,564,2016
59074,Bertry,32,59,2,10,2181,37,2218,2016
59075,Béthencourt,32,59,2,11,749,12,761,2016
59076,Bettignies,32,59,1,30,310,5,315,2016
59077,Bettrechies,32,59,1,5,253,4,257,2016
59078,Beugnies,32,59,1,19,630,8,638,2016
59079,Beuvrages,32,59,6,3,6660,32,6692,2016
59080,Beuvry-la-Forêt,32,59,3,31,2743,29,2772,2016
59081,Bévillers,32,59,2,11,556,7,563,2016
59082,Bierne,32,59,4,12,1817,31,1848,2016
59083,Bissezeele,32,59,4,41,243,2,245,2016
59084,Blaringhem,32,59,4,21,2076,36,2112,2016
59085,Blécourt,32,59,2,9,305,10,315,2016
59086,Boeschepe,32,59,4,8,2186,31,2217,2016
59087,Boëseghem,32,59,4,21,747,13,760,2016
59088,Bois-Grenier,32,59,5,4,1603,22,1625,2016
59089,Bollezeele,32,59,4,41,1441,25,1466,2016
59090,Bondues,32,59,5,24,10046,179,10225,2016
59091,Borre,32,59,4,8,603,12,615,2016
59092,Bouchain,32,59,6,14,3998,39,4037,2016
59093,Boulogne-sur-Helpe,32,59,1,7,340,4,344,2016
59094,Bourbourg,32,59,4,20,7112,56,7168,2016
59096,Bourghelles,32,59,5,36,1676,39,1715,2016
59097,Boursies,32,59,2,9,386,5,391,2016
59098,Bousbecque,32,59,5,22,4833,47,4880,2016
59099,Bousies,32,59,1,7,1734,12,1746,2016
59100,Bousignies,32,59,6,34,327,3,330,2016
59101,Bousignies-sur-Roc,32,59,1,19,405,3,408,2016
59102,Boussières-en-Cambrésis,32,59,2,11,414,6,420,2016
59103,Boussières-sur-Sambre,32,59,1,5,523,9,532,2016
59104,Boussois,32,59,1,30,3245,23,3268,2016
59105,Bouvignies,32,59,3,31,1540,25,1565,2016
59106,Bouvines,32,59,5,36,691,15,706,2016
59107,Bray-Dunes,32,59,4,17,4541,54,4595,2016
59108,Briastre,32,59,2,10,743,4,747,2016
59109,Brillon,32,59,6,34,721,20,741,2016
59110,Brouckerque,32,59,4,20,1356,28,1384,2016
59111,Broxeele,32,59,4,41,385,1,386,2016
59112,Bruay-sur-l'Escaut,32,59,6,3,11638,89,11727,2016
59113,Bruille-lez-Marchiennes,32,59,3,35,1325,8,1333,2016
59114,Bruille-Saint-Amand,32,59,6,34,1673,20,1693,2016
59115,Brunémont,32,59,3,1,712,4,716,2016
59116,Bry,32,59,1,5,415,11,426,2016
59117,Bugnicourt,32,59,3,1,993,10,1003,2016
59118,Busigny,32,59,2,10,2488,31,2519,2016
59119,Buysscheure,32,59,4,41,580,9,589,2016
59120,Caëstre,32,59,4,8,1957,31,1988,2016
59121,Cagnoncles,32,59,2,11,607,7,614,2016
59122,Cambrai,32,59,2,9,32668,681,33349,2016
59123,Camphin-en-Carembault,32,59,5,2,1646,23,1669,2016
59124,Camphin-en-Pévèle,32,59,5,36,2363,41,2404,2016
59125,Cantaing-sur-Escaut,32,59,2,10,397,10,407,2016
59126,Cantin,32,59,3,1,1549,11,1560,2016
59127,Capelle,32,59,2,11,156,3,159,2016
59128,Capinghem,32,59,5,4,2424,29,2453,2016
59130,Cappelle-Brouck,32,59,4,20,1174,26,1200,2016
59129,Cappelle-en-Pévèle,32,59,5,36,2233,26,2259,2016
59131,Cappelle-la-Grande,32,59,4,12,7888,84,7972,2016
59132,Carnières,32,59,2,11,1100,10,1110,2016
59133,Carnin,32,59,5,2,988,19,1007,2016
59134,Cartignies,32,59,1,7,1262,10,1272,2016
59135,Cassel,32,59,4,8,2301,104,2405,2016
59136,Le Cateau-Cambrésis,32,59,2,10,6983,152,7135,2016
59137,Catillon-sur-Sambre,32,59,2,10,834,7,841,2016
59138,Cattenières,32,59,2,10,673,12,685,2016
59139,Caudry,32,59,2,11,14493,138,14631,2016
59140,Caullery,32,59,2,10,448,12,460,2016
59141,Cauroir,32,59,2,11,578,17,595,2016
59142,Cerfontaine,32,59,1,19,669,4,673,2016
59143,La Chapelle-d'Armentières,32,59,5,4,8432,90,8522,2016
59144,Château-l'Abbaye,32,59,6,34,884,10,894,2016
59145,Chemy,32,59,5,18,769,12,781,2016
59146,Chéreng,32,59,5,36,2989,43,3032,2016
59147,Choisies,32,59,1,19,53,1,54,2016
59148,Clairfayts,32,59,1,19,376,6,382,2016
59149,Clary,32,59,2,10,1105,16,1121,2016
59150,Cobrieux,32,59,5,36,525,11,536,2016
59151,Colleret,32,59,1,19,1620,16,1636,2016
59152,Comines,32,59,5,22,12369,99,12468,2016
59153,Condé-sur-l'Escaut,32,59,6,29,9680,62,9742,2016
59155,Coudekerque-Branche,32,59,4,12,21204,323,21527,2016
59156,Courchelettes,32,59,3,15,2804,26,2830,2016
59157,Cousolre,32,59,1,19,2289,43,2332,2016
59158,Coutiches,32,59,3,31,3001,54,3055,2016
59159,Craywick,32,59,4,20,711,6,717,2016
59160,Crespin,32,59,6,29,4551,26,4577,2016
59161,Crèvecœur-sur-l'Escaut,32,59,2,10,740,46,786,2016
59162,Crochte,32,59,4,41,669,21,690,2016
59163,Croix,32,59,5,13,21271,296,21567,2016
59164,Croix-Caluyau,32,59,1,7,262,1,263,2016
59165,Cuincy,32,59,3,15,6454,100,6554,2016
59166,Curgies,32,59,6,29,1159,24,1183,2016
59167,Cuvillers,32,59,2,9,198,1,199,2016
59168,Cysoing,32,59,5,36,5033,73,5106,2016
59169,Damousies,32,59,1,19,197,0,197,2016
59170,Dechy,32,59,3,1,5307,43,5350,2016
59171,Dehéries,32,59,2,10,40,2,42,2016
59172,Denain,32,59,6,14,19714,131,19845,2016
59173,Deûlémont,32,59,5,4,1680,20,1700,2016
59174,Dimechaux,32,59,1,19,351,5,356,2016
59175,Dimont,32,59,1,19,318,8,326,2016
59176,Doignies,32,59,2,9,337,5,342,2016
59177,Dompierre-sur-Helpe,32,59,1,7,865,15,880,2016
59670,Don,32,59,5,2,1307,14,1321,2016
59178,Douai,32,59,3,15,39657,1203,40860,2016
59179,Douchy-les-Mines,32,59,6,14,10717,48,10765,2016
59180,Le Doulieu,32,59,4,8,1462,22,1484,2016
59181,Dourlers,32,59,1,7,585,6,591,2016
59182,Drincham,32,59,4,20,250,7,257,2016
59183,Dunkerque,32,59,4,96,88108,1377,89485,2016
59184,Ebblinghem,32,59,4,21,681,8,689,2016
59185,Écaillon,32,59,3,1,1942,16,1958,2016
59186,Eccles,32,59,1,19,86,1,87,2016
59187,Éclaibes,32,59,1,7,304,8,312,2016
59188,Écuélin,32,59,1,5,143,4,147,2016
59189,Eecke,32,59,4,8,1221,22,1243,2016
59190,Élesmes,32,59,1,30,983,14,997,2016
59191,Élincourt,32,59,2,10,627,5,632,2016
59192,Émerchicourt,32,59,6,14,879,56,935,2016
59193,Emmerin,32,59,5,18,3174,27,3201,2016
59194,Englefontaine,32,59,1,7,1307,14,1321,2016
59195,Englos,32,59,5,28,606,10,616,2016
59196,Ennetières-en-Weppes,32,59,5,28,1316,20,1336,2016
59197,Ennevelin,32,59,5,36,2186,25,2211,2016
59198,Eppe-Sauvage,32,59,1,19,275,4,279,2016
59199,Erchin,32,59,3,1,695,19,714,2016
59200,Eringhem,32,59,4,41,473,8,481,2016
59201,Erquinghem-le-Sec,32,59,5,28,590,9,599,2016
59202,Erquinghem-Lys,32,59,5,4,5081,40,5121,2016
59203,Erre,32,59,3,35,1594,19,1613,2016
59204,Escarmain,32,59,2,11,469,3,472,2016
59205,Escaudain,32,59,6,14,9588,53,9641,2016
59206,Escaudœuvres,32,59,2,9,3277,36,3313,2016
59207,Escautpont,32,59,6,3,4211,29,4240,2016
59208,Escobecques,32,59,5,28,299,10,309,2016
59209,Esnes,32,59,2,10,681,16,697,2016
59210,Esquelbecq,32,59,4,41,2124,39,2163,2016
59211,Esquerchin,32,59,3,15,897,7,904,2016
59212,Estaires,32,59,4,21,6406,158,6564,2016
59213,Estourmel,32,59,2,11,460,7,467,2016
59214,Estrées,32,59,3,1,1119,25,1144,2016
59215,Estreux,32,59,6,29,947,19,966,2016
59219,Estrun,32,59,2,9,711,5,716,2016
59216,Eswars,32,59,2,9,350,10,360,2016
59217,Eth,32,59,1,5,335,7,342,2016
59218,Étrœungt,32,59,1,7,1321,14,1335,2016
59220,Faches-Thumesnil,32,59,5,18,17591,128,17719,2016
59221,Famars,32,59,6,6,2505,70,2575,2016
59222,Faumont,32,59,3,31,2148,64,2212,2016
59223,Le Favril,32,59,1,7,516,4,520,2016
59224,Féchain,32,59,3,1,1746,27,1773,2016
59225,Feignies,32,59,1,5,6943,97,7040,2016
59226,Felleries,32,59,1,19,1403,22,1425,2016
59227,Fenain,32,59,3,35,5323,36,5359,2016
59228,Férin,32,59,3,1,1472,19,1491,2016
59229,Féron,32,59,1,19,568,9,577,2016
59230,Ferrière-la-Grande,32,59,1,30,5311,51,5362,2016
59231,Ferrière-la-Petite,32,59,1,19,1069,13,1082,2016
59232,La Flamengrie,32,59,1,5,410,5,415,2016
59233,Flaumont-Waudrechies,32,59,1,19,382,9,391,2016
59234,Flers-en-Escrebieux,32,59,3,15,5876,47,5923,2016
59236,Flesquières,32,59,2,10,262,3,265,2016
59237,Flêtre,32,59,4,8,974,22,996,2016
59238,Flines-lès-Mortagne,32,59,6,34,1655,29,1684,2016
59239,Flines-lez-Raches,32,59,3,31,5544,80,5624,2016
59240,Floursies,32,59,1,7,128,1,129,2016
59241,Floyon,32,59,1,7,526,8,534,2016
59242,Fontaine-au-Bois,32,59,1,7,691,9,700,2016
59243,Fontaine-au-Pire,32,59,2,10,1213,18,1231,2016
59244,Fontaine-Notre-Dame,32,59,2,9,1782,31,1813,2016
59246,Forest-en-Cambrésis,32,59,1,7,555,4,559,2016
59247,Forest-sur-Marque,32,59,5,40,1447,19,1466,2016
59249,Fourmies,32,59,1,19,12119,234,12353,2016
59250,Fournes-en-Weppes,32,59,5,2,2216,133,2349,2016
59251,Frasnoy,32,59,1,5,379,4,383,2016
59252,Frelinghien,32,59,5,4,2402,24,2426,2016
59253,Fresnes-sur-Escaut,32,59,6,3,7601,60,7661,2016
59254,Fressain,32,59,3,1,884,12,896,2016
59255,Fressies,32,59,2,9,566,8,574,2016
59256,Fretin,32,59,5,36,3379,25,3404,2016
59257,Fromelles,32,59,5,2,917,11,928,2016
59258,Genech,32,59,5,36,2685,640,3325,2016
59259,Ghissignies,32,59,1,7,525,20,545,2016
59260,Ghyvelde,32,59,4,17,4192,64,4256,2016
59261,Glageon,32,59,1,19,1831,11,1842,2016
59262,Godewaersvelde,32,59,4,8,2055,38,2093,2016
59264,Gognies-Chaussée,32,59,1,30,765,10,775,2016
59265,Gommegnies,32,59,1,5,2289,40,2329,2016
59266,Gondecourt,32,59,5,18,4004,42,4046,2016
59267,Gonnelieu,32,59,2,10,313,4,317,2016
59268,La Gorgue,32,59,4,21,5673,54,5727,2016
59269,Gouzeaucourt,32,59,2,10,1544,28,1572,2016
59270,Grand-Fayt,32,59,1,7,508,7,515,2016
59272,Grand-Fort-Philippe,32,59,4,20,5081,49,5130,2016
59271,Grande-Synthe,32,59,4,20,23294,200,23494,2016
59273,Gravelines,32,59,4,20,11461,214,11675,2016
59274,La Groise,32,59,2,10,489,4,493,2016
59275,Gruson,32,59,5,36,1204,36,1240,2016
59276,Guesnain,32,59,3,1,4651,35,4686,2016
59277,Gussignies,32,59,1,5,337,5,342,2016
59263,Gœulzin,32,59,3,1,1018,24,1042,2016
59278,Hallennes-lez-Haubourdin,32,59,5,28,4249,33,4282,2016
59279,Halluin,32,59,5,37,20708,149,20857,2016
59280,Hamel,32,59,3,1,778,9,787,2016
59281,Hantay,32,59,5,2,1303,12,1315,2016
59282,Hardifort,32,59,4,41,383,11,394,2016
59283,Hargnies,32,59,1,5,606,11,617,2016
59284,Hasnon,32,59,6,34,3870,28,3898,2016
59285,Haspres,32,59,6,6,2757,23,2780,2016
59286,Haubourdin,32,59,5,18,14934,120,15054,2016
59287,Haucourt-en-Cambrésis,32,59,2,10,202,4,206,2016
59288,Haulchin,32,59,6,6,2268,19,2287,2016
59289,Haussy,32,59,2,11,1538,35,1573,2016
59290,Haut-Lieu,32,59,1,7,394,1,395,2016
59291,Hautmont,32,59,1,7,14548,123,14671,2016
59292,Haveluy,32,59,6,6,3129,7,3136,2016
59293,Haverskerque,32,59,4,21,1441,26,1467,2016
59294,Haynecourt,32,59,2,9,325,4,329,2016
59295,Hazebrouck,32,59,4,21,21685,558,22243,2016
59296,Hecq,32,59,1,7,357,9,366,2016
59297,Hélesmes,32,59,6,34,1975,12,1987,2016
59299,Hem,32,59,5,13,18914,178,19092,2016
59300,Hem-Lenglet,32,59,2,9,574,11,585,2016
59301,Hergnies,32,59,6,29,4415,34,4449,2016
59302,Hérin,32,59,6,6,4052,31,4083,2016
59303,Herlies,32,59,5,2,2408,27,2435,2016
59304,Herrin,32,59,5,18,423,6,429,2016
59305,Herzeele,32,59,4,41,1629,32,1661,2016
59306,Hestrud,32,59,1,19,295,9,304,2016
59307,Holque,32,59,4,41,899,5,904,2016
59310,Hon-Hergies,32,59,1,5,853,7,860,2016
59308,Hondeghem,32,59,4,8,970,26,996,2016
59309,Hondschoote,32,59,4,41,4097,102,4199,2016
59311,Honnechy,32,59,2,10,545,8,553,2016
59312,Honnecourt-sur-Escaut,32,59,2,10,790,12,802,2016
59313,Hordain,32,59,6,14,1408,6,1414,2016
59314,Hornaing,32,59,3,35,3553,25,3578,2016
59315,Houdain-lez-Bavay,32,59,1,5,876,8,884,2016
59316,Houplin-Ancoisne,32,59,5,18,3439,43,3482,2016
59317,Houplines,32,59,5,4,7840,112,7952,2016
